curr_rho,mxp1,mxp2
0.4,0.5277777777777778,0.37254901960784315
0.4,0.696969696969697,0.5
0.4,0.7333333333333333,0.4583333333333333
0.4,0.6,0.375
0.4,0.2876712328767123,0.22105263157894736
0.4,0.8,0.5517241379310345
0.4,0.5714285714285714,0.375
0.4,0.8181818181818182,0.5
0.4,0.8055555555555556,0.6304347826086957
0.4,0.6666666666666666,0.375
0.4,0.9,0.5625
0.4,0.75,0.4
0.4,0.6363636363636364,0.3684210526315789
0.4,0.5,0.32432432432432434
0.4,0.4782608695652174,0.3142857142857143
0.4,0.68,0.4722222222222222
0.4,0.6666666666666666,0.5074626865671642
0.4,0.59375,0.5100671140939598
0.4,0.8333333333333334,0.5769230769230769
0.4,0.5263157894736842,0.3333333333333333
0.4,0.782051282051282,0.648936170212766
0.4,0.7590361445783133,0.6237623762376238
0.4,0.7936507936507936,0.6493506493506493
0.4,0.9333333333333333,0.6666666666666666
0.4,0.8095238095238095,0.5862068965517241
0.4,0.4594594594594595,0.3090909090909091
0.4,0.3939393939393939,0.2765957446808511
0.4,0.9166666666666666,0.6111111111111112
0.4,0.43333333333333335,0.29545454545454547
0.4,0.7058823529411765,0.5454545454545454
0.4,0.7368421052631579,0.5714285714285714
0.4,0.6,0.4166666666666667
0.4,0.6666666666666666,0.45161290322580644
0.4,0.8235294117647058,0.6222222222222222
0.4,0.4827586206896552,0.3181818181818182
0.4,0.6153846153846154,0.4444444444444444
0.4,0.5,0.32142857142857145
0.4,0.4782608695652174,0.3626373626373626
0.4,0.64,0.5
0.4,0.6666666666666666,0.4
0.4,0.8888888888888888,0.64
0.4,0.75,0.5526315789473685
0.4,0.6857142857142857,0.5217391304347826
0.4,0.47,0.3790322580645161
0.4,0.5,0.4
0.4,0.48,0.3157894736842105
0.4,0.6666666666666666,0.375
0.4,0.47058823529411764,0.3076923076923077
0.4,0.4752475247524752,0.39669421487603307
0.4,0.5897435897435898,0.4339622641509434
0.4,0.7631578947368421,0.58
0.4,0.5882352941176471,0.35714285714285715
0.4,0.32075471698113206,0.23943661971830985
0.4,0.34375,0.25
0.4,0.6410256410256411,0.4716981132075472
0.4,0.8235294117647058,0.56
0.4,0.7708333333333334,0.6666666666666666
0.4,0.41304347826086957,0.30158730158730157
0.4,0.6956521739130435,0.47058823529411764
0.4,0.9,0.5625
0.4,0.5882352941176471,0.35714285714285715
0.4,0.7945205479452054,0.6590909090909091
0.4,0.4782608695652174,0.3142857142857143
0.4,0.7037037037037037,0.5135135135135135
0.4,0.4444444444444444,0.2962962962962963
0.4,0.7446808510638298,0.5932203389830508
0.4,0.7307692307692307,0.5277777777777778
0.4,0.6981132075471698,0.5692307692307692
0.4,0.4482758620689655,0.3023255813953488
0.4,0.5294117647058824,0.3333333333333333
0.4,0.75,0.5581395348837209
0.4,0.6779661016949152,0.547945205479452
0.4,0.725,0.5686274509803921
0.4,0.8888888888888888,0.5333333333333333
0.4,0.6578947368421053,0.5
0.4,0.6774193548387096,0.4883720930232558
0.4,0.6,0.4
0.4,0.8,0.5882352941176471
0.4,0.5813953488372093,0.43859649122807015
0.4,0.6274509803921569,0.48484848484848486
0.4,0.6190476190476191,0.38235294117647056
0.4,0.6111111111111112,0.39285714285714285
0.4,0.6842105263157895,0.4482758620689655
0.4,0.7142857142857143,0.43478260869565216
0.4,0.7916666666666666,0.5757575757575758
0.4,0.7111111111111111,0.5245901639344263
0.4,0.6666666666666666,0.5
0.4,0.6153846153846154,0.4444444444444444
0.4,0.6666666666666666,0.47619047619047616
0.4,0.6428571428571429,0.375
0.4,0.6363636363636364,0.3684210526315789
0.4,0.75,0.5
0.4,0.7777777777777778,0.6086956521739131
0.4,0.5217391304347826,0.3333333333333333
0.4,0.65,0.41935483870967744
0.4,0.7321428571428571,0.5774647887323944
0.4,0.7391304347826086,0.5151515151515151
0.4,0.5882352941176471,0.35714285714285715
0.4,0.8333333333333334,0.625
0.4,0.5952380952380952,0.46296296296296297
