run,alpha,method,NMI_scores
100,0.5,wt,1
100,0.5,wt2,1
100,0.5,l,1
100,0.5,l2,1
100,0.5,fg,0.8638351415677901
100,0.5,fg2,0.9076878324804857
100,0.5,eb,0.37679907448557276
100,0.5,eb2,0.38113741053892075
100,0.5,im,0
100,0.5,im2,0
100,0.5,lp,0
100,0.5,lp2,0
100,0.5,le,0.6084236239084396
100,0.5,le2,0.7903672998813903
100,0.5,sl,0.9555918724780288
100,0.5,sl2,0.951570801247956
99,0.5,wt,1
99,0.5,wt2,1
99,0.5,l,1
99,0.5,l2,1
99,0.5,fg,1
99,0.5,fg2,1
99,0.5,eb,0.4526742365575876
99,0.5,eb2,0.4526742365575876
99,0.5,im,0
99,0.5,im2,0
99,0.5,lp,0
99,0.5,lp2,0
99,0.5,le,0.8010322697714423
99,0.5,le2,0.8252339440421963
99,0.5,sl,1
99,0.5,sl2,1
98,0.5,wt,1
98,0.5,wt2,1
98,0.5,l,1
98,0.5,l2,1
98,0.5,fg,0.9374966158009167
98,0.5,fg2,1
98,0.5,eb,0
98,0.5,eb2,0.3988379043589039
98,0.5,im,0
98,0.5,im2,0
98,0.5,lp,0
98,0.5,lp2,0
98,0.5,le,0.8520992794371238
98,0.5,le2,0.7766108454142435
98,0.5,sl,1
98,0.5,sl2,1
97,0.5,wt,1
97,0.5,wt2,0.8520437941684798
97,0.5,l,1
97,0.5,l2,1
97,0.5,fg,0.8520437941684798
97,0.5,fg2,0.9590796807063727
97,0.5,eb,0
97,0.5,eb2,0.4083187125352361
97,0.5,im,0
97,0.5,im2,0
97,0.5,lp,0
97,0.5,lp2,0
97,0.5,le,0.8072741150116249
97,0.5,le2,0.8496358686033845
97,0.5,sl,0.8619760320971671
97,0.5,sl2,1
96,0.5,wt,1
96,0.5,wt2,1
96,0.5,l,1
96,0.5,l2,1
96,0.5,fg,1
96,0.5,fg2,1
96,0.5,eb,0
96,0.5,eb2,0.4080770227178006
96,0.5,im,0
96,0.5,im2,0
96,0.5,lp,0
96,0.5,lp2,0
96,0.5,le,0.8255309954521879
96,0.5,le2,0.8325103189781199
96,0.5,sl,1
96,0.5,sl2,1
95,0.5,wt,1
95,0.5,wt2,1
95,0.5,l,1
95,0.5,l2,1
95,0.5,fg,0.957120158671013
95,0.5,fg2,1
95,0.5,eb,0.3277767011732429
95,0.5,eb2,0.3911297515413365
95,0.5,im,0
95,0.5,im2,0
95,0.5,lp,0
95,0.5,lp2,0
95,0.5,le,0.9569579334326512
95,0.5,le2,0.8783915680172119
95,0.5,sl,1
95,0.5,sl2,1
94,0.5,wt,1
94,0.5,wt2,1
94,0.5,l,1
94,0.5,l2,1
94,0.5,fg,1
94,0.5,fg2,1
94,0.5,eb,0.47684978334453737
94,0.5,eb2,0.47684978334453737
94,0.5,im,0
94,0.5,im2,0
94,0.5,lp,0
94,0.5,lp2,0
94,0.5,le,0.859868985009315
94,0.5,le2,0.828000907435142
94,0.5,sl,1
94,0.5,sl2,1
93,0.5,wt,1
93,0.5,wt2,1
93,0.5,l,1
93,0.5,l2,1
93,0.5,fg,1
93,0.5,fg2,1
93,0.5,eb,0.37129124250976403
93,0.5,eb2,0.40144624077465807
93,0.5,im,0
93,0.5,im2,0
93,0.5,lp,0
93,0.5,lp2,0
93,0.5,le,0.8062382899151295
93,0.5,le2,0.7529619674651573
93,0.5,sl,1
93,0.5,sl2,1
92,0.5,wt,0.7722476953942835
92,0.5,wt2,0.8135062004882143
92,0.5,l,1
92,0.5,l2,1
92,0.5,fg,0.9548519503226877
92,0.5,fg2,0.9548519503226877
92,0.5,eb,0.3547021720273279
92,0.5,eb2,0.3547021720273279
92,0.5,im,0
92,0.5,im2,0
92,0.5,lp,0
92,0.5,lp2,0
92,0.5,le,0.7579745463887119
92,0.5,le2,0.8781236957532653
92,0.5,sl,1
92,0.5,sl2,1
91,0.5,wt,0.9524522520290434
91,0.5,wt2,0.9524522520290434
91,0.5,l,0.906667368792204
91,0.5,l2,0.906667368792204
91,0.5,fg,0.709349217725586
91,0.5,fg2,0.8793052513328082
91,0.5,eb,0.06419091106128494
91,0.5,eb2,0.4146273633957799
91,0.5,im,0
91,0.5,im2,0
91,0.5,lp,0
91,0.5,lp2,0
91,0.5,le,0.7164785139009073
91,0.5,le2,0.7156816873106632
91,0.5,sl,0.8617584189315599
91,0.5,sl2,0.906667368792204
90,0.5,wt,1
90,0.5,wt2,1
90,0.5,l,1
90,0.5,l2,1
90,0.5,fg,1
90,0.5,fg2,1
90,0.5,eb,0.103410172946768
90,0.5,eb2,0.3843429774358571
90,0.5,im,0
90,0.5,im2,0
90,0.5,lp,0
90,0.5,lp2,0
90,0.5,le,0.9574073858497579
90,0.5,le2,0.8806898616482629
90,0.5,sl,0.9574073858497579
90,0.5,sl2,0.9574073858497579
89,0.5,wt,1
89,0.5,wt2,1
89,0.5,l,1
89,0.5,l2,1
89,0.5,fg,1
89,0.5,fg2,1
89,0.5,eb,0.45849921318701575
89,0.5,eb2,0.453815886409902
89,0.5,im,0
89,0.5,im2,0
89,0.5,lp,0
89,0.5,lp2,0
89,0.5,le,0.7665672477724196
89,0.5,le2,0.782338305945466
89,0.5,sl,0.9557319536181899
89,0.5,sl2,0.9557319536181899
88,0.5,wt,1
88,0.5,wt2,1
88,0.5,l,1
88,0.5,l2,1
88,0.5,fg,0.9195608817561849
88,0.5,fg2,0.9591369511007001
88,0.5,eb,0
88,0.5,eb2,0.4115030052570116
88,0.5,im,0
88,0.5,im2,0
88,0.5,lp,0
88,0.5,lp2,0
88,0.5,le,0.8741379191821684
88,0.5,le2,0.8670516578416992
88,0.5,sl,1
88,0.5,sl2,0.9606883269207426
87,0.5,wt,1
87,0.5,wt2,1
87,0.5,l,0.9234266041048694
87,0.5,l2,0.9234266041048694
87,0.5,fg,0.9234266041048694
87,0.5,fg2,0.9234266041048694
87,0.5,eb,0.37045175938457936
87,0.5,eb2,0.37045175938457936
87,0.5,im,0
87,0.5,im2,0
87,0.5,lp,0
87,0.5,lp2,0
87,0.5,le,0.6421040516890055
87,0.5,le2,0.6687550589149117
87,0.5,sl,0.9234266041048694
87,0.5,sl2,0.9234266041048694
86,0.5,wt,0.9570068757277801
86,0.5,wt2,1
86,0.5,l,1
86,0.5,l2,1
86,0.5,fg,0.9175599747969512
86,0.5,fg2,0.9570068757277801
86,0.5,eb,0.26195609533551883
86,0.5,eb2,0.3161308711019282
86,0.5,im,0
86,0.5,im2,0
86,0.5,lp,0
86,0.5,lp2,0
86,0.5,le,0.6432268602827514
86,0.5,le2,0.8053488125627245
86,0.5,sl,1
86,0.5,sl2,1
85,0.5,wt,0.9212018985222662
85,0.5,wt2,1
85,0.5,l,1
85,0.5,l2,1
85,0.5,fg,0.7485285019905175
85,0.5,fg2,0.8559462271176932
