run,alpha,method,NMI_scores
100,0.30000000000000004,wt,1
100,0.30000000000000004,wt2,1
100,0.30000000000000004,l,1
100,0.30000000000000004,l2,1
100,0.30000000000000004,fg,1
100,0.30000000000000004,fg2,1
100,0.30000000000000004,eb,0.3088679651009689
100,0.30000000000000004,eb2,0.3743558332475276
100,0.30000000000000004,im,1
100,0.30000000000000004,im2,1
100,0.30000000000000004,lp,1
100,0.30000000000000004,lp2,0.5553441429051194
100,0.30000000000000004,le,1
100,0.30000000000000004,le2,0.9572183861909722
100,0.30000000000000004,sl,1
100,0.30000000000000004,sl2,1
99,0.30000000000000004,wt,1
99,0.30000000000000004,wt2,1
99,0.30000000000000004,l,1
99,0.30000000000000004,l2,1
99,0.30000000000000004,fg,0.9501580355459507
99,0.30000000000000004,fg2,1
99,0.30000000000000004,eb,0.4463856406046568
99,0.30000000000000004,eb2,0.4658614375517055
99,0.30000000000000004,im,0.7653739379013218
99,0.30000000000000004,im2,0.7653739379013218
99,0.30000000000000004,lp,0.7653739379013218
99,0.30000000000000004,lp2,0.7653739379013218
99,0.30000000000000004,le,0.7074026969222039
99,0.30000000000000004,le2,0.7233658302174365
99,0.30000000000000004,sl,1
99,0.30000000000000004,sl2,1
98,0.30000000000000004,wt,1
98,0.30000000000000004,wt2,1
98,0.30000000000000004,l,1
98,0.30000000000000004,l2,1
98,0.30000000000000004,fg,1
98,0.30000000000000004,fg2,1
98,0.30000000000000004,eb,0.3879280059693061
98,0.30000000000000004,eb2,0.3879280059693061
98,0.30000000000000004,im,0
98,0.30000000000000004,im2,0
98,0.30000000000000004,lp,1
98,0.30000000000000004,lp2,1
98,0.30000000000000004,le,0.8252026663626392
98,0.30000000000000004,le2,0.8369989388994148
98,0.30000000000000004,sl,1
98,0.30000000000000004,sl2,1
97,0.30000000000000004,wt,1
97,0.30000000000000004,wt2,1
97,0.30000000000000004,l,1
97,0.30000000000000004,l2,1
97,0.30000000000000004,fg,1
97,0.30000000000000004,fg2,1
97,0.30000000000000004,eb,0.48558873370715466
97,0.30000000000000004,eb2,0.48558873370715466
97,0.30000000000000004,im,0
97,0.30000000000000004,im2,0
97,0.30000000000000004,lp,0
97,0.30000000000000004,lp2,0.7550942794192105
97,0.30000000000000004,le,0.813307032135388
97,0.30000000000000004,le2,0.7405212137874018
97,0.30000000000000004,sl,1
97,0.30000000000000004,sl2,1
96,0.30000000000000004,wt,1
96,0.30000000000000004,wt2,1
96,0.30000000000000004,l,1
96,0.30000000000000004,l2,1
96,0.30000000000000004,fg,1
96,0.30000000000000004,fg2,1
96,0.30000000000000004,eb,0.36804968772385666
96,0.30000000000000004,eb2,0.36804968772385666
96,0.30000000000000004,im,0
96,0.30000000000000004,im2,0
96,0.30000000000000004,lp,1
96,0.30000000000000004,lp2,0.7630231228718577
96,0.30000000000000004,le,0.7693725607791407
96,0.30000000000000004,le2,0.7774549767455032
96,0.30000000000000004,sl,1
96,0.30000000000000004,sl2,1
95,0.30000000000000004,wt,1
95,0.30000000000000004,wt2,1
95,0.30000000000000004,l,1
95,0.30000000000000004,l2,1
95,0.30000000000000004,fg,1
95,0.30000000000000004,fg2,1
95,0.30000000000000004,eb,0.4413797455108745
95,0.30000000000000004,eb2,0.4413797455108745
95,0.30000000000000004,im,1
95,0.30000000000000004,im2,1
95,0.30000000000000004,lp,0.7798350049593599
95,0.30000000000000004,lp2,0.7798350049593599
95,0.30000000000000004,le,0.8376087344525095
95,0.30000000000000004,le2,0.8376087344525095
95,0.30000000000000004,sl,1
95,0.30000000000000004,sl2,1
94,0.30000000000000004,wt,1
94,0.30000000000000004,wt2,1
94,0.30000000000000004,l,1
94,0.30000000000000004,l2,1
94,0.30000000000000004,fg,1
94,0.30000000000000004,fg2,1
94,0.30000000000000004,eb,0.3071864862520291
94,0.30000000000000004,eb2,0.33331055662732895
94,0.30000000000000004,im,1
94,0.30000000000000004,im2,1
94,0.30000000000000004,lp,1
94,0.30000000000000004,lp2,0.7608380825219796
94,0.30000000000000004,le,0.8959991998059371
94,0.30000000000000004,le2,0.8631024449213998
94,0.30000000000000004,sl,1
94,0.30000000000000004,sl2,1
93,0.30000000000000004,wt,1
93,0.30000000000000004,wt2,1
93,0.30000000000000004,l,1
93,0.30000000000000004,l2,1
93,0.30000000000000004,fg,1
93,0.30000000000000004,fg2,1
93,0.30000000000000004,eb,0.10890963834139515
93,0.30000000000000004,eb2,0.3236018357237781
93,0.30000000000000004,im,1
93,0.30000000000000004,im2,1
93,0.30000000000000004,lp,1
93,0.30000000000000004,lp2,1
93,0.30000000000000004,le,0.8207997742039238
93,0.30000000000000004,le2,0.8176557740563433
93,0.30000000000000004,sl,0.9562428614478914
93,0.30000000000000004,sl2,1
92,0.30000000000000004,wt,1
92,0.30000000000000004,wt2,1
92,0.30000000000000004,l,1
92,0.30000000000000004,l2,1
92,0.30000000000000004,fg,1
92,0.30000000000000004,fg2,1
92,0.30000000000000004,eb,0
92,0.30000000000000004,eb2,0.40622316046720425
92,0.30000000000000004,im,1
92,0.30000000000000004,im2,1
92,0.30000000000000004,lp,1
92,0.30000000000000004,lp2,1
92,0.30000000000000004,le,0.8479852369133325
92,0.30000000000000004,le2,0.8513360223075686
92,0.30000000000000004,sl,1
92,0.30000000000000004,sl2,1
91,0.30000000000000004,wt,1
91,0.30000000000000004,wt2,1
91,0.30000000000000004,l,1
91,0.30000000000000004,l2,1
91,0.30000000000000004,fg,1
91,0.30000000000000004,fg2,1
91,0.30000000000000004,eb,0.33174165780307907
91,0.30000000000000004,eb2,0.4033058149388079
91,0.30000000000000004,im,0
91,0.30000000000000004,im2,0
91,0.30000000000000004,lp,1
91,0.30000000000000004,lp2,0.5951703975920672
91,0.30000000000000004,le,0.8273819000817039
91,0.30000000000000004,le2,0.857711572741176
91,0.30000000000000004,sl,1
91,0.30000000000000004,sl2,1
90,0.30000000000000004,wt,1
90,0.30000000000000004,wt2,1
90,0.30000000000000004,l,1
90,0.30000000000000004,l2,1
90,0.30000000000000004,fg,1
90,0.30000000000000004,fg2,1
90,0.30000000000000004,eb,0.3593037881349739
90,0.30000000000000004,eb2,0.38549327438671377
90,0.30000000000000004,im,1
90,0.30000000000000004,im2,1
90,0.30000000000000004,lp,0.5906619861987881
90,0.30000000000000004,lp2,1
90,0.30000000000000004,le,0.9131134865789627
90,0.30000000000000004,le2,0.9049418628169087
90,0.30000000000000004,sl,0.9623612354751298
90,0.30000000000000004,sl2,1
89,0.30000000000000004,wt,1
89,0.30000000000000004,wt2,1
89,0.30000000000000004,l,1
89,0.30000000000000004,l2,1
89,0.30000000000000004,fg,1
89,0.30000000000000004,fg2,1
89,0.30000000000000004,eb,0.38168101765030316
89,0.30000000000000004,eb2,0.38168101765030316
89,0.30000000000000004,im,1
89,0.30000000000000004,im2,1
89,0.30000000000000004,lp,0.7585437492885186
89,0.30000000000000004,lp2,0.4632676672699667
89,0.30000000000000004,le,0.758395232970114
89,0.30000000000000004,le2,0.7573319473449764
89,0.30000000000000004,sl,1
89,0.30000000000000004,sl2,1
88,0.30000000000000004,wt,1
88,0.30000000000000004,wt2,1
88,0.30000000000000004,l,1
88,0.30000000000000004,l2,1
88,0.30000000000000004,fg,1
88,0.30000000000000004,fg2,1
88,0.30000000000000004,eb,0.32879866060627233
88,0.30000000000000004,eb2,0.3483216867608193
88,0.30000000000000004,im,0
88,0.30000000000000004,im2,0
88,0.30000000000000004,lp,0.7972296355842544
88,0.30000000000000004,lp2,0.7972296355842544
88,0.30000000000000004,le,0.8404716997956452
88,0.30000000000000004,le2,0.7669942628483922
88,0.30000000000000004,sl,1
88,0.30000000000000004,sl2,1
87,0.30000000000000004,wt,1
87,0.30000000000000004,wt2,1
87,0.30000000000000004,l,1
87,0.30000000000000004,l2,1
87,0.30000000000000004,fg,1
87,0.30000000000000004,fg2,1
87,0.30000000000000004,eb,0.3381416018961334
87,0.30000000000000004,eb2,0.3381416018961334
87,0.30000000000000004,im,1
87,0.30000000000000004,im2,1
87,0.30000000000000004,lp,1
87,0.30000000000000004,lp2,0.7952986015047171
87,0.30000000000000004,le,0.7963028590900366
87,0.30000000000000004,le2,0.8068456731482945
87,0.30000000000000004,sl,1
87,0.30000000000000004,sl2,0.9547756009102578
86,0.30000000000000004,wt,1
86,0.30000000000000004,wt2,1
86,0.30000000000000004,l,1
86,0.30000000000000004,l2,1
86,0.30000000000000004,fg,1
86,0.30000000000000004,fg2,1
86,0.30000000000000004,eb,0.2533947164481381
86,0.30000000000000004,eb2,0.34947400473388207
86,0.30000000000000004,im,1
86,0.30000000000000004,im2,1
86,0.30000000000000004,lp,1
86,0.30000000000000004,lp2,1
86,0.30000000000000004,le,0.9629881284151262
86,0.30000000000000004,le2,0.9629881284151262
86,0.30000000000000004,sl,1
86,0.30000000000000004,sl2,1
85,0.30000000000000004,wt,1
85,0.30000000000000004,wt2,1
85,0.30000000000000004,l,1
85,0.30000000000000004,l2,1
85,0.30000000000000004,fg,0.9531488875785588
85,0.30000000000000004,fg2,1
85,0.30000000000000004,eb,0.26856172829492725
85,0.30000000000000004,eb2,0.33913531191076257
85,0.30000000000000004,im,0
85,0.30000000000000004,im2,0
85,0.30000000000000004,lp,0.8381272568456202
85,0.30000000000000004,lp2,0.8085397157911924
85,0.30000000000000004,le,0.6482393624387781
85,0.30000000000000004,le2,0.6544455621966705
85,0.30000000000000004,sl,1
85,0.30000000000000004,sl2,1
84,0.30000000000000004,wt,1
84,0.30000000000000004,wt2,1
84,0.30000000000000004,l,1
84,0.30000000000000004,l2,1
84,0.30000000000000004,fg,1
84,0.30000000000000004,fg2,1
84,0.30000000000000004,eb,0.36726820689784684
84,0.30000000000000004,eb2,0.36726820689784684
84,0.30000000000000004,im,1
84,0.30000000000000004,im2,1
84,0.30000000000000004,lp,1
84,0.30000000000000004,lp2,0.507554712908606
84,0.30000000000000004,le,0.7712515167719274
84,0.30000000000000004,le2,0.7379091335496281
84,0.30000000000000004,sl,1
84,0.30000000000000004,sl2,1
83,0.30000000000000004,wt,1
83,0.30000000000000004,wt2,1
83,0.30000000000000004,l,1
83,0.30000000000000004,l2,1
83,0.30000000000000004,fg,1
83,0.30000000000000004,fg2,1
83,0.30000000000000004,eb,0.3895530693322962
83,0.30000000000000004,eb2,0.3924204190054387
83,0.30000000000000004,im,1
83,0.30000000000000004,im2,1
83,0.30000000000000004,lp,0.7679988983995509
83,0.30000000000000004,lp2,1
83,0.30000000000000004,le,0.8026974177801695
83,0.30000000000000004,le2,0.8001167703563472
83,0.30000000000000004,sl,1
83,0.30000000000000004,sl2,1
82,0.30000000000000004,wt,1
82,0.30000000000000004,wt2,1
82,0.30000000000000004,l,1
82,0.30000000000000004,l2,1
82,0.30000000000000004,fg,1
82,0.30000000000000004,fg2,1
82,0.30000000000000004,eb,0.2520692699962376
82,0.30000000000000004,eb2,0.3678965479286987
82,0.30000000000000004,im,1
82,0.30000000000000004,im2,1
82,0.30000000000000004,lp,1
82,0.30000000000000004,lp2,0.7799977628440039
