run,alpha,method,accuracies
953,1,sl2,0.32
952,1,wt,0.32
952,1,wt2,0.28
952,1,l,0.28
952,1,l2,0.42
952,1,fg,0.28
952,1,fg2,0.42
952,1,eb,0.28
952,1,eb2,0.96
952,1,im,0.28
952,1,im2,0.28
952,1,lp,0.28
952,1,lp2,1
952,1,sl,0.36
952,1,sl2,0.32
951,1,wt,0.32
951,1,wt2,0.24
951,1,l,0.34
951,1,l2,0.38
951,1,fg,0.34
951,1,fg2,0.46
951,1,eb,0.24
951,1,eb2,0.96
951,1,im,0.24
951,1,im2,0.24
951,1,lp,0.24
951,1,lp2,1
951,1,sl,0.36
951,1,sl2,0.38
950,1,wt,0.36
950,1,wt2,0.3
950,1,l,0.36
950,1,l2,0.4
950,1,fg,0.34
950,1,fg2,0.38
950,1,eb,0.3
950,1,eb2,0.98
950,1,im,0.3
950,1,im2,0.3
950,1,lp,0.3
950,1,lp2,1
950,1,sl,0.32
950,1,sl2,0.32
949,1,wt,0.3
949,1,wt2,0.28
949,1,l,0.3
949,1,l2,0.48
949,1,fg,0.34
949,1,fg2,0.46
949,1,eb,0.28
949,1,eb2,0.96
949,1,im,0.28
949,1,im2,0.28
949,1,lp,0.28
949,1,lp2,1
949,1,sl,0.38
949,1,sl2,0.38
948,1,wt,0.28
948,1,wt2,0.26
948,1,l,0.28
948,1,l2,0.38
948,1,fg,0.3
948,1,fg2,0.38
948,1,eb,0.26
948,1,eb2,0.92
948,1,im,0.26
948,1,im2,0.26
948,1,lp,0.26
948,1,lp2,1
948,1,sl,0.32
948,1,sl2,0.32
947,1,wt,0.3
947,1,wt2,0.26
947,1,l,0.32
947,1,l2,0.34
947,1,fg,0.26
947,1,fg2,0.38
947,1,eb,0.26
947,1,eb2,1
947,1,im,0.26
947,1,im2,0.26
947,1,lp,0.26
947,1,lp2,1
947,1,sl,0.3
947,1,sl2,0.3
946,1,wt,0.34
946,1,wt2,0.32
946,1,l,0.36
946,1,l2,0.54
946,1,fg,0.34
946,1,fg2,0.54
946,1,eb,0.32
946,1,eb2,0.94
946,1,im,0.32
946,1,im2,0.32
946,1,lp,0.32
946,1,lp2,1
946,1,sl,0.34
946,1,sl2,0.34
945,1,wt,0.28
945,1,wt2,0.24
945,1,l,0.3
945,1,l2,0.36
945,1,fg,0.26
945,1,fg2,0.38
945,1,eb,0.24
945,1,eb2,0.98
945,1,im,0.24
945,1,im2,0.24
945,1,lp,0.24
945,1,lp2,1
945,1,sl,0.36
945,1,sl2,0.36
944,1,wt,0.28
944,1,wt2,0.26
944,1,l,0.32
944,1,l2,0.34
944,1,fg,0.32
944,1,fg2,0.34
944,1,eb,0.26
944,1,eb2,1
944,1,im,0.26
944,1,im2,0.26
944,1,lp,0.26
944,1,lp2,1
944,1,sl,0.32
944,1,sl2,0.32
943,1,wt,0.32
943,1,wt2,0.32
943,1,l,0.34
943,1,l2,0.4
943,1,fg,0.38
943,1,fg2,0.4
943,1,eb,0.32
943,1,eb2,0.94
943,1,im,0.32
943,1,im2,0.32
943,1,lp,0.32
943,1,lp2,1
943,1,sl,0.36
943,1,sl2,0.36
942,1,wt,0.36
942,1,wt2,0.32
942,1,l,0.4
942,1,l2,0.5
942,1,fg,0.36
942,1,fg2,0.56
942,1,eb,0.32
942,1,eb2,0.94
942,1,im,0.32
942,1,im2,0.32
942,1,lp,0.32
942,1,lp2,1
942,1,sl,0.4
942,1,sl2,0.36
941,1,wt,0.3
941,1,wt2,0.28
941,1,l,0.3
941,1,l2,0.4
941,1,fg,0.32
941,1,fg2,0.44
941,1,eb,0.28
941,1,eb2,0.96
941,1,im,0.28
941,1,im2,0.28
941,1,lp,0.28
941,1,lp2,1
941,1,sl,0.34
941,1,sl2,0.3
940,1,wt,0.3
940,1,wt2,0.3
940,1,l,0.3
940,1,l2,0.44
940,1,fg,0.3
940,1,fg2,0.4
940,1,eb,0.3
940,1,eb2,0.98
940,1,im,0.3
940,1,im2,0.3
940,1,lp,0.3
