run,alpha,method,accuracies
958,0.7999999999999999,wt,0.46
958,0.7999999999999999,wt2,0.26
958,0.7999999999999999,l,0.58
958,0.7999999999999999,l2,0.64
958,0.7999999999999999,fg,0.46
958,0.7999999999999999,fg2,0.58
958,0.7999999999999999,eb,0.26
958,0.7999999999999999,eb2,1
958,0.7999999999999999,im,0.26
958,0.7999999999999999,im2,0.26
958,0.7999999999999999,lp,0.26
958,0.7999999999999999,lp2,1
958,0.7999999999999999,sl,0.58
958,0.7999999999999999,sl2,0.58
957,0.7999999999999999,wt,0.44
957,0.7999999999999999,wt2,0.28
957,0.7999999999999999,l,0.5
957,0.7999999999999999,l2,0.7
957,0.7999999999999999,fg,0.48
957,0.7999999999999999,fg2,0.58
957,0.7999999999999999,eb,0.28
957,0.7999999999999999,eb2,0.94
957,0.7999999999999999,im,0.28
957,0.7999999999999999,im2,0.28
957,0.7999999999999999,lp,0.28
957,0.7999999999999999,lp2,1
957,0.7999999999999999,sl,0.52
957,0.7999999999999999,sl2,0.48
956,0.7999999999999999,wt,0.4
956,0.7999999999999999,wt2,0.24
956,0.7999999999999999,l,0.62
956,0.7999999999999999,l2,0.64
956,0.7999999999999999,fg,0.36
956,0.7999999999999999,fg2,0.66
956,0.7999999999999999,eb,0.24
956,0.7999999999999999,eb2,0.98
956,0.7999999999999999,im,0.24
956,0.7999999999999999,im2,0.24
956,0.7999999999999999,lp,0.24
956,0.7999999999999999,lp2,1
956,0.7999999999999999,sl,0.66
956,0.7999999999999999,sl2,0.66
955,0.7999999999999999,wt,0.34
955,0.7999999999999999,wt2,0.32
955,0.7999999999999999,l,0.5
955,0.7999999999999999,l2,0.6
955,0.7999999999999999,fg,0.46
955,0.7999999999999999,fg2,0.64
955,0.7999999999999999,eb,0.32
955,0.7999999999999999,eb2,1
955,0.7999999999999999,im,0.32
955,0.7999999999999999,im2,0.32
955,0.7999999999999999,lp,0.32
955,0.7999999999999999,lp2,1
955,0.7999999999999999,sl,0.42
955,0.7999999999999999,sl2,0.42
954,0.7999999999999999,wt,0.42
954,0.7999999999999999,wt2,0.26
954,0.7999999999999999,l,0.72
954,0.7999999999999999,l2,0.78
954,0.7999999999999999,fg,0.5
954,0.7999999999999999,fg2,0.76
954,0.7999999999999999,eb,0.26
954,0.7999999999999999,eb2,0.92
954,0.7999999999999999,im,0.26
954,0.7999999999999999,im2,0.26
954,0.7999999999999999,lp,0.26
954,0.7999999999999999,lp2,1
954,0.7999999999999999,sl,0.5
954,0.7999999999999999,sl2,0.5
953,0.7999999999999999,wt,0.28
953,0.7999999999999999,wt2,0.26
953,0.7999999999999999,l,0.52
953,0.7999999999999999,l2,0.58
953,0.7999999999999999,fg,0.5
953,0.7999999999999999,fg2,0.58
953,0.7999999999999999,eb,0.26
953,0.7999999999999999,eb2,1
953,0.7999999999999999,im,0.26
953,0.7999999999999999,im2,0.26
953,0.7999999999999999,lp,0.26
953,0.7999999999999999,lp2,1
953,0.7999999999999999,sl,0.44
953,0.7999999999999999,sl2,0.48
952,0.7999999999999999,wt,0.36
952,0.7999999999999999,wt2,0.32
952,0.7999999999999999,l,0.48
952,0.7999999999999999,l2,0.74
952,0.7999999999999999,fg,0.4
952,0.7999999999999999,fg2,0.68
952,0.7999999999999999,eb,0.32
952,0.7999999999999999,eb2,0.94
952,0.7999999999999999,im,0.32
952,0.7999999999999999,im2,0.32
952,0.7999999999999999,lp,0.32
952,0.7999999999999999,lp2,1
952,0.7999999999999999,sl,0.42
952,0.7999999999999999,sl2,0.42
951,0.7999999999999999,wt,0.36
951,0.7999999999999999,wt2,0.24
951,0.7999999999999999,l,0.48
951,0.7999999999999999,l2,0.6
951,0.7999999999999999,fg,0.4
951,0.7999999999999999,fg2,0.58
951,0.7999999999999999,eb,0.24
951,0.7999999999999999,eb2,0.9
951,0.7999999999999999,im,0.24
951,0.7999999999999999,im2,0.24
951,0.7999999999999999,lp,0.24
951,0.7999999999999999,lp2,1
951,0.7999999999999999,sl,0.5
951,0.7999999999999999,sl2,0.42
950,0.7999999999999999,wt,0.38
950,0.7999999999999999,wt2,0.26
950,0.7999999999999999,l,0.48
950,0.7999999999999999,l2,0.56
950,0.7999999999999999,fg,0.36
950,0.7999999999999999,fg2,0.58
950,0.7999999999999999,eb,0.26
950,0.7999999999999999,eb2,1
950,0.7999999999999999,im,0.26
950,0.7999999999999999,im2,0.26
950,0.7999999999999999,lp,0.26
950,0.7999999999999999,lp2,1
950,0.7999999999999999,sl,0.48
950,0.7999999999999999,sl2,0.5
949,0.7999999999999999,wt,0.38
949,0.7999999999999999,wt2,0.26
949,0.7999999999999999,l,0.42
949,0.7999999999999999,l2,0.6
949,0.7999999999999999,fg,0.46
949,0.7999999999999999,fg2,0.56
949,0.7999999999999999,eb,0.26
949,0.7999999999999999,eb2,0.92
949,0.7999999999999999,im,0.26
949,0.7999999999999999,im2,0.26
949,0.7999999999999999,lp,0.26
949,0.7999999999999999,lp2,0.26
949,0.7999999999999999,sl,0.5
949,0.7999999999999999,sl2,0.46
948,0.7999999999999999,wt,0.4
948,0.7999999999999999,wt2,0.28
948,0.7999999999999999,l,0.6
948,0.7999999999999999,l2,0.72
948,0.7999999999999999,fg,0.5
948,0.7999999999999999,fg2,0.62
948,0.7999999999999999,eb,0.28
948,0.7999999999999999,eb2,0.82
948,0.7999999999999999,im,0.28
948,0.7999999999999999,im2,0.28
948,0.7999999999999999,lp,0.28
948,0.7999999999999999,lp2,1
948,0.7999999999999999,sl,0.5
948,0.7999999999999999,sl2,0.52
947,0.7999999999999999,wt,0.38
947,0.7999999999999999,wt2,0.24
947,0.7999999999999999,l,0.52
947,0.7999999999999999,l2,0.72
947,0.7999999999999999,fg,0.34
947,0.7999999999999999,fg2,0.72
947,0.7999999999999999,eb,0.24
947,0.7999999999999999,eb2,0.94
947,0.7999999999999999,im,0.24
947,0.7999999999999999,im2,0.24
947,0.7999999999999999,lp,0.24
947,0.7999999999999999,lp2,1
947,0.7999999999999999,sl,0.48
947,0.7999999999999999,sl2,0.6
946,0.7999999999999999,wt,0.4
946,0.7999999999999999,wt2,0.32
946,0.7999999999999999,l,0.56
946,0.7999999999999999,l2,0.72
946,0.7999999999999999,fg,0.54
946,0.7999999999999999,fg2,0.66
946,0.7999999999999999,eb,0.32
946,0.7999999999999999,eb2,0.94
946,0.7999999999999999,im,0.32
946,0.7999999999999999,im2,0.32
946,0.7999999999999999,lp,0.32
946,0.7999999999999999,lp2,1
946,0.7999999999999999,sl,0.56
946,0.7999999999999999,sl2,0.58
945,0.7999999999999999,wt,0.36
945,0.7999999999999999,wt2,0.24
