run,alpha,method,accuracies
1000,0.4,wt,0.98
1000,0.4,wt2,1
1000,0.4,l,1
1000,0.4,l2,1
1000,0.4,fg,0.82
1000,0.4,fg2,0.98
1000,0.4,eb,0.24
1000,0.4,eb2,0.7
1000,0.4,im,0.24
1000,0.4,im2,0.24
1000,0.4,lp,0.24
1000,0.4,lp2,0.24
1000,0.4,sl,1
1000,0.4,sl2,1
999,0.4,wt,1
999,0.4,wt2,1
999,0.4,l,1
999,0.4,l2,1
999,0.4,fg,1
999,0.4,fg2,1
999,0.4,eb,0.96
999,0.4,eb2,0.96
999,0.4,im,0.28
999,0.4,im2,0.28
999,0.4,lp,0.28
999,0.4,lp2,0.28
999,0.4,sl,1
999,0.4,sl2,1
998,0.4,wt,1
998,0.4,wt2,1
998,0.4,l,1
998,0.4,l2,1
998,0.4,fg,1
998,0.4,fg2,1
998,0.4,eb,0.72
998,0.4,eb2,0.82
998,0.4,im,0.26
998,0.4,im2,0.26
998,0.4,lp,0.88
998,0.4,lp2,0.26
998,0.4,sl,1
998,0.4,sl2,1
997,0.4,wt,1
997,0.4,wt2,1
997,0.4,l,1
997,0.4,l2,1
997,0.4,fg,1
997,0.4,fg2,1
997,0.4,eb,0.7
997,0.4,eb2,0.7
997,0.4,im,0.26
997,0.4,im2,0.26
997,0.4,lp,0.86
997,0.4,lp2,1
997,0.4,sl,1
997,0.4,sl2,1
996,0.4,wt,1
996,0.4,wt2,1
996,0.4,l,1
996,0.4,l2,1
996,0.4,fg,1
996,0.4,fg2,1
996,0.4,eb,0.28
996,0.4,eb2,1
996,0.4,im,0.28
996,0.4,im2,0.28
996,0.4,lp,0.28
996,0.4,lp2,0.64
996,0.4,sl,1
996,0.4,sl2,1
995,0.4,wt,1
995,0.4,wt2,1
995,0.4,l,1
995,0.4,l2,1
995,0.4,fg,0.98
995,0.4,fg2,0.98
995,0.4,eb,0.8
995,0.4,eb2,0.84
995,0.4,im,0.34
995,0.4,im2,0.34
995,0.4,lp,1
995,0.4,lp2,0.34
995,0.4,sl,1
995,0.4,sl2,1
994,0.4,wt,1
994,0.4,wt2,1
994,0.4,l,1
994,0.4,l2,1
994,0.4,fg,0.98
994,0.4,fg2,0.98
994,0.4,eb,0.86
994,0.4,eb2,0.86
994,0.4,im,0.34
994,0.4,im2,0.34
994,0.4,lp,0.86
994,0.4,lp2,0.68
994,0.4,sl,1
994,0.4,sl2,1
993,0.4,wt,1
993,0.4,wt2,1
993,0.4,l,1
993,0.4,l2,1
993,0.4,fg,1
993,0.4,fg2,1
993,0.4,eb,0.64
993,0.4,eb2,0.76
993,0.4,im,0.24
993,0.4,im2,0.24
993,0.4,lp,1
993,0.4,lp2,0.24
993,0.4,sl,1
993,0.4,sl2,1
992,0.4,wt,0.94
992,0.4,wt2,0.98
992,0.4,l,0.98
992,0.4,l2,0.98
992,0.4,fg,0.74
992,0.4,fg2,0.82
992,0.4,eb,0.68
992,0.4,eb2,0.84
992,0.4,im,0.28
992,0.4,im2,0.28
992,0.4,lp,0.28
992,0.4,lp2,0.28
992,0.4,sl,1
992,0.4,sl2,0.98
991,0.4,wt,1
991,0.4,wt2,1
991,0.4,l,1
991,0.4,l2,1
991,0.4,fg,1
991,0.4,fg2,1
991,0.4,eb,0.5
991,0.4,eb2,1
991,0.4,im,0.24
991,0.4,im2,0.24
991,0.4,lp,0.82
991,0.4,lp2,0.24
991,0.4,sl,1
991,0.4,sl2,1
990,0.4,wt,1
990,0.4,wt2,1
990,0.4,l,1
990,0.4,l2,1
990,0.4,fg,1
990,0.4,fg2,1
990,0.4,eb,0.32
990,0.4,eb2,1
990,0.4,im,0.26
990,0.4,im2,0.26
990,0.4,lp,1
990,0.4,lp2,0.26
990,0.4,sl,1
990,0.4,sl2,1
989,0.4,wt,1
989,0.4,wt2,1
989,0.4,l,1
989,0.4,l2,1
989,0.4,fg,1
989,0.4,fg2,1
989,0.4,eb,0.44
989,0.4,eb2,0.76
989,0.4,im,0.24
989,0.4,im2,0.24
989,0.4,lp,1
989,0.4,lp2,0.24
989,0.4,sl,1
989,0.4,sl2,1
988,0.4,wt,1
988,0.4,wt2,1
988,0.4,l,1
988,0.4,l2,1
988,0.4,fg,1
988,0.4,fg2,1
988,0.4,eb,0.26
988,0.4,eb2,1
988,0.4,im,0.26
988,0.4,im2,0.26
988,0.4,lp,0.26
988,0.4,lp2,0.26
988,0.4,sl,1
988,0.4,sl2,1
987,0.4,wt,1
987,0.4,wt2,1
987,0.4,l,1
987,0.4,l2,1
987,0.4,fg,0.98
987,0.4,fg2,1
987,0.4,eb,0.78
987,0.4,eb2,0.78
987,0.4,im,0.34
987,0.4,im2,0.34
987,0.4,lp,0.84
987,0.4,lp2,0.34
987,0.4,sl,1
987,0.4,sl2,1
986,0.4,wt,1
986,0.4,wt2,1
986,0.4,l,1
986,0.4,l2,1
986,0.4,fg,0.98
986,0.4,fg2,1
986,0.4,eb,0.68
986,0.4,eb2,0.68
986,0.4,im,0.3
986,0.4,im2,0.3
986,0.4,lp,0.68
986,0.4,lp2,0.3
986,0.4,sl,1
986,0.4,sl2,1
985,0.4,wt,1
985,0.4,wt2,1
985,0.4,l,1
985,0.4,l2,1
985,0.4,fg,0.96
985,0.4,fg2,1
985,0.4,eb,0.44
985,0.4,eb2,0.74
985,0.4,im,0.26
985,0.4,im2,0.26
985,0.4,lp,0.26
985,0.4,lp2,0.26
985,0.4,sl,1
985,0.4,sl2,1
984,0.4,wt,1
984,0.4,wt2,1
984,0.4,l,1
984,0.4,l2,1
984,0.4,fg,0.98
984,0.4,fg2,1
984,0.4,eb,0.48
984,0.4,eb2,0.86
984,0.4,im,0.24
984,0.4,im2,0.24
984,0.4,lp,0.62
984,0.4,lp2,0.24
984,0.4,sl,1
984,0.4,sl2,1
983,0.4,wt,0.98
983,0.4,wt2,0.98
983,0.4,l,0.98
983,0.4,l2,0.98
983,0.4,fg,0.96
983,0.4,fg2,0.96
983,0.4,eb,0.92
983,0.4,eb2,0.92
983,0.4,im,0.32
983,0.4,im2,0.32
983,0.4,lp,0.32
983,0.4,lp2,0.32
983,0.4,sl,1
