run,alpha,method,accuracies
941,0.1,sl2,1
940,0.1,wt,1
940,0.1,wt2,1
940,0.1,l,1
940,0.1,l2,1
940,0.1,fg,1
940,0.1,fg2,1
940,0.1,eb,0.72
940,0.1,eb2,0.72
940,0.1,im,1
940,0.1,im2,1
940,0.1,lp,1
940,0.1,lp2,1
940,0.1,sl,0.98
940,0.1,sl2,1
939,0.1,wt,1
939,0.1,wt2,1
939,0.1,l,1
939,0.1,l2,1
939,0.1,fg,1
939,0.1,fg2,1
939,0.1,eb,0.4
939,0.1,eb2,0.54
939,0.1,im,1
939,0.1,im2,1
939,0.1,lp,1
939,0.1,lp2,1
939,0.1,sl,1
939,0.1,sl2,1
938,0.1,wt,1
938,0.1,wt2,1
938,0.1,l,1
938,0.1,l2,1
938,0.1,fg,1
938,0.1,fg2,1
938,0.1,eb,0.48
938,0.1,eb2,1
938,0.1,im,1
938,0.1,im2,1
938,0.1,lp,1
938,0.1,lp2,1
938,0.1,sl,1
938,0.1,sl2,1
937,0.1,wt,1
937,0.1,wt2,1
937,0.1,l,1
937,0.1,l2,1
937,0.1,fg,1
937,0.1,fg2,1
937,0.1,eb,0.56
937,0.1,eb2,0.72
937,0.1,im,1
937,0.1,im2,1
937,0.1,lp,1
937,0.1,lp2,1
937,0.1,sl,1
937,0.1,sl2,1
936,0.1,wt,1
936,0.1,wt2,1
936,0.1,l,1
936,0.1,l2,1
936,0.1,fg,1
936,0.1,fg2,1
936,0.1,eb,0.3
936,0.1,eb2,0.76
936,0.1,im,1
936,0.1,im2,1
936,0.1,lp,1
936,0.1,lp2,1
936,0.1,sl,1
936,0.1,sl2,1
935,0.1,wt,1
935,0.1,wt2,1
935,0.1,l,1
935,0.1,l2,1
935,0.1,fg,1
935,0.1,fg2,1
935,0.1,eb,0.58
935,0.1,eb2,0.58
935,0.1,im,1
935,0.1,im2,1
935,0.1,lp,1
935,0.1,lp2,1
935,0.1,sl,1
935,0.1,sl2,1
934,0.1,wt,1
934,0.1,wt2,1
934,0.1,l,1
934,0.1,l2,1
934,0.1,fg,1
