run,alpha,method,accuracies
1000,0.4,wt,1
1000,0.4,wt2,1
1000,0.4,l,1
1000,0.4,l2,1
1000,0.4,fg,0.86
1000,0.4,fg2,0.96
1000,0.4,eb,0.84
1000,0.4,eb2,0.84
1000,0.4,im,0.38
1000,0.4,im2,0.38
1000,0.4,lp,0.38
1000,0.4,lp2,0.38
1000,0.4,sl,1
1000,0.4,sl2,1
999,0.4,wt,1
999,0.4,wt2,1
999,0.4,l,1
999,0.4,l2,1
999,0.4,fg,1
999,0.4,fg2,1
999,0.4,eb,0.8
999,0.4,eb2,0.8
999,0.4,im,0.32
999,0.4,im2,0.32
999,0.4,lp,0.32
999,0.4,lp2,0.32
999,0.4,sl,0.98
999,0.4,sl2,0.98
998,0.4,wt,0.76
998,0.4,wt2,0.76
998,0.4,l,1
998,0.4,l2,1
998,0.4,fg,0.96
998,0.4,fg2,0.96
998,0.4,eb,0.64
998,0.4,eb2,0.72
998,0.4,im,0.28
998,0.4,im2,0.28
998,0.4,lp,0.28
998,0.4,lp2,0.4
998,0.4,sl,0.98
998,0.4,sl2,1
997,0.4,wt,1
997,0.4,wt2,1
997,0.4,l,1
997,0.4,l2,1
997,0.4,fg,1
997,0.4,fg2,1
997,0.4,eb,0.94
997,0.4,eb2,0.94
997,0.4,im,0.24
997,0.4,im2,0.24
997,0.4,lp,0.24
997,0.4,lp2,0.84
997,0.4,sl,1
997,0.4,sl2,1
996,0.4,wt,1
996,0.4,wt2,1
996,0.4,l,1
996,0.4,l2,1
996,0.4,fg,1
996,0.4,fg2,1
996,0.4,eb,0.74
996,0.4,eb2,0.94
996,0.4,im,0.28
996,0.4,im2,0.28
996,0.4,lp,0.28
996,0.4,lp2,0.28
996,0.4,sl,1
996,0.4,sl2,1
995,0.4,wt,1
995,0.4,wt2,1
995,0.4,l,1
995,0.4,l2,1
995,0.4,fg,1
995,0.4,fg2,1
995,0.4,eb,0.3
995,0.4,eb2,0.7
995,0.4,im,0.24
995,0.4,im2,0.24
995,0.4,lp,1
995,0.4,lp2,0.8
995,0.4,sl,1
995,0.4,sl2,1
994,0.4,wt,1
994,0.4,wt2,1
994,0.4,l,1
994,0.4,l2,1
994,0.4,fg,0.98
994,0.4,fg2,1
994,0.4,eb,0.48
994,0.4,eb2,0.86
994,0.4,im,0.26
994,0.4,im2,0.26
994,0.4,lp,0.84
994,0.4,lp2,0.26
994,0.4,sl,1
994,0.4,sl2,1
993,0.4,wt,1
993,0.4,wt2,1
993,0.4,l,1
993,0.4,l2,1
993,0.4,fg,1
993,0.4,fg2,1
993,0.4,eb,0.86
993,0.4,eb2,0.86
993,0.4,im,0.26
993,0.4,im2,0.26
993,0.4,lp,0.26
993,0.4,lp2,0.26
993,0.4,sl,1
993,0.4,sl2,1
992,0.4,wt,1
992,0.4,wt2,1
992,0.4,l,1
992,0.4,l2,1
992,0.4,fg,0.96
992,0.4,fg2,0.98
992,0.4,eb,0.82
992,0.4,eb2,0.82
992,0.4,im,0.3
992,0.4,im2,0.3
992,0.4,lp,1
992,0.4,lp2,0.3
992,0.4,sl,1
992,0.4,sl2,1
991,0.4,wt,1
991,0.4,wt2,1
991,0.4,l,1
991,0.4,l2,1
991,0.4,fg,0.98
991,0.4,fg2,1
991,0.4,eb,0.56
991,0.4,eb2,0.68
991,0.4,im,0.26
991,0.4,im2,0.26
991,0.4,lp,0.26
991,0.4,lp2,0.26
991,0.4,sl,1
991,0.4,sl2,1
990,0.4,wt,1
990,0.4,wt2,1
990,0.4,l,1
990,0.4,l2,1
990,0.4,fg,0.98
990,0.4,fg2,0.98
990,0.4,eb,0.84
990,0.4,eb2,0.84
990,0.4,im,0.32
990,0.4,im2,0.32
990,0.4,lp,1
990,0.4,lp2,0.32
990,0.4,sl,1
990,0.4,sl2,1
989,0.4,wt,1
989,0.4,wt2,1
989,0.4,l,1
989,0.4,l2,1
989,0.4,fg,1
989,0.4,fg2,1
989,0.4,eb,0.66
989,0.4,eb2,0.7
989,0.4,im,0.22
989,0.4,im2,0.22
989,0.4,lp,0.22
989,0.4,lp2,0.84
989,0.4,sl,0.98
989,0.4,sl2,1
988,0.4,wt,1
988,0.4,wt2,1
988,0.4,l,1
988,0.4,l2,1
988,0.4,fg,1
988,0.4,fg2,1
988,0.4,eb,0.66
988,0.4,eb2,0.68
988,0.4,im,0.26
988,0.4,im2,0.26
988,0.4,lp,1
988,0.4,lp2,0.26
988,0.4,sl,1
988,0.4,sl2,1
987,0.4,wt,1
987,0.4,wt2,1
987,0.4,l,1
987,0.4,l2,1
987,0.4,fg,0.94
987,0.4,fg2,0.98
987,0.4,eb,0.82
987,0.4,eb2,0.82
987,0.4,im,0.28
987,0.4,im2,0.28
987,0.4,lp,0.28
987,0.4,lp2,0.64
987,0.4,sl,1
987,0.4,sl2,1
986,0.4,wt,1
986,0.4,wt2,1
986,0.4,l,1
986,0.4,l2,1
986,0.4,fg,1
986,0.4,fg2,1
986,0.4,eb,0.82
986,0.4,eb2,0.82
986,0.4,im,0.24
986,0.4,im2,0.24
986,0.4,lp,0.24
986,0.4,lp2,0.24
986,0.4,sl,1
986,0.4,sl2,1
985,0.4,wt,1
985,0.4,wt2,1
985,0.4,l,1
985,0.4,l2,1
985,0.4,fg,1
985,0.4,fg2,1
985,0.4,eb,0.58
985,0.4,eb2,0.64
985,0.4,im,0.28
985,0.4,im2,0.28
985,0.4,lp,1
985,0.4,lp2,0.44
985,0.4,sl,1
985,0.4,sl2,1
984,0.4,wt,1
984,0.4,wt2,1
984,0.4,l,1
984,0.4,l2,1
984,0.4,fg,1
984,0.4,fg2,1
984,0.4,eb,0.36
984,0.4,eb2,0.82
984,0.4,im,0.22
984,0.4,im2,0.22
984,0.4,lp,0.22
984,0.4,lp2,1
984,0.4,sl,1
984,0.4,sl2,1
983,0.4,wt,1
983,0.4,wt2,1
983,0.4,l,1
983,0.4,l2,1
983,0.4,fg,0.98
983,0.4,fg2,0.98
983,0.4,eb,0.84
983,0.4,eb2,0.84
983,0.4,im,0.28
983,0.4,im2,0.28
983,0.4,lp,0.28
983,0.4,lp2,0.28
983,0.4,sl,1
983,0.4,sl2,1
982,0.4,wt,1
982,0.4,wt2,1
982,0.4,l,1
982,0.4,l2,1
982,0.4,fg,1
982,0.4,fg2,1
982,0.4,eb,0.82
982,0.4,eb2,0.98
982,0.4,im,0.36
982,0.4,im2,0.36
982,0.4,lp,0.36
982,0.4,lp2,0.36
982,0.4,sl,1
982,0.4,sl2,1
981,0.4,wt,1
981,0.4,wt2,1
981,0.4,l,1
981,0.4,l2,1
981,0.4,fg,0.98
981,0.4,fg2,1
981,0.4,eb,0.82
981,0.4,eb2,0.82
981,0.4,im,0.32
981,0.4,im2,0.32
981,0.4,lp,0.32
981,0.4,lp2,1
981,0.4,sl,1
981,0.4,sl2,1
980,0.4,wt,1
980,0.4,wt2,1
980,0.4,l,1
980,0.4,l2,1
980,0.4,fg,1
980,0.4,fg2,1
980,0.4,eb,0.52
980,0.4,eb2,0.52
980,0.4,im,0.3
980,0.4,im2,0.3
980,0.4,lp,0.3
980,0.4,lp2,0.3
980,0.4,sl,1
980,0.4,sl2,1
979,0.4,wt,1
979,0.4,wt2,1
979,0.4,l,1
979,0.4,l2,1
979,0.4,fg,1
979,0.4,fg2,1
979,0.4,eb,0.24
979,0.4,eb2,1
979,0.4,im,0.24
979,0.4,im2,0.24
979,0.4,lp,0.24
979,0.4,lp2,0.44
979,0.4,sl,1
979,0.4,sl2,1
978,0.4,wt,0.98
978,0.4,wt2,1
978,0.4,l,1
978,0.4,l2,1
978,0.4,fg,0.94
978,0.4,fg2,0.98
978,0.4,eb,0.76
978,0.4,eb2,0.76
978,0.4,im,0.32
978,0.4,im2,0.32
978,0.4,lp,0.32
978,0.4,lp2,0.32
978,0.4,sl,1
978,0.4,sl2,1
977,0.4,wt,1
977,0.4,wt2,1
977,0.4,l,1
977,0.4,l2,1
977,0.4,fg,1
977,0.4,fg2,1
977,0.4,eb,0.8
977,0.4,eb2,0.8
977,0.4,im,0.34
977,0.4,im2,0.34
977,0.4,lp,0.56
977,0.4,lp2,0.34
977,0.4,sl,1
977,0.4,sl2,1
976,0.4,wt,1
976,0.4,wt2,1
976,0.4,l,1
976,0.4,l2,1
976,0.4,fg,1
976,0.4,fg2,1
976,0.4,eb,0.28
976,0.4,eb2,0.84
976,0.4,im,0.28
976,0.4,im2,0.28
976,0.4,lp,0.84
976,0.4,lp2,0.28
976,0.4,sl,1
976,0.4,sl2,1
975,0.4,wt,1
975,0.4,wt2,1
975,0.4,l,1
975,0.4,l2,1
975,0.4,fg,0.98
975,0.4,fg2,1
975,0.4,eb,0.8
975,0.4,eb2,0.86
975,0.4,im,0.28
975,0.4,im2,0.28
975,0.4,lp,1
975,0.4,lp2,0.28
975,0.4,sl,1
975,0.4,sl2,1
974,0.4,wt,1
974,0.4,wt2,1
974,0.4,l,1
974,0.4,l2,1
974,0.4,fg,1
974,0.4,fg2,1
974,0.4,eb,1
974,0.4,eb2,1
974,0.4,im,0.28
974,0.4,im2,0.28
974,0.4,lp,0.28
974,0.4,lp2,0.28
974,0.4,sl,1
974,0.4,sl2,1
973,0.4,wt,1
973,0.4,wt2,1
973,0.4,l,1
973,0.4,l2,1
973,0.4,fg,1
973,0.4,fg2,1
973,0.4,eb,0.28
973,0.4,eb2,0.72
973,0.4,im,0.28
973,0.4,im2,0.28
973,0.4,lp,1
973,0.4,lp2,0.62
973,0.4,sl,1
973,0.4,sl2,1
972,0.4,wt,1
972,0.4,wt2,1
972,0.4,l,1
972,0.4,l2,1
972,0.4,fg,0.98
972,0.4,fg2,0.98
972,0.4,eb,0.62
972,0.4,eb2,0.76
972,0.4,im,0.22
972,0.4,im2,0.22
972,0.4,lp,0.22
972,0.4,lp2,0.22
972,0.4,sl,0.98
972,0.4,sl2,1
971,0.4,wt,0.98
971,0.4,wt2,0.98
971,0.4,l,1
971,0.4,l2,1
971,0.4,fg,1
971,0.4,fg2,1
971,0.4,eb,0.76
971,0.4,eb2,0.76
971,0.4,im,0.3
971,0.4,im2,0.3
971,0.4,lp,1
971,0.4,lp2,0.3
971,0.4,sl,1
971,0.4,sl2,1
970,0.4,wt,1
970,0.4,wt2,1
970,0.4,l,1
970,0.4,l2,1
970,0.4,fg,1
970,0.4,fg2,1
970,0.4,eb,0.56
970,0.4,eb2,0.76
970,0.4,im,0.28
970,0.4,im2,0.28
970,0.4,lp,0.28
970,0.4,lp2,0.28
970,0.4,sl,1
970,0.4,sl2,1
969,0.4,wt,1
969,0.4,wt2,1
969,0.4,l,1
969,0.4,l2,1
969,0.4,fg,1
969,0.4,fg2,1
969,0.4,eb,0.58
969,0.4,eb2,0.86
969,0.4,im,0.3
969,0.4,im2,0.3
969,0.4,lp,0.3
969,0.4,lp2,0.64
969,0.4,sl,1
969,0.4,sl2,1
968,0.4,wt,0.98
968,0.4,wt2,0.98
968,0.4,l,1
968,0.4,l2,1
968,0.4,fg,1
968,0.4,fg2,1
968,0.4,eb,0.92
968,0.4,eb2,0.92
968,0.4,im,0.38
968,0.4,im2,0.38
968,0.4,lp,0.38
968,0.4,lp2,0.38
968,0.4,sl,1
968,0.4,sl2,1
967,0.4,wt,1
967,0.4,wt2,1
967,0.4,l,1
967,0.4,l2,1
967,0.4,fg,1
967,0.4,fg2,1
967,0.4,eb,0.54
967,0.4,eb2,0.84
967,0.4,im,0.26
967,0.4,im2,0.26
967,0.4,lp,0.26
967,0.4,lp2,0.26
967,0.4,sl,1
967,0.4,sl2,1
966,0.4,wt,1
966,0.4,wt2,1
966,0.4,l,1
966,0.4,l2,1
966,0.4,fg,1
966,0.4,fg2,1
966,0.4,eb,0.24
966,0.4,eb2,0.76
966,0.4,im,0.24
966,0.4,im2,0.24
966,0.4,lp,0.84
966,0.4,lp2,0.84
966,0.4,sl,1
966,0.4,sl2,1
965,0.4,wt,1
965,0.4,wt2,1
965,0.4,l,1
965,0.4,l2,1
965,0.4,fg,1
965,0.4,fg2,1
965,0.4,eb,0.24
965,0.4,eb2,1
965,0.4,im,0.24
965,0.4,im2,0.24
965,0.4,lp,0.24
965,0.4,lp2,0.8
965,0.4,sl,1
965,0.4,sl2,1
964,0.4,wt,1
964,0.4,wt2,1
964,0.4,l,1
964,0.4,l2,1
964,0.4,fg,1
964,0.4,fg2,1
964,0.4,eb,0.56
964,0.4,eb2,0.82
964,0.4,im,0.28
964,0.4,im2,0.28
964,0.4,lp,0.28
964,0.4,lp2,0.28
964,0.4,sl,1
964,0.4,sl2,0.98
963,0.4,wt,1
963,0.4,wt2,1
963,0.4,l,1
963,0.4,l2,1
963,0.4,fg,0.96
963,0.4,fg2,1
963,0.4,eb,0.92
963,0.4,eb2,0.92
963,0.4,im,0.28
963,0.4,im2,0.28
963,0.4,lp,0.28
963,0.4,lp2,0.36
963,0.4,sl,1
963,0.4,sl2,1
962,0.4,wt,0.76
962,0.4,wt2,0.76
962,0.4,l,1
962,0.4,l2,1
962,0.4,fg,0.94
962,0.4,fg2,0.96
962,0.4,eb,0.66
962,0.4,eb2,0.74
962,0.4,im,0.24
962,0.4,im2,0.24
962,0.4,lp,0.64
962,0.4,lp2,0.64
962,0.4,sl,1
962,0.4,sl2,0.98
961,0.4,wt,1
961,0.4,wt2,1
961,0.4,l,1
961,0.4,l2,1
961,0.4,fg,1
961,0.4,fg2,1
961,0.4,eb,0.76
961,0.4,eb2,0.76
961,0.4,im,0.28
961,0.4,im2,0.28
961,0.4,lp,0.28
