run,alpha,method,accuracies
1000,0.7,wt,0.94
1000,0.7,wt2,0.44
1000,0.7,l,0.84
1000,0.7,l2,0.96
1000,0.7,fg,0.52
1000,0.7,fg2,0.92
1000,0.7,eb,0.3
1000,0.7,eb2,1
1000,0.7,im,0.3
1000,0.7,im2,0.3
1000,0.7,lp,0.3
1000,0.7,lp2,1
1000,0.7,sl,0.84
1000,0.7,sl2,0.84
999,0.7,wt,0.64
999,0.7,wt2,0.46
999,0.7,l,0.92
999,0.7,l2,0.92
999,0.7,fg,0.74
999,0.7,fg2,0.86
999,0.7,eb,0.64
999,0.7,eb2,0.94
999,0.7,im,0.26
999,0.7,im2,0.26
999,0.7,lp,0.26
999,0.7,lp2,1
999,0.7,sl,0.8
999,0.7,sl2,0.86
998,0.7,wt,0.74
998,0.7,wt2,0.62
998,0.7,l,0.6
998,0.7,l2,0.88
998,0.7,fg,0.6
998,0.7,fg2,0.74
998,0.7,eb,0.26
998,0.7,eb2,0.76
998,0.7,im,0.26
998,0.7,im2,0.26
998,0.7,lp,0.26
998,0.7,lp2,1
998,0.7,sl,0.6
998,0.7,sl2,0.6
997,0.7,wt,0.4
997,0.7,wt2,0.38
997,0.7,l,0.78
997,0.7,l2,0.96
997,0.7,fg,0.58
997,0.7,fg2,0.96
997,0.7,eb,0.22
997,0.7,eb2,0.94
997,0.7,im,0.22
997,0.7,im2,0.22
997,0.7,lp,0.22
997,0.7,lp2,1
997,0.7,sl,0.96
997,0.7,sl2,0.78
996,0.7,wt,0.6
996,0.7,wt2,0.5
996,0.7,l,0.66
996,0.7,l2,0.88
996,0.7,fg,0.62
996,0.7,fg2,0.66
996,0.7,eb,0.32
996,0.7,eb2,0.9
996,0.7,im,0.32
996,0.7,im2,0.32
996,0.7,lp,0.32
996,0.7,lp2,1
996,0.7,sl,0.66
996,0.7,sl2,0.66
995,0.7,wt,0.92
995,0.7,wt2,0.42
995,0.7,l,0.84
995,0.7,l2,0.96
995,0.7,fg,0.84
