run,alpha,method,accuracies,c_count
24,0,fg2,1,5
24,0,eb,1,5
24,0,eb2,1,5
24,0,im,1,5
24,0,im2,1,5
24,0,lp,1,5
24,0,lp2,1,5
24,0,sl,NaN,NaN
24,0,sl2,NaN,NaN
23,0,wt,1,5
23,0,wt2,1,5
23,0,l,1,5
23,0,l2,1,5
23,0,fg,1,5
23,0,fg2,1,5
23,0,eb,1,5
23,0,eb2,1,5
23,0,im,1,5
23,0,im2,1,5
23,0,lp,1,5
23,0,lp2,1,5
23,0,sl,NaN,NaN
23,0,sl2,NaN,NaN
22,0,wt,1,5
22,0,wt2,1,5
22,0,l,1,5
22,0,l2,1,5
22,0,fg,1,5
22,0,fg2,1,5
22,0,eb,1,5
22,0,eb2,1,5
22,0,im,1,5
22,0,im2,1,5
22,0,lp,1,5
22,0,lp2,1,5
22,0,sl,NaN,NaN
22,0,sl2,NaN,NaN
21,0,wt,1,5
21,0,wt2,1,5
21,0,l,1,5
21,0,l2,1,5
21,0,fg,1,5
21,0,fg2,1,5
21,0,eb,1,5
21,0,eb2,1,5
21,0,im,1,5
21,0,im2,1,5
21,0,lp,1,5
21,0,lp2,1,5
21,0,sl,NaN,NaN
21,0,sl2,NaN,NaN
20,0,wt,1,5
20,0,wt2,1,5
20,0,l,1,5
20,0,l2,1,5
20,0,fg,1,5
20,0,fg2,1,5
20,0,eb,1,5
20,0,eb2,1,5
20,0,im,1,5
20,0,im2,1,5
20,0,lp,1,5
20,0,lp2,1,5
20,0,sl,NaN,NaN
20,0,sl2,NaN,NaN
19,0,wt,1,5
19,0,wt2,1,5
19,0,l,1,5
19,0,l2,1,5
19,0,fg,1,5
19,0,fg2,1,5
19,0,eb,1,5
19,0,eb2,1,5
19,0,im,1,5
19,0,im2,1,5
19,0,lp,1,5
19,0,lp2,1,5
19,0,sl,NaN,NaN
19,0,sl2,NaN,NaN
18,0,wt,1,5
18,0,wt2,1,5
18,0,l,1,5
18,0,l2,1,5
18,0,fg,1,5
18,0,fg2,1,5
18,0,eb,1,5
18,0,eb2,1,5
18,0,im,1,5
18,0,im2,1,5
18,0,lp,1,5
18,0,lp2,1,5
18,0,sl,NaN,NaN
18,0,sl2,NaN,NaN
17,0,wt,1,5
17,0,wt2,1,5
17,0,l,1,5
17,0,l2,1,5
17,0,fg,1,5
17,0,fg2,1,5
17,0,eb,1,5
17,0,eb2,1,5
17,0,im,1,5
17,0,im2,1,5
17,0,lp,1,5
17,0,lp2,1,5
17,0,sl,NaN,NaN
17,0,sl2,NaN,NaN
16,0,wt,1,5
16,0,wt2,1,5
16,0,l,1,5
