run,alpha,method,accuracies
1000,0.6,wt,0.96
1000,0.6,wt2,0.64
1000,0.6,l,1
1000,0.6,l2,1
1000,0.6,fg,0.96
1000,0.6,fg2,0.98
1000,0.6,eb,0.26
1000,0.6,eb2,0.86
1000,0.6,im,0.26
1000,0.6,im2,0.26
1000,0.6,lp,0.26
1000,0.6,lp2,0.26
1000,0.6,sl,1
1000,0.6,sl2,1
999,0.6,wt,1
999,0.6,wt2,0.82
999,0.6,l,1
999,0.6,l2,1
999,0.6,fg,0.98
999,0.6,fg2,0.98
999,0.6,eb,0.24
999,0.6,eb2,0.88
999,0.6,im,0.24
999,0.6,im2,0.24
999,0.6,lp,0.24
999,0.6,lp2,1
999,0.6,sl,1
999,0.6,sl2,1
998,0.6,wt,0.88
998,0.6,wt2,0.76
998,0.6,l,0.98
998,0.6,l2,0.98
998,0.6,fg,0.74
998,0.6,fg2,0.9
998,0.6,eb,0.28
998,0.6,eb2,0.98
998,0.6,im,0.28
998,0.6,im2,0.28
998,0.6,lp,0.28
998,0.6,lp2,0.28
998,0.6,sl,0.98
998,0.6,sl2,0.98
997,0.6,wt,0.98
997,0.6,wt2,0.82
997,0.6,l,0.98
997,0.6,l2,0.98
997,0.6,fg,0.94
997,0.6,fg2,1
997,0.6,eb,0.74
997,0.6,eb2,0.78
997,0.6,im,0.24
997,0.6,im2,0.24
997,0.6,lp,0.24
997,0.6,lp2,1
997,0.6,sl,0.98
997,0.6,sl2,1
996,0.6,wt,0.98
996,0.6,wt2,0.98
996,0.6,l,1
996,0.6,l2,1
996,0.6,fg,0.92
996,0.6,fg2,0.92
996,0.6,eb,0.32
996,0.6,eb2,0.92
996,0.6,im,0.32
996,0.6,im2,0.32
996,0.6,lp,0.32
996,0.6,lp2,0.32
996,0.6,sl,1
996,0.6,sl2,1
995,0.6,wt,0.98
995,0.6,wt2,0.98
995,0.6,l,0.96
995,0.6,l2,0.96
995,0.6,fg,0.86
995,0.6,fg2,0.92
995,0.6,eb,0.4
995,0.6,eb2,0.72
995,0.6,im,0.4
995,0.6,im2,0.4
995,0.6,lp,0.4
995,0.6,lp2,1
995,0.6,sl,0.96
995,0.6,sl2,0.96
994,0.6,wt,0.98
994,0.6,wt2,0.98
994,0.6,l,1
994,0.6,l2,1
994,0.6,fg,0.94
994,0.6,fg2,0.96
994,0.6,eb,0.26
994,0.6,eb2,0.74
994,0.6,im,0.26
994,0.6,im2,0.26
994,0.6,lp,0.26
994,0.6,lp2,0.26
994,0.6,sl,1
994,0.6,sl2,1
993,0.6,wt,0.66
993,0.6,wt2,0.66
993,0.6,l,0.84
993,0.6,l2,0.84
993,0.6,fg,0.6
993,0.6,fg2,0.84
993,0.6,eb,0.7
993,0.6,eb2,0.7
993,0.6,im,0.44
993,0.6,im2,0.44
993,0.6,lp,0.44
993,0.6,lp2,0.44
993,0.6,sl,0.84
993,0.6,sl2,0.84
992,0.6,wt,0.84
992,0.6,wt2,0.82
992,0.6,l,1
992,0.6,l2,1
992,0.6,fg,0.8
992,0.6,fg2,0.98
992,0.6,eb,0.62
992,0.6,eb2,0.8
992,0.6,im,0.26
992,0.6,im2,0.26
992,0.6,lp,0.26
992,0.6,lp2,0.26
992,0.6,sl,1
992,0.6,sl2,1
991,0.6,wt,1
991,0.6,wt2,1
991,0.6,l,1
991,0.6,l2,1
991,0.6,fg,0.78
991,0.6,fg2,1
991,0.6,eb,0.24
991,0.6,eb2,0.88
991,0.6,im,0.24
991,0.6,im2,0.24
991,0.6,lp,0.24
991,0.6,lp2,1
991,0.6,sl,1
991,0.6,sl2,1
990,0.6,wt,0.86
990,0.6,wt2,0.74
990,0.6,l,1
990,0.6,l2,1
990,0.6,fg,0.84
990,0.6,fg2,0.92
990,0.6,eb,0.24
990,0.6,eb2,1
990,0.6,im,0.24
990,0.6,im2,0.24
990,0.6,lp,0.24
990,0.6,lp2,0.24
990,0.6,sl,1
990,0.6,sl2,0.98
989,0.6,wt,0.98
989,0.6,wt2,0.8
989,0.6,l,1
989,0.6,l2,1
989,0.6,fg,0.94
989,0.6,fg2,0.98
989,0.6,eb,0.36
989,0.6,eb2,0.94
989,0.6,im,0.26
989,0.6,im2,0.26
989,0.6,lp,0.26
989,0.6,lp2,1
989,0.6,sl,1
989,0.6,sl2,1
988,0.6,wt,0.96
988,0.6,wt2,0.98
988,0.6,l,0.96
988,0.6,l2,1
988,0.6,fg,0.92
988,0.6,fg2,0.94
988,0.6,eb,0.24
988,0.6,eb2,0.84
988,0.6,im,0.24
988,0.6,im2,0.24
988,0.6,lp,0.24
988,0.6,lp2,0.24
988,0.6,sl,0.94
988,0.6,sl2,0.98
987,0.6,wt,0.76
987,0.6,wt2,0.76
987,0.6,l,0.98
987,0.6,l2,0.98
987,0.6,fg,0.7
987,0.6,fg2,0.96
987,0.6,eb,0.28
987,0.6,eb2,0.84
987,0.6,im,0.28
987,0.6,im2,0.28
987,0.6,lp,0.28
987,0.6,lp2,0.28
987,0.6,sl,0.98
987,0.6,sl2,0.92
986,0.6,wt,0.96
986,0.6,wt2,0.82
986,0.6,l,0.98
986,0.6,l2,0.98
986,0.6,fg,0.76
986,0.6,fg2,0.94
986,0.6,eb,0.26
986,0.6,eb2,0.78
986,0.6,im,0.26
986,0.6,im2,0.26
986,0.6,lp,0.26
986,0.6,lp2,1
986,0.6,sl,0.98
986,0.6,sl2,0.98
985,0.6,wt,1
985,0.6,wt2,1
985,0.6,l,0.98
985,0.6,l2,0.98
985,0.6,fg,0.9
985,0.6,fg2,0.96
985,0.6,eb,0.34
985,0.6,eb2,0.78
985,0.6,im,0.34
985,0.6,im2,0.34
985,0.6,lp,0.34
985,0.6,lp2,0.34
985,0.6,sl,0.98
985,0.6,sl2,0.96
984,0.6,wt,1
984,0.6,wt2,1
984,0.6,l,1
984,0.6,l2,1
984,0.6,fg,0.82
984,0.6,fg2,0.96
984,0.6,eb,0.78
984,0.6,eb2,0.82
984,0.6,im,0.3
984,0.6,im2,0.3
984,0.6,lp,0.3
984,0.6,lp2,0.3
984,0.6,sl,1
984,0.6,sl2,0.98
983,0.6,wt,0.72
983,0.6,wt2,0.68
983,0.6,l,0.76
983,0.6,l2,0.74
983,0.6,fg,0.74
983,0.6,fg2,0.74
983,0.6,eb,0.34
983,0.6,eb2,0.84
983,0.6,im,0.34
983,0.6,im2,0.34
983,0.6,lp,0.34
983,0.6,lp2,0.34
983,0.6,sl,0.74
983,0.6,sl2,0.76
982,0.6,wt,0.52
982,0.6,wt2,0.52
982,0.6,l,0.92
982,0.6,l2,0.92
982,0.6,fg,0.82
982,0.6,fg2,0.84
982,0.6,eb,0.3
982,0.6,eb2,0.9
982,0.6,im,0.3
982,0.6,im2,0.3
982,0.6,lp,0.3
982,0.6,lp2,0.3
982,0.6,sl,0.9
982,0.6,sl2,0.92
981,0.6,wt,1
981,0.6,wt2,0.88
981,0.6,l,1
981,0.6,l2,1
981,0.6,fg,1
981,0.6,fg2,1
981,0.6,eb,0.3
981,0.6,eb2,0.82
981,0.6,im,0.28
981,0.6,im2,0.28
981,0.6,lp,0.28
981,0.6,lp2,1
981,0.6,sl,1
981,0.6,sl2,1
980,0.6,wt,1
980,0.6,wt2,1
980,0.6,l,1
980,0.6,l2,0.98
980,0.6,fg,0.88
980,0.6,fg2,0.96
980,0.6,eb,0.58
980,0.6,eb2,0.9
980,0.6,im,0.32
980,0.6,im2,0.32
980,0.6,lp,0.32
980,0.6,lp2,0.32
980,0.6,sl,0.98
980,0.6,sl2,0.98
979,0.6,wt,0.84
979,0.6,wt2,0.8
979,0.6,l,1
979,0.6,l2,1
979,0.6,fg,0.64
979,0.6,fg2,0.98
979,0.6,eb,0.22
979,0.6,eb2,0.88
979,0.6,im,0.22
979,0.6,im2,0.22
979,0.6,lp,0.22
979,0.6,lp2,0.22
979,0.6,sl,1
979,0.6,sl2,1
978,0.6,wt,0.78
978,0.6,wt2,0.64
978,0.6,l,1
978,0.6,l2,1
978,0.6,fg,0.74
978,0.6,fg2,0.86
978,0.6,eb,0.3
978,0.6,eb2,0.94
978,0.6,im,0.3
978,0.6,im2,0.3
978,0.6,lp,0.3
978,0.6,lp2,0.3
978,0.6,sl,1
978,0.6,sl2,1
977,0.6,wt,0.78
977,0.6,wt2,0.78
977,0.6,l,0.98
977,0.6,l2,0.98
977,0.6,fg,0.76
977,0.6,fg2,0.92
977,0.6,eb,0.46
977,0.6,eb2,0.82
977,0.6,im,0.24
977,0.6,im2,0.24
977,0.6,lp,0.24
977,0.6,lp2,0.24
977,0.6,sl,0.98
977,0.6,sl2,0.98
976,0.6,wt,0.8
976,0.6,wt2,0.8
976,0.6,l,0.74
976,0.6,l2,0.98
976,0.6,fg,0.78
976,0.6,fg2,0.86
976,0.6,eb,0.44
976,0.6,eb2,0.92
976,0.6,im,0.28
976,0.6,im2,0.28
976,0.6,lp,0.28
976,0.6,lp2,1
