alpha,n_comm
0.8600000000000001,50
0.8590000000000001,1
0.8580000000000001,1
0.8570000000000001,50
0.8560000000000001,50
0.8550000000000001,50
0.8540000000000001,1
0.8530000000000001,2
0.8520000000000001,2
0.8510000000000001,3
