run,alpha,method,accuracies
1000,0.5,wt,1
1000,0.5,wt2,1
1000,0.5,l,1
1000,0.5,l2,1
1000,0.5,fg,0.96
1000,0.5,fg2,0.98
1000,0.5,eb,0.8
1000,0.5,eb2,0.8
1000,0.5,im,0.26
1000,0.5,im2,0.26
1000,0.5,lp,0.26
1000,0.5,lp2,0.26
1000,0.5,sl,1
1000,0.5,sl2,0.98
999,0.5,wt,1
999,0.5,wt2,1
999,0.5,l,1
999,0.5,l2,1
999,0.5,fg,0.88
999,0.5,fg2,0.98
999,0.5,eb,0.34
999,0.5,eb2,0.96
999,0.5,im,0.26
999,0.5,im2,0.26
999,0.5,lp,0.26
999,0.5,lp2,0.26
999,0.5,sl,1
999,0.5,sl2,1
998,0.5,wt,1
998,0.5,wt2,1
998,0.5,l,1
998,0.5,l2,1
998,0.5,fg,0.96
998,0.5,fg2,1
998,0.5,eb,0.22
998,0.5,eb2,0.8
998,0.5,im,0.22
998,0.5,im2,0.22
998,0.5,lp,0.22
998,0.5,lp2,0.22
998,0.5,sl,1
998,0.5,sl2,1
997,0.5,wt,1
997,0.5,wt2,1
997,0.5,l,0.98
997,0.5,l2,0.98
997,0.5,fg,0.92
997,0.5,fg2,0.94
997,0.5,eb,0.58
997,0.5,eb2,0.84
997,0.5,im,0.24
997,0.5,im2,0.24
997,0.5,lp,0.98
997,0.5,lp2,0.24
997,0.5,sl,0.98
997,0.5,sl2,1
996,0.5,wt,1
996,0.5,wt2,1
996,0.5,l,1
996,0.5,l2,1
996,0.5,fg,1
996,0.5,fg2,1
996,0.5,eb,0.9
996,0.5,eb2,0.94
996,0.5,im,0.28
996,0.5,im2,0.28
996,0.5,lp,0.28
996,0.5,lp2,0.28
996,0.5,sl,1
996,0.5,sl2,1
995,0.5,wt,0.8
995,0.5,wt2,1
995,0.5,l,1
995,0.5,l2,1
995,0.5,fg,0.78
995,0.5,fg2,0.94
995,0.5,eb,0.86
995,0.5,eb2,0.9
995,0.5,im,0.3
995,0.5,im2,0.3
995,0.5,lp,0.3
995,0.5,lp2,0.3
995,0.5,sl,1
995,0.5,sl2,1
994,0.5,wt,0.98
994,0.5,wt2,1
994,0.5,l,1
994,0.5,l2,1
994,0.5,fg,1
994,0.5,fg2,1
994,0.5,eb,0.22
994,0.5,eb2,0.84
994,0.5,im,0.22
994,0.5,im2,0.22
994,0.5,lp,0.22
994,0.5,lp2,0.22
994,0.5,sl,1
994,0.5,sl2,1
993,0.5,wt,1
993,0.5,wt2,1
993,0.5,l,1
993,0.5,l2,1
993,0.5,fg,1
993,0.5,fg2,1
993,0.5,eb,0.26
993,0.5,eb2,1
993,0.5,im,0.26
993,0.5,im2,0.26
993,0.5,lp,0.26
993,0.5,lp2,0.26
993,0.5,sl,1
993,0.5,sl2,1
992,0.5,wt,1
992,0.5,wt2,1
992,0.5,l,1
992,0.5,l2,1
992,0.5,fg,1
992,0.5,fg2,1
992,0.5,eb,0.74
992,0.5,eb2,0.74
992,0.5,im,0.26
992,0.5,im2,0.26
992,0.5,lp,0.26
992,0.5,lp2,0.26
992,0.5,sl,1
992,0.5,sl2,1
