run,alpha,method,accuracies
1000,0.3,wt,1
1000,0.3,wt2,1
1000,0.3,l,1
1000,0.3,l2,1
1000,0.3,fg,0.98
1000,0.3,fg2,1
1000,0.3,eb,0.62
1000,0.3,eb2,0.74
1000,0.3,im,0.3
1000,0.3,im2,0.3
1000,0.3,lp,0.72
1000,0.3,lp2,0.72
1000,0.3,sl,1
1000,0.3,sl2,1
999,0.3,wt,1
999,0.3,wt2,1
999,0.3,l,1
999,0.3,l2,1
999,0.3,fg,1
999,0.3,fg2,1
999,0.3,eb,0.36
999,0.3,eb2,1
999,0.3,im,1
999,0.3,im2,1
999,0.3,lp,1
999,0.3,lp2,1
999,0.3,sl,1
999,0.3,sl2,1
998,0.3,wt,1
998,0.3,wt2,1
998,0.3,l,1
998,0.3,l2,1
998,0.3,fg,0.98
998,0.3,fg2,1
998,0.3,eb,0.5
998,0.3,eb2,0.54
998,0.3,im,0.28
998,0.3,im2,0.28
998,0.3,lp,0.82
998,0.3,lp2,0.28
998,0.3,sl,1
998,0.3,sl2,1
997,0.3,wt,1
997,0.3,wt2,1
997,0.3,l,1
997,0.3,l2,1
997,0.3,fg,1
997,0.3,fg2,1
997,0.3,eb,0.58
997,0.3,eb2,0.58
997,0.3,im,1
997,0.3,im2,1
997,0.3,lp,0.8
997,0.3,lp2,0.64
997,0.3,sl,1
997,0.3,sl2,1
996,0.3,wt,1
996,0.3,wt2,1
996,0.3,l,1
996,0.3,l2,1
996,0.3,fg,1
996,0.3,fg2,1
996,0.3,eb,0.66
996,0.3,eb2,0.72
996,0.3,im,1
996,0.3,im2,1
996,0.3,lp,0.82
996,0.3,lp2,1
996,0.3,sl,1
996,0.3,sl2,1
995,0.3,wt,1
995,0.3,wt2,1
995,0.3,l,1
995,0.3,l2,1
995,0.3,fg,1
995,0.3,fg2,1
995,0.3,eb,0.68
995,0.3,eb2,0.68
995,0.3,im,1
995,0.3,im2,1
995,0.3,lp,1
995,0.3,lp2,0.76
995,0.3,sl,1
995,0.3,sl2,1
994,0.3,wt,1
994,0.3,wt2,1
994,0.3,l,1
994,0.3,l2,1
994,0.3,fg,0.74
994,0.3,fg2,0.98
994,0.3,eb,0.6
994,0.3,eb2,0.94
994,0.3,im,0.3
994,0.3,im2,0.3
994,0.3,lp,1
994,0.3,lp2,0.58
994,0.3,sl,1
994,0.3,sl2,1
993,0.3,wt,1
993,0.3,wt2,1
993,0.3,l,1
993,0.3,l2,1
993,0.3,fg,1
993,0.3,fg2,1
993,0.3,eb,0.8
993,0.3,eb2,0.8
993,0.3,im,0.86
993,0.3,im2,0.86
993,0.3,lp,1
993,0.3,lp2,1
993,0.3,sl,1
993,0.3,sl2,1
992,0.3,wt,1
992,0.3,wt2,1
992,0.3,l,1
992,0.3,l2,1
992,0.3,fg,1
992,0.3,fg2,1
992,0.3,eb,0.54
992,0.3,eb2,1
992,0.3,im,1
992,0.3,im2,1
992,0.3,lp,1
992,0.3,lp2,1
992,0.3,sl,1
992,0.3,sl2,1
991,0.3,wt,1
991,0.3,wt2,1
991,0.3,l,1
991,0.3,l2,1
991,0.3,fg,1
991,0.3,fg2,1
991,0.3,eb,0.76
991,0.3,eb2,0.78
991,0.3,im,1
991,0.3,im2,1
991,0.3,lp,1
991,0.3,lp2,0.54
991,0.3,sl,1
991,0.3,sl2,1
990,0.3,wt,1
990,0.3,wt2,1
990,0.3,l,1
990,0.3,l2,1
990,0.3,fg,1
990,0.3,fg2,1
990,0.3,eb,0.66
990,0.3,eb2,0.66
990,0.3,im,1
990,0.3,im2,1
990,0.3,lp,1
990,0.3,lp2,1
990,0.3,sl,1
990,0.3,sl2,1
989,0.3,wt,1
989,0.3,wt2,1
989,0.3,l,1
989,0.3,l2,1
989,0.3,fg,1
989,0.3,fg2,1
989,0.3,eb,0.24
989,0.3,eb2,0.78
989,0.3,im,1
989,0.3,im2,1
989,0.3,lp,0.82
989,0.3,lp2,1
989,0.3,sl,1
989,0.3,sl2,1
988,0.3,wt,1
988,0.3,wt2,1
988,0.3,l,1
988,0.3,l2,1
988,0.3,fg,0.98
988,0.3,fg2,1
988,0.3,eb,0.62
988,0.3,eb2,0.8
988,0.3,im,1
988,0.3,im2,1
988,0.3,lp,1
988,0.3,lp2,1
988,0.3,sl,1
988,0.3,sl2,1
987,0.3,wt,1
987,0.3,wt2,1
987,0.3,l,1
987,0.3,l2,1
987,0.3,fg,1
987,0.3,fg2,1
987,0.3,eb,0.34
987,0.3,eb2,0.66
987,0.3,im,1
987,0.3,im2,1
987,0.3,lp,1
987,0.3,lp2,1
987,0.3,sl,1
987,0.3,sl2,1
986,0.3,wt,1
986,0.3,wt2,1
986,0.3,l,1
986,0.3,l2,1
986,0.3,fg,1
986,0.3,fg2,1
986,0.3,eb,0.7
986,0.3,eb2,0.7
986,0.3,im,1
986,0.3,im2,1
986,0.3,lp,0.64
986,0.3,lp2,0.8
986,0.3,sl,1
986,0.3,sl2,1
985,0.3,wt,1
985,0.3,wt2,1
985,0.3,l,1
985,0.3,l2,1
985,0.3,fg,1
985,0.3,fg2,1
985,0.3,eb,0.6
985,0.3,eb2,0.72
985,0.3,im,1
985,0.3,im2,1
985,0.3,lp,0.84
985,0.3,lp2,1
985,0.3,sl,1
985,0.3,sl2,1
984,0.3,wt,1
984,0.3,wt2,1
984,0.3,l,1
984,0.3,l2,1
984,0.3,fg,0.96
984,0.3,fg2,0.98
984,0.3,eb,0.4
984,0.3,eb2,0.9
984,0.3,im,1
984,0.3,im2,0.28
