run,alpha,method,NMI_scores
100,0.4,wt,1
100,0.4,wt2,1
100,0.4,l,1
100,0.4,l2,1
100,0.4,fg,1
100,0.4,fg2,1
100,0.4,eb,0
100,0.4,eb2,0.4061475195372378
100,0.4,im,0
100,0.4,im2,0
100,0.4,lp,1
100,0.4,lp2,0
100,0.4,le,0.8568866008902795
100,0.4,le2,0.9022539108864148
100,0.4,sl,1
100,0.4,sl2,1
99,0.4,wt,1
99,0.4,wt2,1
99,0.4,l,1
99,0.4,l2,1
99,0.4,fg,1
99,0.4,fg2,1
99,0.4,eb,0.35966018807719546
99,0.4,eb2,0.35966018807719546
99,0.4,im,0
99,0.4,im2,0
99,0.4,lp,1
99,0.4,lp2,0
99,0.4,le,0.8279174644611668
99,0.4,le2,0.8143267771234798
99,0.4,sl,1
99,0.4,sl2,1
98,0.4,wt,1
98,0.4,wt2,1
98,0.4,l,1
98,0.4,l2,1
98,0.4,fg,0.9562783742992998
98,0.4,fg2,1
98,0.4,eb,0.4590091468323311
98,0.4,eb2,0.4590091468323311
98,0.4,im,0
98,0.4,im2,0
98,0.4,lp,0
98,0.4,lp2,0
98,0.4,le,0.7355249660109201
98,0.4,le2,0.7355249660109201
98,0.4,sl,1
98,0.4,sl2,1
97,0.4,wt,1
97,0.4,wt2,1
97,0.4,l,1
97,0.4,l2,1
97,0.4,fg,1
97,0.4,fg2,1
97,0.4,eb,0.2380700573183872
97,0.4,eb2,0.40795753456526096
97,0.4,im,0
97,0.4,im2,0
97,0.4,lp,1
97,0.4,lp2,0
97,0.4,le,0.8327085418708912
97,0.4,le2,0.7757759695075642
97,0.4,sl,0.9633516905073151
97,0.4,sl2,1
96,0.4,wt,1
96,0.4,wt2,1
96,0.4,l,1
96,0.4,l2,1
96,0.4,fg,0.8186074473085426
96,0.4,fg2,1
96,0.4,eb,0.40969944785873974
96,0.4,eb2,0.40969944785873974
96,0.4,im,0
96,0.4,im2,0
96,0.4,lp,1
96,0.4,lp2,0
96,0.4,le,0.8160932453021826
96,0.4,le2,0.7844386263491027
96,0.4,sl,1
96,0.4,sl2,1
95,0.4,wt,1
95,0.4,wt2,1
95,0.4,l,0.9569579334326515
95,0.4,l2,0.9569579334326515
95,0.4,fg,0.9152783202157371
95,0.4,fg2,0.9152783202157371
95,0.4,eb,0
95,0.4,eb2,0.3971888134488713
95,0.4,im,0
95,0.4,im2,0
95,0.4,lp,0
95,0.4,lp2,0.8310426898300315
95,0.4,le,0.7251807053156153
95,0.4,le2,0.7324103199413331
95,0.4,sl,0.9184706236476591
95,0.4,sl2,0.9184706236476591
94,0.4,wt,1
94,0.4,wt2,1
94,0.4,l,1
94,0.4,l2,1
94,0.4,fg,0.9557837958048232
94,0.4,fg2,1
94,0.4,eb,0
94,0.4,eb2,0.4364815173992289
94,0.4,im,0
94,0.4,im2,0
94,0.4,lp,0.8020790216990289
94,0.4,lp2,0
94,0.4,le,0.7284546187671241
94,0.4,le2,0.7738274597723152
94,0.4,sl,1
94,0.4,sl2,1
93,0.4,wt,1
93,0.4,wt2,1
93,0.4,l,1
93,0.4,l2,1
93,0.4,fg,1
93,0.4,fg2,1
93,0.4,eb,0.17255612260678443
93,0.4,eb2,0.38150474879274204
93,0.4,im,0
93,0.4,im2,0
93,0.4,lp,0
93,0.4,lp2,0
93,0.4,le,0.9015535347558851
93,0.4,le2,0.8977421870852371
93,0.4,sl,1
93,0.4,sl2,1
92,0.4,wt,1
92,0.4,wt2,1
92,0.4,l,1
92,0.4,l2,1
92,0.4,fg,1
92,0.4,fg2,1
92,0.4,eb,0.12201315069240223
92,0.4,eb2,0.35440108633952816
92,0.4,im,0
92,0.4,im2,0
92,0.4,lp,1
92,0.4,lp2,0
92,0.4,le,0.8785257098193909
92,0.4,le2,0.9171550691940401
92,0.4,sl,1
92,0.4,sl2,1
91,0.4,wt,1
91,0.4,wt2,1
91,0.4,l,1
91,0.4,l2,1
91,0.4,fg,1
91,0.4,fg2,1
91,0.4,eb,0.3554625471264042
91,0.4,eb2,0.3768412651370871
91,0.4,im,0
91,0.4,im2,0
91,0.4,lp,1
91,0.4,lp2,0
91,0.4,le,0.8755006340568483
91,0.4,le2,0.8755006340568483
91,0.4,sl,1
91,0.4,sl2,0.9584465678248575
90,0.4,wt,1
90,0.4,wt2,1
90,0.4,l,0.9509163276444003
90,0.4,l2,0.9509163276444003
90,0.4,fg,0.9509163276444003
90,0.4,fg2,0.9509163276444003
90,0.4,eb,0.3392301640188556
90,0.4,eb2,0.34237616724264547
90,0.4,im,0
90,0.4,im2,0
90,0.4,lp,0
90,0.4,lp2,0
90,0.4,le,0.7541351978688865
90,0.4,le2,0.8790225018912691
90,0.4,sl,0.9509163276444003
90,0.4,sl2,0.9509163276444003
89,0.4,wt,1
89,0.4,wt2,1
89,0.4,l,1
89,0.4,l2,1
89,0.4,fg,1
89,0.4,fg2,1
89,0.4,eb,0.1673807203168475
89,0.4,eb2,0.3480804855601299
89,0.4,im,0
89,0.4,im2,0
89,0.4,lp,0
89,0.4,lp2,0
89,0.4,le,0.5533235598766211
89,0.4,le2,0.7929760948786366
89,0.4,sl,1
89,0.4,sl2,0.9596183576122932
88,0.4,wt,1
88,0.4,wt2,1
88,0.4,l,1
88,0.4,l2,1
88,0.4,fg,1
88,0.4,fg2,1
88,0.4,eb,0.4861101544125098
88,0.4,eb2,0.4939654000931557
88,0.4,im,0
88,0.4,im2,0
88,0.4,lp,0
88,0.4,lp2,0
88,0.4,le,0.8016410429810352
88,0.4,le2,0.8633926454291205
88,0.4,sl,0.9478916936402639
88,0.4,sl2,0.9501728867134982
87,0.4,wt,1
87,0.4,wt2,1
87,0.4,l,1
87,0.4,l2,1
87,0.4,fg,1
87,0.4,fg2,1
87,0.4,eb,0.3853319003120633
87,0.4,eb2,0.35714612288408837
87,0.4,im,0
87,0.4,im2,0
87,0.4,lp,1
