run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,SNMI_scores
100,0.30000000000000004,wt,1,1,1,1,1,1,1
100,0.30000000000000004,wt2,1,1,1,1,1,1,1
100,0.30000000000000004,l,1,1,1,1,1,1,1
100,0.30000000000000004,l2,1,1,1,1,1,1,1
100,0.30000000000000004,fg,1,1,1,1,1,1,1
100,0.30000000000000004,fg2,1,1,1,1,1,1,1
100,0.30000000000000004,eb,0.30555067375803563,0.5413802426127715,0.4067174669099191,0.390631856015979,0.2427237406656767,0.30555067375803563,1.694327356746237e-5
100,0.30000000000000004,eb2,0.30555067375803563,0.5413802426127715,0.4067174669099191,0.390631856015979,0.2427237406656767,0.30555067375803563,1.694327356746237e-5
100,0.30000000000000004,im,1,1,1,1,1,1,1
100,0.30000000000000004,im2,1,1,1,1,1,1,1
100,0.30000000000000004,lp,1,1,1,1,1,1,1
100,0.30000000000000004,lp2,0.8203489847898797,1,0.9057311879304365,0.9013095748610769,0.8203489847898797,0.8203489847898797,0.6716449421037761
100,0.30000000000000004,le,0.8718929331368422,1,0.9337520726278696,0.9315628236020523,0.8718929331368422,0.8718929331368422,0.47850498713365
100,0.30000000000000004,le2,0.8576943083174546,1,0.9261178695595148,0.9233966045729913,0.8576943083174546,0.8576943083174546,0.4707126166162366
100,0.30000000000000004,sl,1,1,1,1,1,1,1
100,0.30000000000000004,sl2,1,1,1,1,1,1,1
99,0.30000000000000004,wt,1,1,1,1,1,1,1
99,0.30000000000000004,wt2,1,1,1,1,1,1,1
99,0.30000000000000004,l,1,1,1,1,1,1,1
99,0.30000000000000004,l2,1,1,1,1,1,1,1
99,0.30000000000000004,fg,1,1,1,1,1,1,1
99,0.30000000000000004,fg2,1,1,1,1,1,1,1
99,0.30000000000000004,eb,0.3021088695246399,0.45485597880986917,0.3706966759424383,0.36307108806206506,0.2218001560203557,0.3021088695246399,8.297527953519057e-5
99,0.30000000000000004,eb2,0.32712038921861464,0.8688134437644622,0.5331102999216915,0.4752881539837121,0.3117232644486418,0.32712038921861464,2.467619031455462e-8
99,0.30000000000000004,im,1,1,1,1,1,1,1
99,0.30000000000000004,im2,1,1,1,1,1,1,1
99,0.30000000000000004,lp,1,1,1,1,1,1,1
99,0.30000000000000004,lp2,0.7963250091125521,1,0.8923704438811003,0.8866157349843553,0.7963250091125521,0.7963250091125521,0.6519757744055505
99,0.30000000000000004,le,0.8703339397105766,1,0.9329168986091829,0.9306722411776966,0.8703339397105766,0.8703339397105766,0.47764939340072127
99,0.30000000000000004,le2,0.9029134020642776,1,0.9502175551231821,0.948980023037095,0.9029134020642776,0.9029134020642776,0.7392429696362885
99,0.30000000000000004,sl,1,1,1,1,1,1,1
99,0.30000000000000004,sl2,1,1,1,1,1,1,1
98,0.30000000000000004,wt,1,1,1,1,1,1,1
98,0.30000000000000004,wt2,1,1,1,1,1,1,1
98,0.30000000000000004,l,1,1,1,1,1,1,1
98,0.30000000000000004,l2,1,1,1,1,1,1,1
98,0.30000000000000004,fg,1,1,1,1,1,1,1
98,0.30000000000000004,fg2,1,1,1,1,1,1,1
98,0.30000000000000004,eb,0.30869254921697414,0.42356859043752604,0.36159710722073035,0.35711977836784503,0.21737420273588579,0.30869254921697414,1.8868917304900183e-4
98,0.30000000000000004,eb2,0.3202551551410198,0.7162278578598164,0.4789317944501239,0.44260380702453583,0.28419474056818167,0.3202551551410198,5.92664573635751e-7
98,0.30000000000000004,im,1,1,1,1,1,1,1
98,0.30000000000000004,im2,1,1,1,1,1,1,1
98,0.30000000000000004,lp,1,1,1,1,1,1,1
98,0.30000000000000004,lp2,1,1,1,1,1,1,1
