run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
5,0.2,wt,1,1,1,1,1,1,1
5,0.2,wt2,1,1,1,1,1,1,1
5,0.2,l,1,1,1,1,1,1,1
5,0.2,l2,1,1,1,1,1,1,1
5,0.2,fg,1,1,1,1,1,1,1
5,0.2,fg2,1,1,1,1,1,1,1
5,0.2,eb,0.30327759046200903,0.49879367617137593,0.38893822677507867,0.37720574352923963,0.23244212383989057,0.30327759046200903,1.2340980408667956e-4
5,0.2,eb2,0.3205941027288897,0.7180489041653854,0.4797939600978364,0.4432750090615049,0.2847484376763746,0.3205941027288897,2.2603294069810542e-6
5,0.2,im,1,1,1,1,1,1,1
5,0.2,im2,1,1,1,1,1,1,1
5,0.2,lp,1,1,1,1,1,1,1
5,0.2,lp2,1,1,1,1,1,1,1
5,0.2,le,1,1,1,1,1,1,1
5,0.2,le2,0.9198354795447415,1,0.9590805386122385,0.9582440676248632,0.9198354795447415,0.9198354795447415,0.8187307530779818
5,0.2,sl,1,1,1,1,1,1,1
5,0.2,sl2,1,1,1,1,1,1,1
4,0.2,wt,1,1,1,1,1,1,1
4,0.2,wt2,1,1,1,1,1,1,1
4,0.2,l,1,1,1,1,1,1,1
4,0.2,l2,1,1,1,1,1,1,1
4,0.2,fg,1,1,1,1,1,1,1
4,0.2,fg2,1,1,1,1,1,1,1
4,0.2,eb,0.32611994871839545,0.5203154710425855,0.4119287010318603,0.4009408178634869,0.25073544640654716,0.32611994871839545,1.507330750954765e-4
4,0.2,eb2,0.3317066543837078,0.6493900407096574,0.4641195942792119,0.4391147149331723,0.2813241428657405,0.3317066543837078,1.3674196065680964e-5
4,0.2,im,1,1,1,1,1,1,1
4,0.2,im2,1,1,1,1,1,1,1
4,0.2,lp,1,1,1,1,1,1,1
4,0.2,lp2,1,1,1,1,1,1,1
4,0.2,le,0.930991339363066,1,0.9648789247170165,0.9642625737204515,0.930991339363066,0.930991339363066,0.8187307530779818
4,0.2,le2,1,1,1,1,1,1,1
4,0.2,sl,1,1,1,1,1,1,1
4,0.2,sl2,1,1,1,1,1,1,1
3,0.2,wt,1,1,1,1,1,1,1
3,0.2,wt2,1,1,1,1,1,1,1
3,0.2,l,1,1,1,1,1,1,1
3,0.2,l2,1,1,1,1,1,1,1
3,0.2,fg,1,1,1,1,1,1,1
3,0.2,fg2,1,1,1,1,1,1,1
3,0.2,eb,0.28891676309456504,0.30083976732712014,0.2948179977312675,0.29475774256921294,0.17285388119182044,0.28891676309456504,0.00822974704902003
3,0.2,eb2,0.31545165875264053,0.5063530990321242,0.39966226367299634,0.38872961854050936,0.24125660287281991,0.31545165875264053,1.507330750954765e-4
3,0.2,im,1,1,1,1,1,1,1
3,0.2,im2,1,1,1,1,1,1,1
3,0.2,lp,1,1,1,1,1,1,1
3,0.2,lp2,0.835559518523757,1,0.9140894477696134,0.9104139746944878,0.835559518523757,0.835559518523757,0.8187307530779818
3,0.2,le,1,1,1,1,1,1,1
3,0.2,le2,1,1,1,1,1,1,1
3,0.2,sl,0.9737877933531537,1,0.9868068673013751,0.9867198456008709,0.9737877933531537,0.9737877933531537,0.8187307530779818
3,0.2,sl2,1,1,1,1,1,1,1
2,0.2,wt,1,1,1,1,1,1,1
2,0.2,wt2,1,1,1,1,1,1,1
2,0.2,l,1,1,1,1,1,1,1
2,0.2,l2,1,1,1,1,1,1,1
2,0.2,fg,1,1,1,1,1,1,1
2,0.2,fg2,1,1,1,1,1,1,1
2,0.2,eb,0.35261273784465813,0.8832319409030933,0.5580670504820107,0.5040096675405258,0.3369070351623941,0.35261273784465813,4.563526367903994e-7
2,0.2,eb2,0.3521912383219603,0.8948217696541976,0.5613807862155239,0.5054452281030019,0.3381911707802142,0.3521912383219603,3.73629937988526e-7
2,0.2,im,1,1,1,1,1,1,1
2,0.2,im2,1,1,1,1,1,1,1
2,0.2,lp,1,1,1,1,1,1,1
2,0.2,lp2,1,1,1,1,1,1,1
2,0.2,le,1,1,1,1,1,1,1
2,0.2,le2,1,1,1,1,1,1,1
2,0.2,sl,1,1,1,1,1,1,1
2,0.2,sl2,1,1,1,1,1,1,1
1,0.2,wt,1,1,1,1,1,1,1
1,0.2,wt2,1,1,1,1,1,1,1
1,0.2,l,1,1,1,1,1,1,1
1,0.2,l2,1,1,1,1,1,1,1
1,0.2,fg,1,1,1,1,1,1,1
1,0.2,fg2,1,1,1,1,1,1,1
1,0.2,eb,0.2939727391937433,0.30908586756918377,0.3014346017553186,0.30133992987221325,0.17739860680279845,0.2939727391937433,0.00822974704902003
1,0.2,eb2,0.3379116199717567,0.6192284900114035,0.45743251107941385,0.43722857293296286,0.2797776855656623,0.3379116199717567,3.0432483008403625e-5
1,0.2,im,1,1,1,1,1,1,1
1,0.2,im2,1,1,1,1,1,1,1
1,0.2,lp,1,1,1,1,1,1,1
1,0.2,lp2,0.6426856412627625,1,0.801676768568706,0.7824815961363347,0.6426856412627625,0.6426856412627625,0.6703200460356393
1,0.2,le,0.8889979446428692,1,0.9428668753556195,0.9412375986580988,0.8889979446428692,0.8889979446428692,0.5488116360940264
1,0.2,le2,0.9750027621089818,1,0.9874222815538354,0.9873431883891012,0.9750027621089818,0.9750027621089818,0.8187307530779818
1,0.2,sl,1,1,1,1,1,1,1
1,0.2,sl2,1,1,1,1,1,1,1
