run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
50,0.4,wt,1,1,1,1,1
50,0.4,wt2,1,1,1,1,1
50,0.4,l,1,1,1,1,1
50,0.4,l2,1,1,1,1,1
50,0.4,fg,1,1,1,1,1
50,0.4,fg2,1,1,1,1,1
50,0.4,eb,0.291660420889155,0.3971455139160174,0.34034045857491785,0.3363258702924741,0.2021585022492357
50,0.4,eb2,0.3475171056670926,0.9092906478740487,0.5621334842894034,0.5028518534660693,0.33587314296866944
50,0.4,im,0,NaN,NaN,0,0
50,0.4,im2,0,NaN,NaN,0,0
50,0.4,lp,1,1,1,1,1
50,0.4,lp2,0,NaN,NaN,0,0
50,0.4,le,0.8800816419936046,1,0.938126666284252,0.9362164092622934,0.8800816419936046
50,0.4,le2,0.8997419552214624,1,0.9485472867608986,0.9472254405378703,0.8997419552214624
50,0.4,sl,0.9733864627913016,1,0.9866034982663002,0.9865137732975758,0.9733864627913016
50,0.4,sl2,0.9733864627913016,1,0.9866034982663002,0.9865137732975758,0.9733864627913016
49,0.4,wt,1,1,1,1,1
49,0.4,wt2,1,1,1,1,1
49,0.4,l,1,1,1,1,1
49,0.4,l2,1,1,1,1,1
49,0.4,fg,1,1,1,1,1
49,0.4,fg2,1,1,1,1,1
49,0.4,eb,0.3286387560457163,0.582596225535416,0.4375656508878281,0.42022903577443843,0.2660063042622409
49,0.4,eb2,0.32517952384570264,0.7591217423387848,0.4968408665907488,0.4553178243225366,0.29476472991788377
49,0.4,im,0,NaN,NaN,0,0
49,0.4,im2,0,NaN,NaN,0,0
49,0.4,lp,1,1,1,1,1
49,0.4,lp2,1,1,1,1,1
49,0.4,le,0.8410220077932986,1,0.9170725204656928,0.9136468811704989,0.8410220077932986
49,0.4,le2,0.8443897097955277,1,0.9189068014741908,0.9156304714898222,0.8443897097955277
49,0.4,sl,1,1,1,1,1
49,0.4,sl2,0.9735199942154231,1,0.9866711682295288,0.9865823473477886,0.9735199942154231
48,0.4,wt,1,1,1,1,1
48,0.4,wt2,1,1,1,1,1
48,0.4,l,1,1,1,1,1
48,0.4,l2,1,1,1,1,1
48,0.4,fg,1,1,1,1,1
48,0.4,fg2,1,1,1,1,1
48,0.4,eb,0,NaN,NaN,0,0
48,0.4,eb2,0.342859173298921,1,0.5855417775862974,0.510640549830165,0.342859173298921
48,0.4,im,0,NaN,NaN,0,0
48,0.4,im2,0,NaN,NaN,0,0
48,0.4,lp,0,NaN,NaN,0,0
48,0.4,lp2,0.5492376231683875,1,0.7411056761139989,0.70904245411382,0.5492376231683875
48,0.4,le,0.8464572395138611,1,0.9200311079055213,0.9168446703230648,0.8464572395138611
48,0.4,le2,0.6986214389851639,1,0.8358357727359866,0.8225746160398789,0.6986214389851639
48,0.4,sl,1,1,1,1,1
48,0.4,sl2,1,1,1,1,1
47,0.4,wt,1,1,1,1,1
47,0.4,wt2,1,1,1,1,1
47,0.4,l,1,1,1,1,1
47,0.4,l2,1,1,1,1,1
47,0.4,fg,1,1,1,1,1
47,0.4,fg2,1,1,1,1,1
47,0.4,eb,0.32112422235956956,0.6264768616644432,0.4485274741063895,0.4246025008201869,0.2695208676167408
47,0.4,eb2,0.32112422235956956,0.6264768616644432,0.4485274741063895,0.4246025008201869,0.2695208676167408
47,0.4,im,0,NaN,NaN,0,0
47,0.4,im2,0,NaN,NaN,0,0
47,0.4,lp,1,1,1,1,1
47,0.4,lp2,1,1,1,1,1
47,0.4,le,0.8160084324578661,1,0.903331850682719,0.8986835279761827,0.8160084324578661
47,0.4,le2,1,1,1,1,1
47,0.4,sl,0.9751616808508196,1,0.9875027497940547,0.9874246653375327,0.9751616808508196
47,0.4,sl2,0.9743844415089395,1,0.9871091335353652,0.9870260533093121,0.9743844415089395
46,0.4,wt,1,1,1,1,1
46,0.4,wt2,1,1,1,1,1
46,0.4,l,1,1,1,1,1
46,0.4,l2,1,1,1,1,1
46,0.4,fg,1,1,1,1,1
46,0.4,fg2,1,1,1,1,1
46,0.4,eb,0.3125976589424378,0.3386737368313205,0.3253745799517197,0.3251136713995503,0.1941108873168833
46,0.4,eb2,0.35913083018486347,0.9744755006158868,0.5915777172367075,0.5248388335422215,0.35578406310849914
46,0.4,im,0,NaN,NaN,0,0
46,0.4,im2,0,NaN,NaN,0,0
46,0.4,lp,0,NaN,NaN,0,0
46,0.4,lp2,0.6062812449348717,1,0.7786406391493265,0.754888033271476,0.6062812449348717
46,0.4,le,0.7875177686943398,1,0.8874219789335509,0.8811300032777497,0.7875177686943398
46,0.4,le2,0.9761326492417532,1,0.9879942556724474,0.9879221919806828,0.9761326492417532
46,0.4,sl,0.975522426896097,1,0.9876853886213449,0.9876095696152831,0.975522426896097
46,0.4,sl2,1,1,1,1,1
45,0.4,wt,1,1,1,1,1
45,0.4,wt2,1,1,1,1,1
45,0.4,l,1,1,1,1,1
45,0.4,l2,1,1,1,1,1
45,0.4,fg,1,1,1,1,1
45,0.4,fg2,1,1,1,1,1
45,0.4,eb,0.3386951072727064,0.5820671738281737,0.44400822501351744,0.42821759302291634,0.2724407596891747
45,0.4,eb2,0.3541280576030022,0.7081378928829272,0.5007709022314634,0.4721444689194818,0.30902428882498817
45,0.4,im,0,NaN,NaN,0,0
45,0.4,im2,0,NaN,NaN,0,0
45,0.4,lp,0,NaN,NaN,0,0
45,0.4,lp2,0,NaN,NaN,0,0
45,0.4,le,0.8726692860582462,1,0.9341676969678657,0.9320057658393222,0.8726692860582462
45,0.4,le2,0.9134776921417099,1,0.9557602691793115,0.9547826932011694,0.9134776921417099
45,0.4,sl,0.9737478756042749,1,0.9867866413791155,0.9866993526781186,0.9737478756042749
45,0.4,sl2,1,1,1,1,1
44,0.4,wt,1,1,1,1,1
44,0.4,wt2,1,1,1,1,1
44,0.4,l,1,1,1,1,1
44,0.4,l2,1,1,1,1,1
44,0.4,fg,1,1,1,1,1
44,0.4,fg2,1,1,1,1,1
44,0.4,eb,0,NaN,NaN,0,0
44,0.4,eb2,0.31878044825137103,0.6558279408916147,0.45723639944037986,0.4290238567657772,0.2730938077025989
44,0.4,im,0,NaN,NaN,0,0
44,0.4,im2,0,NaN,NaN,0,0
44,0.4,lp,0.8142650468209803,1,0.9023663595352945,0.8976252375558516,0.8142650468209803
