run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
50,1,wt,0.34494350160032294,1,0.5873189096226368,0.5129486869744062,0.34494350160032294
50,1,wt2,0,NA,NA,0,0
50,1,l,0.019607372348072024,0.04858821921676647,0.030865633087835548,0.027939850188324847,0.014167848881786392
50,1,l2,0.12116928823812033,0.2061621347285999,0.15805226707237047,0.15263135387558371,0.08262095072133442
50,1,fg,0.002262320254517757,0.006390760011667644,0.003802360558410768,0.0033416876699172114,0.0016736402264128465
50,1,fg2,0.1357551175059173,0.22469564180995974,0.17465275049932247,0.1692524289024849,0.09244989946976673
50,1,eb,0,NA,NA,0,0
50,1,eb2,0.34325358646407916,0.9879791361631165,0.5823464448587907,0.5094937587928318,0.3418259814733753
50,1,im,0,NA,NA,0,0
50,1,im2,0,NA,NA,0,0
50,1,lp,0,NA,NA,0,0
50,1,lp2,0,NA,NA,0,0
50,1,le,0,NA,NA,0,0
50,1,le2,0.15038513762078107,0.28505241560016725,0.20704503555788834,0.1968945784858178,0.1091974857024571
50,1,sl,0.019607372348072024,0.04858821921676647,0.030865633087835548,0.027939850188324847,0.014167848881786392
50,1,sl2,0.019607372348072024,0.04858821921676647,0.030865633087835548,0.027939850188324847,0.014167848881786392
49,1,wt,0.34657024752952725,1,0.5887021721800653,0.5147451433229855,0.34657024752952725
49,1,wt2,0,NA,NA,0,0
49,1,l,0.007091255240059101,0.0180543961610194,0.011314960511770765,0.010182940130748856,0.005117525794767267
49,1,l2,0.15941948934003233,0.269936181771441,0.20744418105215984,0.20045426739561392,0.11139159386936347
49,1,fg,0.02001752303292937,0.053056841609754886,0.032589362512601465,0.029068102177035655,0.01474840516262559
49,1,fg2,0.1422293780720769,0.23564977276753465,0.18307463129432405,0.1773917430960804,0.0973285084296816
49,1,eb,0,NA,NA,0,0
49,1,eb2,0.34657024752952725,1,0.5887021721800653,0.5147451433229855,0.34657024752952725
49,1,im,0,NA,NA,0,0
49,1,im2,0,NA,NA,0,0
49,1,lp,0,NA,NA,0,0
49,1,lp2,0,NA,NA,0,0
49,1,le,0,NA,NA,0,0
49,1,le2,0.1620582640704171,0.28879124943330137,0.21633540755476816,0.20761254990908024,0.11583017382684138
49,1,sl,0.030307899305054387,0.0552116488044491,0.040906589841140144,0.03913372157412783,0.019957363745141902
49,1,sl2,0.0033611447761481444,0.008664887136451959,0.0053966600907041345,0.004843482928743032,0.002427620533677683
48,1,wt,0.3478206136981434,1,0.5897631844207837,0.5161230065235387,0.3478206136981434
48,1,wt2,0,NA,NA,0,0
48,1,l,0.0010382857586422683,0.0024168062986917684,0.0015840882429109166,0.0014525433879552308,7.267995479164629e-4
48,1,l2,0.12057827143091236,0.20331605029259237,0.15657425681906087,0.15137960905266568,0.08188788233320875
48,1,fg,0.003941847494168764,0.010336085017805807,0.006383045576130029,0.005707166747396052,0.002861749614818559
48,1,fg2,0.13270633525199052,0.22053225847340052,0.1710731651278181,0.16570119090441873,0.09033489531954683
48,1,eb,0,NA,NA,0,0
48,1,eb2,0.33822868957479146,0.9372953730194503,0.5630454562119155,0.49708225043768794,0.3307448132690235
48,1,im,0,NA,NA,0,0
48,1,im2,0,NA,NA,0,0
48,1,lp,0,NA,NA,0,0
48,1,lp2,0,NA,NA,0,0
48,1,le,0,NA,NA,0,0
48,1,le2,0.19176603536561387,0.3886646975209757,0.27300675473360186,0.2568185449433671,0.14732748802391515
48,1,sl,0.013501895400889278,0.0354038909347866,0.021863660082108414,0.019548592017516513,0.009870775894184128
48,1,sl2,0.004668648069392217,0.01155016419071277,0.00734327255044604,0.006649519198489722,0.0033358505002171034
47,1,wt,0.3490557028909397,1,0.5908093625620193,0.5174815274757532,0.3490557028909397
47,1,wt2,0,NA,NA,0,0
47,1,l,0.0034731706053494084,0.011156992334143611,0.006224960868877513,0.00529729408747092,0.002655681005379463
47,1,l2,0.1406616756196236,0.23112817277028191,0.1803077260262846,0.17488845489226337,0.0958234335655028
47,1,fg,0.01262208215185697,0.055296052933955474,0.02641876838169822,0.020552723419863573,0.010383061808734925
47,1,fg2,0.09489372900135737,0.1464081735882232,0.11786949371259953,0.11515215917459946,0.06109361014742324
47,1,eb,0,NA,NA,0,0
47,1,eb2,0.35010963791878574,1,0.5917006320081006,0.5186388247083178,0.35010963791878574
47,1,im,0,NA,NA,0,0
47,1,im2,0,NA,NA,0,0
47,1,lp,0,NA,NA,0,0
47,1,lp2,0,NA,NA,0,0
47,1,le,0,NA,NA,0,0
47,1,le2,0.16310112267272694,0.30711925612309904,0.22381129432647098,0.2130554000929016,0.11922887822262546
47,1,sl,0.00210166299666798,0.006007700494093838,0.0035533310883593384,0.003113971112007663,0.001559413540362012
47,1,sl2,0.00210166299666798,0.006007700494093838,0.0035533310883593384,0.003113971112007663,0.001559413540362012
46,1,wt,0.34389318729104285,1,0.5864240677965417,0.511786488008391,0.34389318729104285
46,1,wt2,0,NA,NA,0,0
46,1,l,0.008786363176934165,0.02067549015307765,0.013478218181423921,0.012332039217710242,0.006204275291964107
46,1,l2,0.12899028537007437,0.22547880615112173,0.17054200523723437,0.16410218123967352,0.0893852476770641
46,1,fg,0.012791870543557052,0.030292893615065066,0.019685090132220844,0.01798792594463402,0.009075588479049568
46,1,fg2,0.13010527676344794,0.2232321422153788,0.17042206325892556,0.16439628573372034,0.08955979139507907
46,1,eb,0,NA,NA,0,0
46,1,eb2,0.34389318729104285,1,0.5864240677965417,0.511786488008391,0.34389318729104285
46,1,im,0,NA,NA,0,0
46,1,im2,0,NA,NA,0,0
46,1,lp,0,NA,NA,0,0
46,1,lp2,0.34389318729104285,1,0.5864240677965417,0.511786488008391,0.34389318729104285
46,1,le,0,NA,NA,0,0
46,1,le2,0.15256843232566267,0.2882980221106988,0.20972643437587585,0.19953968751037174,0.11082704024419933
46,1,sl,0.0041565606117545005,0.00978094420506157,0.0063761342072236335,0.005833911874882457,0.0029254894612952753
46,1,sl2,0.01486171624919759,0.026561195580015327,0.01986818944820159,0.019059256557200345,0.009621315842126646
45,1,wt,0.3477583218489841,1,0.5897103711560313,0.5160544234249593,0.3477583218489841
45,1,wt2,0,NA,NA,0,0
45,1,l,0.003091083046212731,0.007995996932672179,0.004971548104579897,0.004458575315272115,0.002234268484793052
45,1,l2,0.1488666792246236,0.2513698554196989,0.19344403747209252,0.1869924027138543,0.10313933763640011
45,1,fg,0.014343333719923768,0.04008441592238191,0.02397799313001298,0.021126875842614527,0.010676215460559383
45,1,fg2,0.1635366973359206,0.27737528063718403,0.21298130743806887,0.20576005907825984,0.11467811767279933
45,1,eb,0,NA,NA,0,0
45,1,eb2,0.3477583218489841,1,0.5897103711560313,0.5160544234249593,0.3477583218489841
45,1,im,0,NA,NA,0,0
45,1,im2,0,NA,NA,0,0
45,1,lp,0,NA,NA,0,0
45,1,lp2,0,NA,NA,0,0
45,1,le,0,NA,NA,0,0
45,1,le2,0.17449223438209313,0.30950300432052674,0.2323916323189356,0.22316695063623154,0.1255981538142489
45,1,sl,0.014554048776263212,0.03636009220134512,0.023004055194852158,0.020787409754808073,0.010502868593935559
45,1,sl2,0.014554048776263212,0.03636009220134512,0.023004055194852158,0.020787409754808073,0.010502868593935559
44,1,wt,0.34441431690080104,1,0.5868682278849324,0.5123633578891945,0.34441431690080104
44,1,wt2,0,NA,NA,0,0
44,1,l,0.02957391633971981,0.04457130810900251,0.03630630988089419,0.0355558472435167,0.018099698682512908
44,1,l2,0.14078500947397823,0.23140255912303576,0.18049379900273416,0.17506233000336038,0.09592784064985778
44,1,fg,0.06375085187846066,0.15344638688995385,0.09890570196862473,0.09007792122382169,0.04716313938919485
44,1,fg2,0.13879424285092284,0.2344872925632711,0.1804036757648858,0.1743750126475959,0.095515242098259
44,1,eb,0,NA,NA,0,0
44,1,eb2,0.3407216556227669,0.9792203213699263,0.577617147526473,0.5055397508862862,0.33827580973538474
44,1,im,0,NA,NA,0,0
44,1,im2,0,NA,NA,0,0
44,1,lp,0,NA,NA,0,0
44,1,lp2,0.34441431690080104,1,0.5868682278849324,0.5123633578891945,0.34441431690080104
44,1,le,0.028332998342106792,0.06513369657386628,0.042958502267218764,0.0394885668890227,0.020141972253822298
44,1,le2,0.19730673876778151,0.39508229315388205,0.27919956806393714,0.26317975049003733,0.1515296419213747
44,1,sl,0.03557971527301119,0.07691945017456946,0.05231416764288381,0.048654087793086075,0.024933604794887314
44,1,sl2,0.02364717651559013,0.05488899440890047,0.03602734710675363,0.03305406220525967,0.016804763959256827
43,1,wt,0.34341568273091805,1,0.5860167938983644,0.5112575164119223,0.34341568273091805
43,1,wt2,0,NA,NA,0,0
43,1,l,0.001570806503586374,0.00380187011470108,0.0024437680540434132,0.0022231013426848357,0.001112787591136407
43,1,l2,0.15367889499890455,0.2686804003495866,0.20320065706977364,0.1955231362885891,0.10835447116037895
43,1,fg,0.01672412659401638,0.04703422886613014,0.02804650419943812,0.024674613770450358,0.012491417334309982
43,1,fg2,0.13231940403539108,0.2209226390642332,0.17097471140173084,0.16550890535224766,0.09022060986566284
43,1,eb,0,NA,NA,0,0
43,1,eb2,0.3296071126132461,0.9314014103843998,0.5540726753420593,0.4869063514827333,0.321795251708227
43,1,im,0,NA,NA,0,0
43,1,im2,0,NA,NA,0,0
43,1,lp,0,NA,NA,0,0
43,1,lp2,0.34341568273091805,1,0.5860167938983644,0.5112575164119223,0.34341568273091805
43,1,le,0.00525086052041824,0.01206758138093642,0.007960225288903153,0.007317654441550751,0.003672263398058047
43,1,le2,0.1775971359062014,0.34683794127854145,0.24818828536954002,0.23490963009315755,0.13308646066974777
43,1,sl,0.001641633402625042,0.003939905293132079,0.002543202731278973,0.0023175975246042713,0.001160143134730755
