run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,SNMI_scores
100,0.5,wt,1,1,1,1,1,1,1
100,0.5,wt2,1,1,1,1,1,1,1
100,0.5,l,1,1,1,1,1,1,1
100,0.5,l2,1,1,1,1,1,1,1
100,0.5,fg,1,1,1,1,1,1,1
100,0.5,fg2,1,1,1,1,1,1,1
100,0.5,eb,0,NaN,NaN,0,0,0,0
100,0.5,eb2,0.35033880405456796,0.921874247087352,0.5683030188317568,0.5077267851063099,0.34023714963112867,0.35033880405456796,3.227881897418069e-8
100,0.5,im,0,NaN,NaN,0,0,0,0
100,0.5,im2,0,NaN,NaN,0,0,0,0
100,0.5,lp,0,NaN,NaN,0,0,0,0
100,0.5,lp2,0,NaN,NaN,0,0,0,0
100,0.5,le,0.8939580644174289,1,0.9454935559893727,0.9440104099584755,0.8939580644174289,0.8939580644174289,0.49061458793237817
100,0.5,le2,0.8466352505282188,1,0.9201278446651958,0.9169490837847311,0.8466352505282188,0.8466352505282188,0.38041774010496887
100,0.5,sl,1,1,1,1,1,1,1
100,0.5,sl2,1,1,1,1,1,1,1
99,0.5,wt,1,1,1,1,1,1,1
99,0.5,wt2,1,1,1,1,1,1,1
99,0.5,l,1,1,1,1,1,1,1
99,0.5,l2,1,1,1,1,1,1,1
99,0.5,fg,1,1,1,1,1,1,1
99,0.5,fg2,1,1,1,1,1,1,1
99,0.5,eb,0.3646913548421847,0.6189002188924712,0.47508689661999726,0.458945695280853,0.2978127985986156,0.3646913548421847,3.6848196348413525e-5
99,0.5,eb2,0.375234737056904,0.69520735486976315,0.510750378369494,0.4873985262202347,0.3222253413533299,0.375234737056904,1.3947594757759622e-5
99,0.5,im,0,NaN,NaN,0,0,0,0
99,0.5,im2,0,NaN,NaN,0,0,0,0
99,0.5,lp,0,NaN,NaN,0,0,0,0
99,0.5,lp2,0,NaN,NaN,0,0,0,0
99,0.5,le,0.8980811070815397,1,0.947671413033832,0.9463042477277648,0.8980811070815397,0.8980811070815397,0.6020017690426356
99,0.5,le2,0.885473354670698,1,0.9409959376483503,0.9392584121936296,0.885473354670698,0.885473354670698,0.7249642665000274
99,0.5,sl,0.948635649076868,1,0.9739792857534846,0.9736408645980253,0.948635649076868,0.948635649076868,0.6358894919602548
99,0.5,sl2,1,1,1,1,1,1,1
98,0.5,wt,1,1,1,1,1,1,1
98,0.5,wt2,1,1,1,1,1,1,1
98,0.5,l,1,1,1,1,1,1,1
98,0.5,l2,1,1,1,1,1,1,1
98,0.5,fg,1,1,1,1,1,1,1
98,0.5,fg2,1,1,1,1,1,1,1
98,0.5,eb,0.15856673795523948,0.2840731520124314,0.21223702093478913,0.20352685818064903,0.11329245811853902,0.15856673795523948,0.01438484992707793
98,0.5,eb2,0.35380130517311104,0.9432054903299315,0.5776740720554921,0.5145807017853687,0.34642117710727083,0.35380130517311104,4.863026281091173e-8
98,0.5,im,0,NaN,NaN,0,0,0,0
98,0.5,im2,0,NaN,NaN,0,0,0,0
98,0.5,lp,0,NaN,NaN,0,0,0,0
98,0.5,lp2,0,NaN,NaN,0,0,0,0
98,0.5,le,0.7652668586141719,1,0.8747953238410525,0.8670268235987243,0.7652668586141719,0.7652668586141719,0.2304939483828221
98,0.5,le2,0.9244210674971988,1,0.961468183299478,0.960726405577603,0.9244210674971988,0.9244210674971988,0.7568519567531334
98,0.5,sl,1,1,1,1,1,1,1
98,0.5,sl2,0.9736823728211593,1,0.986753450878769,0.9866657231471229,0.9736823728211593,0.9736823728211593,0.797183702358624
97,0.5,wt,1,1,1,1,1,1,1
97,0.5,wt2,1,1,1,1,1,1,1
97,0.5,l,1,1,1,1,1,1,1
97,0.5,l2,1,1,1,1,1,1,1
97,0.5,fg,1,1,1,1,1,1,1
97,0.5,fg2,1,1,1,1,1,1,1
97,0.5,eb,0,NaN,NaN,0,0,0,0
97,0.5,eb2,0.36571286702823885,0.9608871509662287,0.592797431565333,0.5297886176749942,0.3603486029588355,0.36571286702823885,5.026751619306042e-8
97,0.5,im,0,NaN,NaN,0,0,0,0
97,0.5,im2,0,NaN,NaN,0,0,0,0
97,0.5,lp,0,NaN,NaN,0,0,0,0
97,0.5,lp2,0,NaN,NaN,0,0,0,0
97,0.5,le,0.9142769041165384,1,0.9561782805086811,0.9552190721733521,0.9142769041165384,0.9142769041165384,0.6128581364567198
97,0.5,le2,0.9221683491357463,1,0.9602959695509224,0.9595084109572147,0.9221683491357463,0.9221683491357463,0.618147930245283
97,0.5,sl,0.9761257205071527,1,0.9879907492012021,0.9879186434116549,0.9761257205071527,0.9761257205071527,0.7991841462496088
97,0.5,sl2,1,1,1,1,1,1,1
96,0.5,wt,1,1,1,1,1,1,1
96,0.5,wt2,1,1,1,1,1,1,1
96,0.5,l,1,1,1,1,1,1,1
96,0.5,l2,1,1,1,1,1,1,1
96,0.5,fg,1,1,1,1,1,1,1
96,0.5,fg2,1,1,1,1,1,1,1
96,0.5,eb,0.4108109976633521,0.9570556962992678,0.6270319014341267,0.5748645056589712,0.40337533374311463,0.4108109976633521,9.285681787296999e-7
96,0.5,eb2,0.4108109976633521,0.9570556962992678,0.6270319014341267,0.5748645056589712,0.40337533374311463,0.4108109976633521,9.285681787296999e-7
96,0.5,im,0,NaN,NaN,0,0,0,0
96,0.5,im2,0,NaN,NaN,0,0,0,0
96,0.5,lp,0,NaN,NaN,0,0,0,0
96,0.5,lp2,0,NaN,NaN,0,0,0,0
96,0.5,le,0.8082674690972075,1,0.8990369675921049,0.8939689320416097,0.8082674690972075,0.8082674690972075,0.2973449848485367
96,0.5,le2,0.7786533913295286,1,0.8824133902709821,0.8755538264231365,0.7786533913295286,0.7786533913295286,0.2864505744685554
96,0.5,sl,0.9746622415480268,1,0.9872498374515069,0.987168560820756,0.9746622415480268,0.9746622415480268,0.7979859510192898
96,0.5,sl2,0.9508364917714851,1,0.9751084512870786,0.9747987550797396,0.9508364917714851,0.9508364917714851,0.6373647609366276
95,0.5,wt,1,1,1,1,1,1,1
95,0.5,wt2,0.8032562602431907,1,0.8962456472659661,0.8908952964176727,0.8032562602431907,0.8032562602431907,0.657650602863511
95,0.5,l,1,1,1,1,1,1,1
95,0.5,l2,1,1,1,1,1,1,1
95,0.5,fg,0.8032562602431907,1,0.8962456472659661,0.8908952964176727,0.8032562602431907,0.8032562602431907,0.657650602863511
95,0.5,fg2,1,1,1,1,1,1,1
95,0.5,eb,0,NaN,NaN,0,0,0,0
95,0.5,eb2,0.31507152970037927,0.6791079899543448,0.46256631224794703,0.43044055725665237,0.2742429152630937,0.31507152970037927,1.2976500442899836e-6
95,0.5,im,0,NaN,NaN,0,0,0,0
95,0.5,im2,0,NaN,NaN,0,0,0,0
95,0.5,lp,0,NaN,NaN,0,0,0,0
95,0.5,lp2,0,NaN,NaN,0,0,0,0
95,0.5,le,0.72019882329143,0.7905700364356669,0.7545645167713827,0.7537454936333279,0.6048086404363712,0.72019882329143,0.3236061912279802
95,0.5,le2,0.8252352277262731,0.9879166350118861,0.9029194921301718,0.8992778001920086,0.8169888827070786,0.8252352277262731,0.4528986954908824
95,0.5,sl,1,1,1,1,1,1,1
95,0.5,sl2,1,1,1,1,1,1,1
94,0.5,wt,1,1,1,1,1,1,1
94,0.5,wt2,1,1,1,1,1,1,1
94,0.5,l,1,1,1,1,1,1,1
94,0.5,l2,1,1,1,1,1,1,1
94,0.5,fg,1,1,1,1,1,1,1
94,0.5,fg2,1,1,1,1,1,1,1
94,0.5,eb,0.33279476644271444,0.55310906601088,0.42903589877822434,0.41555707447530615,0.26227329983356323,0.33279476644271444,7.483466863069794e-5
94,0.5,eb2,0.33403773854410995,0.5755662780079372,0.4384756069475494,0.42273528786033177,0.268017970989069,0.33403773854410995,5.0350535528692474e-5
94,0.5,im,0,NaN,NaN,0,0,0,0
94,0.5,im2,0,NaN,NaN,0,0,0,0
94,0.5,lp,0,NaN,NaN,0,0,0,0
94,0.5,lp2,0,NaN,NaN,0,0,0,0
94,0.5,le,0.7880734197520637,0.9755869125338418,0.8768318621183323,0.8718618889946969,0.7728325818350076,0.7880734197520637,0.4325038628563445
94,0.5,le2,0.7917511378965825,1,0.889803988469698,0.8837735566626231,0.7917511378965825,0.7917511378965825,0.3557567186297029
94,0.5,sl,1,1,1,1,1,1,1
94,0.5,sl2,1,1,1,1,1,1,1
93,0.5,wt,1,1,1,1,1,1,1
93,0.5,wt2,1,1,1,1,1,1,1
93,0.5,l,1,1,1,1,1,1,1
93,0.5,l2,1,1,1,1,1,1,1
93,0.5,fg,1,1,1,1,1,1,1
93,0.5,fg2,1,1,1,1,1,1,1
93,0.5,eb,0,NaN,NaN,0,0,0,0
93,0.5,eb2,0.35078736629735324,0.582876223051824,0.4521787424920569,0.4379856245743147,0.2803979473332014,0.35078736629735324,1.1767605173311114e-4
93,0.5,im,0,NaN,NaN,0,0,0,0
93,0.5,im2,0,NaN,NaN,0,0,0,0
93,0.5,lp,0,NaN,NaN,0,0,0,0
93,0.5,lp2,0,NaN,NaN,0,0,0,0
93,0.5,le,0.8974238089647804,1,0.9473245531309638,0.9459392305764391,0.8974238089647804,0.8974238089647804,0.6015611689387503
93,0.5,le2,0.9189732495097277,1,0.9586309245532024,0.9577759874917623,0.9189732495097277,0.9189732495097277,0.5043432125900776
93,0.5,sl,1,1,1,1,1,1,1
93,0.5,sl2,0.9749799074145283,1,0.9874107085780103,0.9873314698081026,0.9749799074145283,0.9749799074145283,0.7982460338333978
92,0.5,wt,1,1,1,1,1,1,1
92,0.5,wt2,1,1,1,1,1,1,1
92,0.5,l,1,1,1,1,1,1,1
92,0.5,l2,1,1,1,1,1,1,1
92,0.5,fg,1,1,1,1,1,1,1
92,0.5,fg2,1,1,1,1,1,1,1
92,0.5,eb,0,NaN,NaN,0,0,0,0
92,0.5,eb2,0.3834868614827502,0.950081844168305,0.6036090660119732,0.5464193978576785,0.37591269245912656,0.3834868614827502,1.1730952080953552e-7
92,0.5,im,0,NaN,NaN,0,0,0,0
92,0.5,im2,0,NaN,NaN,0,0,0,0
92,0.5,lp,0,NaN,NaN,0,0,0,0
92,0.5,lp2,0,NaN,NaN,0,0,0,0
92,0.5,le,0.8709046105547251,1,0.933222701478444,0.9309984118287046,0.8709046105547251,0.8709046105547251,0.39132266650546693
92,0.5,le2,0.9358919027860823,1,0.9674150623109412,0.9668844644054478,0.9358919027860823,0.9358919027860823,0.7662434823676345
92,0.5,sl,0.9755000050161865,1,0.9876740378364648,0.9875980790070346,0.9755000050161865,0.9755000050161865,0.7986718537344775
92,0.5,sl2,1,1,1,1,1,1,1
91,0.5,wt,1,1,1,1,1,1,1
91,0.5,wt2,1,1,1,1,1,1,1
91,0.5,l,1,1,1,1,1,1,1
91,0.5,l2,1,1,1,1,1,1,1
91,0.5,fg,1,1,1,1,1,1,1
91,0.5,fg2,1,1,1,1,1,1,1
91,0.5,eb,0,NaN,NaN,0,0,0,0
91,0.5,eb2,0.44840462446580165,0.9055676158579676,0.6372289280291529,0.5998065464327154,0.4283740542455639,0.44840462446580165,2.4864753619413362e-5
91,0.5,im,0,NaN,NaN,0,0,0,0
91,0.5,im2,0,NaN,NaN,0,0,0,0
91,0.5,lp,0,NaN,NaN,0,0,0,0
91,0.5,lp2,0,NaN,NaN,0,0,0,0
91,0.5,le,1,1,1,1,1,1,1
91,0.5,le2,1,1,1,1,1,1,1
91,0.5,sl,1,1,1,1,1,1,1
91,0.5,sl2,1,1,1,1,1,1,1
90,0.5,wt,1,1,1,1,1,1,1
90,0.5,wt2,1,1,1,1,1,1,1
90,0.5,l,1,1,1,1,1,1,1
90,0.5,l2,1,1,1,1,1,1,1
90,0.5,fg,1,1,1,1,1,1,1
90,0.5,fg2,1,1,1,1,1,1,1
90,0.5,eb,0.35198037784014813,0.5889940988845946,0.4553178729975545,0.44063759559689203,0.28257549005457727,0.35198037784014813,7.914888572837406e-5
90,0.5,eb2,0.3634415208978776,0.9467655262641087,0.5865951779541894,0.5252511861303787,0.35616315211819843,0.3634415208978776,6.10155630826851e-8
90,0.5,im,0,NaN,NaN,0,0,0,0
90,0.5,im2,0,NaN,NaN,0,0,0,0
90,0.5,lp,0,NaN,NaN,0,0,0,0
90,0.5,lp2,0,NaN,NaN,0,0,0,0
90,0.5,le,1,1,1,1,1,1,1
90,0.5,le2,0.8518675677877381,1,0.9229667208451983,0.9200091654560253,0.8518675677877381,0.8518675677877381,0.31338456478982885
90,0.5,sl,1,1,1,1,1,1,1
90,0.5,sl2,1,1,1,1,1,1,1
89,0.5,wt,1,1,1,1,1,1,1
89,0.5,wt2,1,1,1,1,1,1,1
89,0.5,l,1,1,1,1,1,1,1
89,0.5,l2,1,1,1,1,1,1,1
89,0.5,fg,1,1,1,1,1,1,1
89,0.5,fg2,1,1,1,1,1,1,1
89,0.5,eb,0.3147427307357313,0.5129225437810588,0.40179427831362674,0.39010611428592246,0.24231790538970127,0.3147427307357313,3.884233873780313e-5
89,0.5,eb2,0.3614781022250868,0.9446843312341885,0.5843652105116369,0.522879376268567,0.35398556344551846,0.3614781022250868,9.053278252606476e-8
89,0.5,im,0,NaN,NaN,0,0,0,0
89,0.5,im2,0,NaN,NaN,0,0,0,0
89,0.5,lp,0,NaN,NaN,0,0,0,0
89,0.5,lp2,0,NaN,NaN,0,0,0,0
89,0.5,le,0.8807300160486433,1,0.938472171163665,0.9365831443462899,0.8807300160486433,0.8807300160486433,0.48335488106477403
89,0.5,le2,0.7709020938325689,0.9382050648397701,0.8504494393726766,0.8463650102444632,0.7336506067866525,0.7709020938325689,0.7709020938325689
