curr_rho,mxp1,mxp2
1,0.7993939393939394,0.7835643564356436
1,0.8026262626262626,0.7867326732673268
1,0.805050505050505,0.7891089108910891
1,0.8072727272727273,0.7912871287128713
1,0.7973737373737374,0.7815841584158416
1,0.8048484848484848,0.788910891089109
1,0.7985858585858586,0.7827722772277228
1,0.7967676767676768,0.780990099009901
1,0.8048484848484848,0.788910891089109
1,0.7983838383838384,0.7825742574257426
1,0.8058585858585858,0.7899009900990099
1,0.8054545454545454,0.7895049504950495
1,0.805050505050505,0.7891089108910891
1,0.7961616161616162,0.7803960396039604
1,0.7917171717171717,0.7760396039603961
1,0.8054545454545454,0.7895049504950495
1,0.8058585858585858,0.7899009900990099
1,0.7872727272727272,0.7716831683168317
1,0.7963636363636364,0.7805940594059406
1,0.8048484848484848,0.788910891089109
1,0.7882828282828283,0.7726732673267327
1,0.7993939393939394,0.7835643564356436
1,0.8,0.7841584158415842
1,0.8028282828282828,0.786930693069307
1,0.8008080808080809,0.784950495049505
1,0.797979797979798,0.7821782178217822
1,0.7967676767676768,0.780990099009901
1,0.7894949494949495,0.7738613861386139
1,0.7826262626262627,0.7671287128712871
1,0.7797979797979798,0.7643564356435644
1,0.802020202020202,0.7861386138613862
1,0.7931313131313131,0.7774257425742575
1,0.806060606060606,0.7900990099009901
1,0.7973737373737374,0.7815841584158416
1,0.8042424242424242,0.7883168316831684
1,0.805050505050505,0.7891089108910891
1,0.8044444444444444,0.7885148514851485
1,0.8036363636363636,0.7877227722772278
1,0.8016161616161617,0.7857425742574258
1,0.7864646464646464,0.7708910891089109
1,0.8076767676767677,0.7916831683168317
1,0.8006060606060607,0.7847524752475248
1,0.7975757575757576,0.7817821782178218
1,0.7985858585858586,0.7827722772277228
1,0.7975757575757576,0.7817821782178218
1,0.7931313131313131,0.7774257425742575
1,0.7905050505050505,0.7748514851485149
1,0.803030303030303,0.7871287128712872
1,0.8036363636363636,0.7877227722772278
1,0.806060606060606,0.7900990099009901
