run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
100,0.7000000000000001,wt,0.5559618261604153,1,0.7456284772997979,0.7146214216994514,0.5559618261604153,0.5559618261604153,0.6703200460356393
100,0.7000000000000001,wt2,0.30415539189254814,1,0.5515028484899677,0.4664404162009677,0.30415539189254814,0.30415539189254814,0.5488116360940264
100,0.7000000000000001,l,0.8016350099845445,1,0.895340722844965,0.8898972383883919,0.8016350099845445,0.8016350099845445,0.8187307530779818
100,0.7000000000000001,l2,0.7869485696020921,0.9402758422197723,0.8602027255631386,0.856806705604351,0.7494854193116164,0.7869485696020921,1
100,0.7000000000000001,fg,0.8016350099845445,1,0.895340722844965,0.8898972383883919,0.8016350099845445,0.8016350099845445,0.8187307530779818
100,0.7000000000000001,fg2,0.7922975604856115,0.9140599800588151,0.8510038145261899,0.8488344032600129,0.7373695024102936,0.7922975604856115,0.8187307530779818
100,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
100,0.7000000000000001,eb2,0.35136251644752986,1,0.5927583963534636,0.5200122279123056,0.35136251644752986,0.35136251644752986,1.0208960723597638e-8
100,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
100,0.7000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
100,0.7000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
100,0.7000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
100,0.7000000000000001,le,0.6749586977798696,0.7409204717232984,0.7071709247083086,0.7064030992535698,0.5460766787907126,0.6749586977798696,0.5488116360940264
100,0.7000000000000001,le2,0.67053717123297,0.9315004070281648,0.7903199655399233,0.7797640410020569,0.6390272596477149,0.67053717123297,0.16529888822158653
100,0.7000000000000001,sl,0.8117846987135614,0.9419970870217661,0.8744705949756212,0.8720569773238843,0.7731392098644081,0.8117846987135614,0.8187307530779818
100,0.7000000000000001,sl2,0.5801699982295742,1,0.7616889117149955,0.7343133952417751,0.5801699982295742,0.5801699982295742,0.6703200460356393
99,0.7000000000000001,wt,1,1,1,1,1,1,1
99,0.7000000000000001,wt2,0.814216767286795,1,0.9023396075130444,0.8975959014031999,0.814216767286795,0.814216767286795,0.8187307530779818
99,0.7000000000000001,l,1,1,1,1,1,1,1
99,0.7000000000000001,l2,1,1,1,1,1,1,1
99,0.7000000000000001,fg,1,1,1,1,1,1,1
99,0.7000000000000001,fg2,1,1,1,1,1,1,1
99,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
99,0.7000000000000001,eb2,0.3438793347316722,0.9582840964734136,0.5740506054166471,0.5061332390117147,0.3388074841941568,0.3438793347316722,1.860193926691551e-8
99,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
99,0.7000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
99,0.7000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
99,0.7000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
99,0.7000000000000001,le,0.7664410754846989,0.8072476447708531,0.7865797817390572,0.7863152923154848,0.6478744333984633,0.7664410754846989,0.6703200460356393
99,0.7000000000000001,le2,0.8411766110200486,0.9913555466573736,0.9131840444582774,0.9101123770838276,0.8350515759126371,0.8411766110200486,0.5488116360940264
99,0.7000000000000001,sl,1,1,1,1,1,1,1
99,0.7000000000000001,sl2,1,1,1,1,1,1,1
98,0.7000000000000001,wt,0.8052405888570474,1,0.8973519871583544,0.8921144293203265,0.8052405888570474,0.8052405888570474,0.8187307530779818
98,0.7000000000000001,wt2,0.8052405888570474,1,0.8973519871583544,0.8921144293203265,0.8052405888570474,0.8052405888570474,0.8187307530779818
98,0.7000000000000001,l,1,1,1,1,1,1,1
98,0.7000000000000001,l2,1,1,1,1,1,1,1
