run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
50,0.1,wt,1,1,1,1,1
50,0.1,wt2,1,1,1,1,1
50,0.1,l,1,1,1,1,1
50,0.1,l2,1,1,1,1,1
50,0.1,fg,1,1,1,1,1
50,0.1,fg2,1,1,1,1,1
50,0.1,eb,0.3524529161932422,0.8433673150667844,0.5452038789456225,0.4971437375735747,0.3307992587201354
50,0.1,eb2,0.308616082754166,0.3849538561755704,0.3446780398197935,0.3425839110539961,0.20669758990444853
50,0.1,im,1,1,1,1,1
50,0.1,im2,1,1,1,1,1
50,0.1,lp,1,1,1,1,1
50,0.1,lp2,1,1,1,1,1
50,0.1,le,0.8671314391201408,1,0.9311989256437857,0.9288381320693354,0.8671314391201408
50,0.1,le2,0.9380414713544193,1,0.9685254107943783,0.9680303391019386,0.9380414713544193
50,0.1,sl,0.9764220853722017,1,0.9881407214421444,0.9880704052022582,0.9764220853722017
50,0.1,sl2,0.9518629683449208,1,0.9756346490079782,0.9753379041276157,0.9518629683449208
49,0.1,wt,1,1,1,1,1
49,0.1,wt2,1,1,1,1,1
49,0.1,l,1,1,1,1,1
49,0.1,l2,1,1,1,1,1
49,0.1,fg,1,1,1,1,1
49,0.1,fg2,1,1,1,1,1
49,0.1,eb,0.2877210490537855,0.49923651115220063,0.3789998056921178,0.36505361909748996,0.22328170719334292
49,0.1,eb2,0.30044928565306706,0.6754969636713009,0.45050258622549344,0.4159093399587508,0.26255400050646127
49,0.1,im,1,1,1,1,1
49,0.1,im2,1,1,1,1,1
49,0.1,lp,1,1,1,1,1
49,0.1,lp2,1,1,1,1,1
49,0.1,le,1,1,1,1,1
49,0.1,le2,1,1,1,1,1
49,0.1,sl,0.9742290995392472,1,0.9870304450923726,0.9869463475810546,0.9742290995392472
49,0.1,sl2,0.9495008869252489,1,0.974423361237429,0.9740963887662558,0.9495008869252489
48,0.1,wt,1,1,1,1,1
48,0.1,wt2,1,1,1,1,1
48,0.1,l,1,1,1,1,1
48,0.1,l2,1,1,1,1,1
48,0.1,fg,1,1,1,1,1
48,0.1,fg2,1,1,1,1,1
48,0.1,eb,0.29952836958569173,0.44464804941869834,0.3649447975815531,0.357938526082362,0.21798119727417423
48,0.1,eb2,0.31580683396366027,0.7060465273491318,0.4722015654708974,0.43641157699321437,0.2791089845459417
48,0.1,im,1,1,1,1,1
48,0.1,im2,1,1,1,1,1
48,0.1,lp,1,1,1,1,1
48,0.1,lp2,1,1,1,1,1
48,0.1,le,1,1,1,1,1
48,0.1,le2,1,1,1,1,1
48,0.1,sl,1,1,1,1,1
48,0.1,sl2,1,1,1,1,1
47,0.1,wt,1,1,1,1,1
47,0.1,wt2,1,1,1,1,1
47,0.1,l,1,1,1,1,1
47,0.1,l2,1,1,1,1,1
47,0.1,fg,1,1,1,1,1
47,0.1,fg2,1,1,1,1,1
47,0.1,eb,0.3180924311480816,0.7411456350237443,0.4855438362079078,0.44513660225887053,0.2862866300059252
47,0.1,eb2,0.3237085798779153,0.7977441377969453,0.5081698750931436,0.4605394732781787,0.29915640270352806
47,0.1,im,1,1,1,1,1
47,0.1,im2,1,1,1,1,1
47,0.1,lp,1,1,1,1,1
47,0.1,lp2,1,1,1,1,1
47,0.1,le,1,1,1,1,1
47,0.1,le2,1,1,1,1,1
47,0.1,sl,1,1,1,1,1
47,0.1,sl2,1,1,1,1,1
46,0.1,wt,1,1,1,1,1
46,0.1,wt2,1,1,1,1,1
46,0.1,l,1,1,1,1,1
46,0.1,l2,1,1,1,1,1
46,0.1,fg,1,1,1,1,1
46,0.1,fg2,1,1,1,1,1
46,0.1,eb,0.3036769948580475,0.446701177076265,0.36831083483122334,0.36155868101650385,0.22067234073467956
46,0.1,eb2,0.3283240020265601,0.8452003311138118,0.5267822654811573,0.47293361950640883,0.3097007605874627
46,0.1,im,1,1,1,1,1
46,0.1,im2,1,1,1,1,1
46,0.1,lp,1,1,1,1,1
46,0.1,lp2,0.7544183249454671,1,0.8685725789739549,0.8600210271617139,0.7544183249454671
46,0.1,le,1,1,1,1,1
46,0.1,le2,1,1,1,1,1
46,0.1,sl,1,1,1,1,1
46,0.1,sl2,1,1,1,1,1
45,0.1,wt,1,1,1,1,1
45,0.1,wt2,1,1,1,1,1
45,0.1,l,1,1,1,1,1
45,0.1,l2,1,1,1,1,1
45,0.1,fg,1,1,1,1,1
45,0.1,fg2,1,1,1,1,1
