run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
50,0.6,wt,0.3426969855452329,1,0.585403267453499,0.5104606463476536,0.3426969855452329
50,0.6,wt2,0.5846636860077623,1,0.7646330400968573,0.7379025482444208,0.5846636860077623
50,0.6,l,0.5846636860077623,1,0.7646330400968573,0.7379025482444208,0.5846636860077623
50,0.6,l2,0.5846636860077623,1,0.7646330400968573,0.7379025482444208,0.5846636860077623
50,0.6,fg,0.5846636860077623,1,0.7646330400968573,0.7379025482444208,0.5846636860077623
50,0.6,fg2,0.5913236661624234,0.9582299051081865,0.752744326126105,0.7313384074232697,0.57646452899853
50,0.6,eb,0,NA,NA,0,0
50,0.6,eb2,0,NA,NA,0,0
50,0.6,im,0,NA,NA,0,0
50,0.6,im2,0,NA,NA,0,0
50,0.6,lp,0,NA,NA,0,0
50,0.6,lp2,0,NA,NA,0,0
50,0.6,le,0.6182950584266752,0.7839148198869942,0.6961972848004836,0.6913239834631119,0.5282621326648461
50,0.6,le2,0.6200849293116572,0.85150709567148275,0.7266407071089713,0.7175993186479456,0.5595749667657457
50,0.6,sl,0.5846636860077623,1,0.7646330400968573,0.7379025482444208,0.5846636860077623
50,0.6,sl2,0.5913236661624234,0.9582299051081865,0.752744326126105,0.7313384074232697,0.57646452899853
49,0.6,wt,1,1,1,1,1
49,0.6,wt2,1,1,1,1,1
49,0.6,l,1,1,1,1,1
49,0.6,l2,1,1,1,1,1
49,0.6,fg,1,1,1,1,1
49,0.6,fg2,1,1,1,1,1
49,0.6,eb,0,NA,NA,0,0
49,0.6,eb2,0.3266702902969176,0.6260355815063222,0.4522247507013188,0.4293187041238396,0.2733327921144921
49,0.6,im,0,NA,NA,0,0
49,0.6,im2,0,NA,NA,0,0
49,0.6,lp,0,NA,NA,0,0
49,0.6,lp2,0,NA,NA,0,0
49,0.6,le,1,1,1,1,1
49,0.6,le2,0.8271929372070157,1,0.9095014772978742,0.9054248408725073,0.8271929372070157
49,0.6,sl,1,1,1,1,1
49,0.6,sl2,0.9735330087125585,1,0.9866777633617565,0.9865890303478089,0.9735330087125585
48,0.6,wt,1,1,1,1,1
48,0.6,wt2,1,1,1,1,1
48,0.6,l,1,1,1,1,1
48,0.6,l2,1,1,1,1,1
48,0.6,fg,1,1,1,1,1
48,0.6,fg2,1,1,1,1,1
48,0.6,eb,0.41881157725481394,0.91817802155433,0.6201157838725552,0.5752379610886821,0.40374318333764003
48,0.6,eb2,0.41881157725481394,0.91817802155433,0.6201157838725552,0.5752379610886821,0.40374318333764003
48,0.6,im,0,NA,NA,0,0
48,0.6,im2,0,NA,NA,0,0
48,0.6,lp,0,NA,NA,0,0
48,0.6,lp2,0,NA,NA,0,0
48,0.6,le,0.9282715411345931,1,0.963468495143766,0.9628016815395191,0.9282715411345931
48,0.6,le2,0.9072151195676154,1,0.9524784089771355,0.9513505951791008,0.9072151195676154
48,0.6,sl,1,1,1,1,1
48,0.6,sl2,1,1,1,1,1
47,0.6,wt,1,1,1,1,1
47,0.6,wt2,1,1,1,1,1
47,0.6,l,1,1,1,1,1
47,0.6,l2,1,1,1,1,1
47,0.6,fg,1,1,1,1,1
47,0.6,fg2,1,1,1,1,1
47,0.6,eb,0,NA,NA,0,0
47,0.6,eb2,0.34782504330409814,0.9453661355258018,0.573430045452355,0.5085435508847398,0.34097110323698054
47,0.6,im,0,NA,NA,0,0
47,0.6,im2,0,NA,NA,0,0
47,0.6,lp,0,NA,NA,0,0
47,0.6,lp2,0,NA,NA,0,0
47,0.6,le,0.9565104228854627,1,0.9780135085393569,0.9777718653548501,0.9565104228854627
47,0.6,le2,0.8956323114515744,1,0.946378524403198,0.944943073655193,0.8956323114515744
47,0.6,sl,1,1,1,1,1
47,0.6,sl2,1,1,1,1,1
46,0.6,wt,1,1,1,1,1
46,0.6,wt2,0.818287169480955,1,0.9045922669805193,0.9000637338430341,0.818287169480955
46,0.6,l,1,1,1,1,1
46,0.6,l2,1,1,1,1,1
46,0.6,fg,1,1,1,1,1
46,0.6,fg2,1,1,1,1,1
46,0.6,eb,0.44403070296105607,0.9393969035165732,0.6458491057730925,0.6030255077675414,0.4316653676359303
46,0.6,eb2,0.44403070296105607,0.9393969035165732,0.6458491057730925,0.6030255077675414,0.4316653676359303
46,0.6,im,0,NA,NA,0,0
46,0.6,im2,0,NA,NA,0,0
46,0.6,lp,0,NA,NA,0,0
46,0.6,lp2,0,NA,NA,0,0
46,0.6,le,0.9342948702775442,0.9615025381184524,0.9478010809884682,0.9477034678330621,0.9006049519915335
46,0.6,le2,0.8739706348763641,1,0.9348639659738545,0.9327474172870639,0.8739706348763641
46,0.6,sl,0.9757787101718075,1,0.9878151194286344,0.9877408893498573,0.9757787101718075
46,0.6,sl2,1,1,1,1,1
45,0.6,wt,0.8138761974450646,1,0.9021508728838344,0.8973889161690858,0.8138761974450646
45,0.6,wt2,0.8138761974450646,1,0.9021508728838344,0.8973889161690858,0.8138761974450646
45,0.6,l,1,1,1,1,1
45,0.6,l2,1,1,1,1,1
45,0.6,fg,1,1,1,1,1
45,0.6,fg2,1,1,1,1,1
45,0.6,eb,0,NA,NA,0,0
45,0.6,eb2,0.34548065625113933,0.7474965486364832,0.5081787069214863,0.4725544082960928,0.309375607787735
45,0.6,im,0,NA,NA,0,0
45,0.6,im2,0,NA,NA,0,0
45,0.6,lp,0,NA,NA,0,0
45,0.6,lp2,0,NA,NA,0,0
45,0.6,le,0.9254709714880303,1,0.9620140183427839,0.9612930916042984,0.9254709714880303
45,0.6,le2,0.7788654327631754,0.9267517015309927,0.8495968838672526,0.8463972958100623,0.7336991259953783
45,0.6,sl,1,1,1,1,1
45,0.6,sl2,1,1,1,1,1
44,0.6,wt,1,1,1,1,1
44,0.6,wt2,1,1,1,1,1
44,0.6,l,1,1,1,1,1
44,0.6,l2,1,1,1,1,1
44,0.6,fg,1,1,1,1,1
44,0.6,fg2,1,1,1,1,1
44,0.6,eb,0,NA,NA,0,0
44,0.6,eb2,0.339139112528802,0.726049048256052,0.49621732121918,0.4623251345499559,0.30066507877440224
44,0.6,im,0,NA,NA,0,0
44,0.6,im2,0,NA,NA,0,0
44,0.6,lp,0,NA,NA,0,0
44,0.6,lp2,0,NA,NA,0,0
44,0.6,le,0.7771762118098162,1,0.8815759818698649,0.8746191926779914,0.7771762118098162
44,0.6,le2,0.8063717333572399,1,0.8979820339835536,0.8928081839041561,0.8063717333572399
44,0.6,sl,0.973253642921444,1,0.98653618429404,0.986445555453805,0.973253642921444
44,0.6,sl2,0.973253642921444,1,0.98653618429404,0.986445555453805,0.973253642921444
43,0.6,wt,0.8338389003384044,1,0.9131477976419833,0.9093916594140666,0.8338389003384044
43,0.6,wt2,1,1,1,1,1
43,0.6,l,1,1,1,1,1
43,0.6,l2,1,1,1,1,1
43,0.6,fg,1,1,1,1,1
43,0.6,fg2,1,1,1,1,1
43,0.6,eb,0,NA,NA,0,0
43,0.6,eb2,0.4027459843569811,0.8888269394440143,0.5983071791725237,0.554318651394303,0.38343072761429875
43,0.6,im,0,NA,NA,0,0
43,0.6,im2,0,NA,NA,0,0
43,0.6,lp,0,NA,NA,0,0
43,0.6,lp2,0,NA,NA,0,0
43,0.6,le,0.818232257680384,1,0.9045619147854855,0.9000305150500922,0.818232257680384
43,0.6,le2,1,1,1,1,1
43,0.6,sl,0.9731027994048126,0.9768077530962688,0.9749535163372169,0.9749517564270702,0.951127678662965
43,0.6,sl2,1,1,1,1,1
42,0.6,wt,1,1,1,1,1
42,0.6,wt2,1,1,1,1,1
42,0.6,l,1,1,1,1,1
42,0.6,l2,1,1,1,1,1
42,0.6,fg,1,1,1,1,1
42,0.6,fg2,1,1,1,1,1
42,0.6,eb,0,NA,NA,0,0
42,0.6,eb2,0.3760507649724748,0.9754750865012944,0.6056633986715747,0.54283556927956,0.3725286987764143
42,0.6,im,0,NA,NA,0,0
42,0.6,im2,0,NA,NA,0,0
42,0.6,lp,0,NA,NA,0,0
42,0.6,lp2,0,NA,NA,0,0
42,0.6,le,0.6718851350822317,0.7869935328260277,0.7271652192670235,0.7248981944054441,0.5685022099607472
42,0.6,le2,0.9586346234614448,1,0.979098883393013,0.9788805037738733,0.9586346234614448
42,0.6,sl,1,1,1,1,1
42,0.6,sl2,1,1,1,1,1
41,0.6,wt,1,1,1,1,1
41,0.6,wt2,1,1,1,1,1
41,0.6,l,1,1,1,1,1
41,0.6,l2,1,1,1,1,1
41,0.6,fg,1,1,1,1,1
41,0.6,fg2,1,1,1,1,1
41,0.6,eb,0,NA,NA,0,0
41,0.6,eb2,0.34036496360282287,0.8794503642936853,0.5471143310436215,0.490785915519674,0.3251930395870035
41,0.6,im,0,NA,NA,0,0
41,0.6,im2,0,NA,NA,0,0
41,0.6,lp,0,NA,NA,0,0
41,0.6,lp2,0,NA,NA,0,0
41,0.6,le,0.8687074601881797,0.9525216769361562,0.9096497604822386,0.9086859746291253,0.8326530709804773
41,0.6,le2,0.7452635713858572,0.9636821781929262,0.8474651743882826,0.8405149455188752,0.7249036477619885
41,0.6,sl,0.9741294150274201,1,0.9869799466186838,0.9868951930022173,0.9741294150274201
41,0.6,sl2,0.9741294150274201,1,0.9869799466186838,0.9868951930022173,0.9741294150274201
40,0.6,wt,1,1,1,1,1
40,0.6,wt2,1,1,1,1,1
40,0.6,l,1,1,1,1,1
40,0.6,l2,1,1,1,1,1
40,0.6,fg,1,1,1,1,1
40,0.6,fg2,1,1,1,1,1
40,0.6,eb,0,NA,NA,0,0
40,0.6,eb2,0.36547158123179463,0.8826237966440862,0.5679559090213994,0.5169058716350812,0.3485320734193449
40,0.6,im,0,NA,NA,0,0
40,0.6,im2,0,NA,NA,0,0
40,0.6,lp,0,NA,NA,0,0
40,0.6,lp2,0,NA,NA,0,0
40,0.6,le,0.9750460620676793,0.9750460620676793,0.9750460620676793,0.9750460620676793,0.951307201214015
40,0.6,le2,0.8740455634932318,1,0.9349040397245226,0.9327900884800323,0.8740455634932318
40,0.6,sl,0.9756536006070076,1,0.9877517909915463,0.9876767873753212,0.9756536006070076
40,0.6,sl2,1,1,1,1,1
39,0.6,wt,1,1,1,1,1
39,0.6,wt2,1,1,1,1,1
39,0.6,l,1,1,1,1,1
39,0.6,l2,1,1,1,1,1
39,0.6,fg,1,1,1,1,1
39,0.6,fg2,1,1,1,1,1
39,0.6,eb,0.3855580720591397,0.6289273779315159,0.4924307335052161,0.4780512668815876,0.3141047109399537
39,0.6,eb2,0.392840223300272,0.7901875428872468,0.55715119204478,0.5247847255475419,0.35573433561574347
39,0.6,im,0,NA,NA,0,0
39,0.6,im2,0,NA,NA,0,0
39,0.6,lp,0,NA,NA,0,0
39,0.6,lp2,0,NA,NA,0,0
39,0.6,le,0.783041943417147,0.9745193558212312,0.8735499586628591,0.8683504019012712,0.7673315161867919
39,0.6,le2,0.917139484686965,1,0.9576739970819742,0.9567790888587512,0.917139484686965
39,0.6,sl,1,1,1,1,1
39,0.6,sl2,1,1,1,1,1
38,0.6,wt,0.8191304803861362,1,0.9050582745802261,0.9005736413280967,0.8191304803861362
38,0.6,wt2,0.569584551991129,1,0.7547082562097284,0.7257774692909289,0.569584551991129
38,0.6,l,0.5521261298006084,0.9571673169272427,0.7269642950425219,0.7002973310623053,0.5388134900382175
38,0.6,l2,0.7991238106270504,0.9700092367467209,0.880430279813499,0.8763133770670057,0.7798556636544213
38,0.6,fg,0.5836706996298822,1,0.763983441986724,0.7371111933387303,0.5836706996298822
38,0.6,fg2,0.7991238106270504,0.9700092367467209,0.880430279813499,0.8763133770670057,0.7798556636544213
38,0.6,eb,0,NA,NA,0,0
38,0.6,eb2,0.354424072884131,0.9342228600267514,0.5754225152287167,0.5138895108906312,0.3457949557967301
38,0.6,im,0,NA,NA,0,0
38,0.6,im2,0,NA,NA,0,0
38,0.6,lp,0,NA,NA,0,0
38,0.6,lp2,0,NA,NA,0,0
38,0.6,le,0.7188108982945376,0.8127961720910526,0.7643603512683864,0.7629198870752717,0.6167101702666306
38,0.6,le2,0.7480694154511751,0.8212620443090787,0.7838118507770405,0.7829589008715664,0.6433298772180094
38,0.6,sl,0.7991238106270504,0.9700092367467209,0.880430279813499,0.8763133770670057,0.7798556636544213
38,0.6,sl2,0.804000348394753,0.9424596184115561,0.8704813964415764,0.8677414609583363,0.766381026097438
37,0.6,wt,1,1,1,1,1
37,0.6,wt2,1,1,1,1,1
37,0.6,l,1,1,1,1,1
37,0.6,l2,1,1,1,1,1
37,0.6,fg,1,1,1,1,1
37,0.6,fg2,1,1,1,1,1
37,0.6,eb,0,NA,NA,0,0
37,0.6,eb2,0.3736910062507393,0.9801278072779884,0.6051982704503063,0.5410841434554642,0.37088098057761193
37,0.6,im,0,NA,NA,0,0
37,0.6,im2,0,NA,NA,0,0
37,0.6,lp,0,NA,NA,0,0
37,0.6,lp2,0,NA,NA,0,0
37,0.6,le,0.8510281854816192,0.9752022451430143,0.911001974290759,0.9088936239856631,0.8330018447016394
37,0.6,le2,0.8408094407739897,1,0.916956618807013,0.9135214348101796,0.8408094407739897
37,0.6,sl,0.97299755718081,1,0.9864063854116162,0.9863140008861575,0.97299755718081
37,0.6,sl2,1,1,1,1,1
36,0.6,wt,1,1,1,1,1
36,0.6,wt2,1,1,1,1,1
36,0.6,l,1,1,1,1,1
36,0.6,l2,1,1,1,1,1
36,0.6,fg,1,1,1,1,1
36,0.6,fg2,1,1,1,1,1
36,0.6,eb,0,NA,NA,0,0
36,0.6,eb2,0.37638434030324636,0.9512343796356119,0.598355851022548,0.5393562460002164,0.36925926977283763
36,0.6,im,0,NA,NA,0,0
36,0.6,im2,0,NA,NA,0,0
36,0.6,lp,0,NA,NA,0,0
36,0.6,lp2,0,NA,NA,0,0
36,0.6,le,0.8335925923695339,0.907765411517242,0.8698887990140203,0.8690993132498399,0.7685018883022771
36,0.6,le2,0.8011571064039619,1,0.895073799417658,0.8896026932414401,0.8011571064039619
36,0.6,sl,0.9743567528386473,1,0.9870951083044872,0.987011847213284,0.9743567528386473
36,0.6,sl2,1,1,1,1,1
35,0.6,wt,1,1,1,1,1
35,0.6,wt2,1,1,1,1,1
35,0.6,l,1,1,1,1,1
35,0.6,l2,1,1,1,1,1
35,0.6,fg,1,1,1,1,1
35,0.6,fg2,1,1,1,1,1
35,0.6,eb,0,NA,NA,0,0
35,0.6,eb2,0.35446711218060495,0.9301614098820614,0.5742052149038132,0.5133182443954026,0.3452778259101246
35,0.6,im,0,NA,NA,0,0
35,0.6,im2,0,NA,NA,0,0
35,0.6,lp,0,NA,NA,0,0
35,0.6,lp2,0,NA,NA,0,0
35,0.6,le,0.8586365670096403,1,0.9266264441562416,0.9239424019200272,0.8586365670096403
35,0.6,le2,0.8108773384956726,1,0.9004872783641491,0.8955629641588895,0.8108773384956726
35,0.6,sl,1,1,1,1,1
35,0.6,sl2,1,1,1,1,1
34,0.6,wt,1,1,1,1,1
34,0.6,wt2,1,1,1,1,1
34,0.6,l,1,1,1,1,1
34,0.6,l2,1,1,1,1,1
34,0.6,fg,1,1,1,1,1
34,0.6,fg2,1,1,1,1,1
34,0.6,eb,0,NA,NA,0,0
