run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
100,0.2,wt,1,1,1,1,1,1,1
100,0.2,wt2,1,1,1,1,1,1,1
100,0.2,l,1,1,1,1,1,1,1
100,0.2,l2,1,1,1,1,1,1,1
100,0.2,fg,1,1,1,1,1,1,1
100,0.2,fg2,1,1,1,1,1,1,1
100,0.2,eb,0.3191628436994979,0.6484448427495552,0.4549280162775445,0.427775642737453,0.27208307819519323,0.3191628436994979,9.166087736247617e-6
100,0.2,eb2,0.3191628436994979,0.6484448427495552,0.4549280162775445,0.427775642737453,0.27208307819519323,0.3191628436994979,9.166087736247617e-6
100,0.2,im,1,1,1,1,1,1,1
100,0.2,im2,1,1,1,1,1,1,1
100,0.2,lp,1,1,1,1,1,1,1
100,0.2,lp2,1,1,1,1,1,1,1
100,0.2,le,0.89343563913623,1,0.9452172444132777,0.9437190477135078,0.89343563913623,0.89343563913623,0.6703200460356393
100,0.2,le2,0.921167291292004,1,0.9597746044212694,0.9589662446027903,0.921167291292004,0.921167291292004,0.6703200460356393
100,0.2,sl,1,1,1,1,1,1,1
100,0.2,sl2,1,1,1,1,1,1,1
99,0.2,wt,1,1,1,1,1,1,1
99,0.2,wt2,1,1,1,1,1,1,1
99,0.2,l,1,1,1,1,1,1,1
99,0.2,l2,1,1,1,1,1,1,1
99,0.2,fg,1,1,1,1,1,1,1
99,0.2,fg2,1,1,1,1,1,1,1
99,0.2,eb,0,0,0,0,0,0,0.44932896411722156
99,0.2,eb2,0.31785879949361123,0.7794493813612168,0.4977497811405991,0.45156839062752213,0.291629535262798,0.31785879949361123,8.315287191035679e-7
99,0.2,im,1,1,1,1,1,1,1
99,0.2,im2,1,1,1,1,1,1,1
99,0.2,lp,1,1,1,1,1,1,1
99,0.2,lp2,1,1,1,1,1,1,1
99,0.2,le,1,1,1,1,1,1,1
99,0.2,le2,1,1,1,1,1,1,1
99,0.2,sl,1,1,1,1,1,1,1
99,0.2,sl2,0.9758747670405035,1,0.9878637391060081,0.9877901001814848,0.9758747670405035,0.9758747670405035,0.8187307530779818
98,0.2,wt,1,1,1,1,1,1,1
98,0.2,wt2,1,1,1,1,1,1,1
98,0.2,l,1,1,1,1,1,1,1
98,0.2,l2,1,1,1,1,1,1,1
98,0.2,fg,1,1,1,1,1,1,1
98,0.2,fg2,1,1,1,1,1,1,1
98,0.2,eb,0.3184675071285938,0.7153054518512137,0.4772856001248607,0.44071871315217487,0.2826422127101343,0.3184675071285938,2.2603294069810542e-6
98,0.2,eb2,0.3184675071285938,0.7153054518512137,0.4772856001248607,0.44071871315217487,0.2826422127101343,0.3184675071285938,2.2603294069810542e-6
98,0.2,im,1,1,1,1,1,1,1
98,0.2,im2,1,1,1,1,1,1,1
98,0.2,lp,1,1,1,1,1,1,1
98,0.2,lp2,0.8199482375819748,1,0.9055099323486047,0.901067646485789,0.8199482375819748,0.8199482375819748,0.8187307530779818
98,0.2,le,1,1,1,1,1,1,1
98,0.2,le2,1,1,1,1,1,1,1
98,0.2,sl,1,1,1,1,1,1,1
98,0.2,sl2,0.9743070839567578,1,0.9870699488672309,0.9869863628348279,0.9743070839567578,0.9743070839567578,0.8187307530779818
97,0.2,wt,1,1,1,1,1,1,1
97,0.2,wt2,1,1,1,1,1,1,1
97,0.2,l,1,1,1,1,1,1,1
97,0.2,l2,1,1,1,1,1,1,1
97,0.2,fg,1,1,1,1,1,1,1
97,0.2,fg2,1,1,1,1,1,1,1
97,0.2,eb,0.31051714971942745,0.6387836476616785,0.4453686984502654,0.4178934182010438,0.2641373362633207,0.31051714971942745,9.166087736247617e-6
97,0.2,eb2,0.31051714971942745,0.6387836476616785,0.4453686984502654,0.4178934182010438,0.2641373362633207,0.31051714971942745,9.166087736247617e-6
97,0.2,im,1,1,1,1,1,1,1
97,0.2,im2,1,1,1,1,1,1,1
97,0.2,lp,1,1,1,1,1,1,1
97,0.2,lp2,1,1,1,1,1,1,1
97,0.2,le,1,1,1,1,1,1,1
97,0.2,le2,0.8854292372676704,1,0.9409724954894646,0.9392335917637707,0.8854292372676704,0.8854292372676704,0.6703200460356393
97,0.2,sl,1,1,1,1,1,1,1
97,0.2,sl2,1,1,1,1,1,1,1
96,0.2,wt,1,1,1,1,1,1,1
96,0.2,wt2,1,1,1,1,1,1,1
96,0.2,l,1,1,1,1,1,1,1
96,0.2,l2,1,1,1,1,1,1,1
96,0.2,fg,1,1,1,1,1,1,1
96,0.2,fg2,1,1,1,1,1,1,1
96,0.2,eb,0.30124577636853916,0.4925513606342438,0.3851999701916436,0.37384618845034434,0.22989595805459803,0.30124577636853916,1.2340980408667956e-4
96,0.2,eb2,0.310809491865878,0.6299510308782998,0.4424870165413561,0.4162478230624333,0.2628238364081139,0.310809491865878,9.166087736247617e-6
96,0.2,im,1,1,1,1,1,1,1
96,0.2,im2,1,1,1,1,1,1,1
96,0.2,lp,1,1,1,1,1,1,1
96,0.2,lp2,1,1,1,1,1,1,1
