run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,SNMI_scores
5,1,wt,0.3409736339437452,1,0.5839294768580751,0.508546365585066,0.3409736339437452,0.3409736339437452,1.910405861554152e-9
5,1,wt2,0,NaN,NaN,0,0,0,0
5,1,l,0.022767926441539275,0.06629466712108444,0.038850895800215245,0.033895085334964214,0.01723971344669514,0.022767926441539275,0.012495302960849613
5,1,l2,0.11313460154138419,0.19938375848189302,0.15019055253135116,0.14435761193673505,0.07779387497577113,0.11313460154138419,0.010263339498047587
5,1,fg,0.009766809267944196,0.024464823027988032,0.015457789631391938,0.01396037782964629,0.0070292544387358805,0.009766809267944196,0.0053601385737587545
5,1,fg2,0.11835779783170072,0.20960864711314708,0.1575081517852145,0.1512887568907613,0.08183471456381562,0.11835779783170072,0.00879085715452914
5,1,eb,0,NaN,NaN,0,0,0,0
5,1,eb2,0.3409736339437452,1,0.5839294768580751,0.508546365585066,0.3409736339437452,0.3409736339437452,1.910405861554152e-9
5,1,im,0,NaN,NaN,0,0,0,0
5,1,im2,0,NaN,NaN,0,0,0,0
5,1,lp,0,NaN,NaN,0,0,0,0
5,1,lp2,0,NaN,NaN,0,0,0,0
5,1,le,0,NaN,NaN,0,0,0,0
5,1,le2,0.20526756055153625,0.3878714027736488,0.28216558375366985,0.2684612597651909,0.15504201755762367,0.20526756055153625,0.004591993766570076
5,1,sl,0.026002365314429295,0.04348486592073815,0.03362602220483431,0.032544378275580474,0.016541353165087525,0.026002365314429295,0.017429906714603757
5,1,sl2,0.026002365314429295,0.04348486592073815,0.03362602220483431,0.032544378275580474,0.016541353165087525,0.026002365314429295,0.017429906714603757
4,1,wt,0.33905631047219303,1,0.5822854201095825,0.5064108324953581,0.33905631047219303,0.33905631047219303,1.899663488438133e-9
4,1,wt2,0,NaN,NaN,0,0,0,0
4,1,l,0.013844922416902997,0.04585898782394747,0.02519750242663451,0.021268761994949956,0.010748686626281317,0.013844922416902997,0.007598254523215396
4,1,l2,0.14117313275310978,0.24901381676093484,0.18749416153829965,0.1801908580219424,0.09901634949810303,0.14117313275310978,0.012806937662816644
4,1,fg,0.019564786830511178,0.051519558584952635,0.031748530380422815,0.028359807646124995,0.014383865654649275,0.019564786830511178,0.0107373826702837
4,1,fg2,0.1397339763224359,0.2641758173219578,0.19213104226705943,0.18278505737410447,0.10058527094762827,0.1397339763224359,0.006956945032478597
4,1,eb,0,NaN,NaN,0,0,0,0
4,1,eb2,0.3325124352974127,0.9666623586235328,0.5669455485108352,0.49481756647413927,0.32874258658137445,0.3325124352974127,4.146181610129109e-9
4,1,im,0,NaN,NaN,0,0,0,0
4,1,im2,0,NaN,NaN,0,0,0,0
4,1,lp,0,NaN,NaN,0,0,0,0
