run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,SNMI_scores
1,0.6,wt,1,1,1,1,1,1,1
1,0.6,wt2,1,1,1,1,1,1,1
1,0.6,l,1,1,1,1,1,1,1
1,0.6,l2,1,1,1,1,1,1,1
1,0.6,fg,1,1,1,1,1,1,1
1,0.6,fg2,1,1,1,1,1,1,1
1,0.6,eb,0,NaN,NaN,0,0,0,0
1,0.6,eb2,0.37334963409769073,0.9771010779230204,0.603987027939358,0.5402645600788488,0.3701112854450062,0.37334963409769073,3.4398945003074447e-8
1,0.6,im,0,NaN,NaN,0,0,0,0
1,0.6,im2,0,NaN,NaN,0,0,0,0
1,0.6,lp,0,NaN,NaN,0,0,0,0
1,0.6,lp2,0,NaN,NaN,0,0,0,0
1,0.6,le,0.8945453007700914,1,0.9458040498803605,0.9443377262148107,0.8945453007700914,0.8945453007700914,0.5996316471931725
1,0.6,le2,0.9140734950981079,1,0.9560719089577457,0.9551080430704737,0.9140734950981079,0.9140734950981079,0.6127217873141214
1,0.6,sl,0.9758515444466103,1,0.9878519850901805,0.987778203468139,0.9758515444466103,0.9758515444466103,0.7989596698770849
1,0.6,sl2,1,1,1,1,1,1,1
