run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
100,0.1,wt,1,1,1,1,1
100,0.1,wt2,1,1,1,1,1
100,0.1,l,1,1,1,1,1
100,0.1,l2,1,1,1,1,1
100,0.1,fg,1,1,1,1,1
100,0.1,fg2,1,1,1,1,1
100,0.1,eb,0.22653790306957794,0.300887747842709,0.26107945046597447,0.2584723717464812,0.14841703775075263
100,0.1,eb2,0.3491499475260374,1,0.5908891161005061,0.5175850885459847,0.3491499475260374
100,0.1,im,1,1,1,1,1
100,0.1,im2,1,1,1,1,1
100,0.1,lp,1,1,1,1,1
100,0.1,lp2,1,1,1,1,1
100,0.1,le,1,1,1,1,1
100,0.1,le2,0.9588247929376269,1,0.9791959931176326,0.9789796375812544,0.9588247929376269
100,0.1,sl,1,1,1,1,1
100,0.1,sl2,1,1,1,1,1
99,0.1,wt,1,1,1,1,1
99,0.1,wt2,1,1,1,1,1
99,0.1,l,1,1,1,1,1
99,0.1,l2,1,1,1,1,1
99,0.1,fg,1,1,1,1,1
99,0.1,fg2,1,1,1,1,1
99,0.1,eb,0.31304852803498745,0.5111559383490085,0.40002076708153533,0.3882934893535225,0.24092071775386245
99,0.1,eb2,0.32243036751906573,0.6526188955086026,0.45872012200112333,0.43161747474241086,0.2751991097780961
99,0.1,im,1,1,1,1,1
99,0.1,im2,1,1,1,1,1
99,0.1,lp,1,1,1,1,1
99,0.1,lp2,1,1,1,1,1
99,0.1,le,0.9766720107695561,1,0.9882671758029588,0.9881983510145611,0.9766720107695561
99,0.1,le2,1,1,1,1,1
99,0.1,sl,0.951684785179157,1,0.9755433281916068,0.9752443554472819,0.951684785179157
99,0.1,sl2,0.9748170778435251,1,0.9873282523272212,0.987247972260816,0.9748170778435251
98,0.1,wt,1,1,1,1,1
98,0.1,wt2,1,1,1,1,1
98,0.1,l,1,1,1,1,1
98,0.1,l2,1,1,1,1,1
98,0.1,fg,1,1,1,1,1
98,0.1,fg2,1,1,1,1,1
98,0.1,eb,0.2983531395678719,0.4630452965800117,0.37168672023194865,0.3628875801104228,0.2216632014403137
98,0.1,eb2,0.2983531395678719,0.4630452965800117,0.37168672023194865,0.3628875801104228,0.2216632014403137
98,0.1,im,1,1,1,1,1
98,0.1,im2,1,1,1,1,1
98,0.1,lp,1,1,1,1,1
98,0.1,lp2,1,1,1,1,1
