run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
5,0.7000000000000001,wt,1,1,1,1,1,1,1
5,0.7000000000000001,wt2,1,1,1,1,1,1,1
5,0.7000000000000001,l,1,1,1,1,1,1,1
5,0.7000000000000001,l2,1,1,1,1,1,1,1
5,0.7000000000000001,fg,1,1,1,1,1,1,1
5,0.7000000000000001,fg2,1,1,1,1,1,1,1
5,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
5,0.7000000000000001,eb2,0.330573838233528,0.7785273660486414,0.5073073817366924,0.4640889011226109,0.30215870011084467,0.330573838233528,8.315287191035679e-7
5,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
5,0.7000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
5,0.7000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
5,0.7000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
5,0.7000000000000001,le,0.8031197997533641,0.934631314423615,0.8663838145320567,0.8638992177411099,0.7604072026281273,0.8031197997533641,0.6703200460356393
5,0.7000000000000001,le2,0.8672503776499849,1,0.9312627865699268,0.9289063620289175,0.8672503776499849,0.8672503776499849,0.44932896411722156
5,0.7000000000000001,sl,1,1,1,1,1,1,1
5,0.7000000000000001,sl2,0.9767211409574102,1,0.9882920322239829,0.9882234987220733,0.9767211409574102,0.9767211409574102,0.8187307530779818
4,0.7000000000000001,wt,0.8198607225888139,1,0.9054616074626322,0.9010148001024321,0.8198607225888139,0.8198607225888139,0.8187307530779818
4,0.7000000000000001,wt2,0.5915717913901285,1,0.7691370433090117,0.7433805934364183,0.5915717913901285,0.5915717913901285,0.6703200460356393
4,0.7000000000000001,l,0.8198607225888139,1,0.9054616074626322,0.9010148001024321,0.8198607225888139,0.8198607225888139,0.8187307530779818
4,0.7000000000000001,l2,1,1,1,1,1,1,1
4,0.7000000000000001,fg,0.8198607225888139,1,0.9054616074626322,0.9010148001024321,0.8198607225888139,0.8198607225888139,0.8187307530779818
4,0.7000000000000001,fg2,1,1,1,1,1,1,1
4,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
4,0.7000000000000001,eb2,0.3522471479511976,0.9652807798072934,0.5831101110932884,0.5161445074453919,0.3478401434878248,0.3522471479511976,4.139937718785167e-8
4,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
4,0.7000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
4,0.7000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
4,0.7000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
4,0.7000000000000001,le,0.7380642033457167,0.7715988058016364,0.7546452530205774,0.7544590474242788,0.6057280138915483,0.7380642033457167,0.8187307530779818
4,0.7000000000000001,le2,0.7782696503112528,1,0.8821959251273227,0.8753111769916686,0.7782696503112528,0.7782696503112528,0.36787944117144233
4,0.7000000000000001,sl,0.975019193794932,1,0.9874306020146084,0.9873516134508707,0.975019193794932,0.975019193794932,0.8187307530779818
4,0.7000000000000001,sl2,0.8198607225888139,1,0.9054616074626322,0.9010148001024321,0.8198607225888139,0.8198607225888139,0.8187307530779818
3,0.7000000000000001,wt,1,1,1,1,1,1,1
3,0.7000000000000001,wt2,0.5649624194776032,1,0.7516398203112998,0.7220140400127846,0.5649624194776032,0.5649624194776032,0.6703200460356393
3,0.7000000000000001,l,1,1,1,1,1,1,1
3,0.7000000000000001,l2,1,1,1,1,1,1,1
3,0.7000000000000001,fg,1,1,1,1,1,1,1
3,0.7000000000000001,fg2,1,1,1,1,1,1,1
3,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
3,0.7000000000000001,eb2,0.34965641643402806,0.9096530111766541,0.5639734143436654,0.5051435415518583,0.33792110185366153,0.34965641643402806,1.374507727921396e-7
3,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
3,0.7000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
3,0.7000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
3,0.7000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
3,0.7000000000000001,le,0.8491486377295465,0.9360435764325932,0.8915380686113349,0.8904812842871137,0.8025833829355128,0.8491486377295465,0.6703200460356393
3,0.7000000000000001,le2,0.7941734023649544,0.9761450973920047,0.8804705975770446,0.8758067808748613,0.7790536057106136,0.7941734023649544,0.44932896411722156
3,0.7000000000000001,sl,1,1,1,1,1,1,1
3,0.7000000000000001,sl2,0.9519812886823774,1,0.9756952847494844,0.9754000145411045,0.9519812886823774,0.9519812886823774,0.6703200460356393
2,0.7000000000000001,wt,1,1,1,1,1,1,1
2,0.7000000000000001,wt2,0.28943193462634964,1,0.5379887867106057,0.4489293724685374,0.28943193462634964,0.28943193462634964,0.5488116360940264
2,0.7000000000000001,l,1,1,1,1,1,1,1
2,0.7000000000000001,l2,1,1,1,1,1,1,1
2,0.7000000000000001,fg,1,1,1,1,1,1,1
2,0.7000000000000001,fg2,1,1,1,1,1,1,1
2,0.7000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
2,0.7000000000000001,eb2,0.33655131527641413,0.9454745374505719,0.5640928107495692,0.49640293674656766,0.3301435929067777,0.33655131527641413,2.7750832422407563e-8
2,0.7000000000000001,im,0,0,0,0,0,0,0.44932896411722156
