run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
5,0.5,wt,1,1,1,1,1,1,1
5,0.5,wt2,1,1,1,1,1,1,1
5,0.5,l,1,1,1,1,1,1,1
5,0.5,l2,1,1,1,1,1,1,1
5,0.5,fg,1,1,1,1,1,1,1
5,0.5,fg2,1,1,1,1,1,1,1
5,0.5,eb,0.34365537906677734,0.656921708677163,0.4751364844048976,0.4512489473882873,0.2913631255503139,0.34365537906677734,5.5451599432176945e-5
5,0.5,eb2,0.3480686987332892,0.7152881936580477,0.49896836651820087,0.4682706861022834,0.30571373274217617,0.3480686987332892,2.0399503411171922e-5
5,0.5,im,0,0,0,0,0,0,0.44932896411722156
5,0.5,im2,0,0,0,0,0,0,0.44932896411722156
5,0.5,lp,0,0,0,0,0,0,0.44932896411722156
5,0.5,lp2,0,0,0,0,0,0,0.44932896411722156
5,0.5,le,0.828963922711927,0.9912396947716448,0.9064777690190069,0.9028681602794277,0.8229349724362923,0.828963922711927,0.44932896411722156
5,0.5,le2,0.7620922019110581,1,0.8729789240932785,0.8649856132210779,0.7620922019110581,0.7620922019110581,0.36787944117144233
5,0.5,sl,1,1,1,1,1,1,1
5,0.5,sl2,1,1,1,1,1,1,1
4,0.5,wt,1,1,1,1,1,1,1
4,0.5,wt2,1,1,1,1,1,1,1
4,0.5,l,1,1,1,1,1,1,1
4,0.5,l2,1,1,1,1,1,1,1
4,0.5,fg,1,1,1,1,1,1,1
4,0.5,fg2,1,1,1,1,1,1,1
4,0.5,eb,0.30756195436767525,0.4058556099405449,0.3533068702762499,0.34993740224335157,0.21207522836958478,0.30756195436767525,9.118819655545162e-4
4,0.5,eb2,0.3516371671963044,0.7715464976805894,0.5208689132638197,0.4830989504007232,0.31847756353543594,0.3516371671963044,1.3674196065680964e-5
4,0.5,im,0,0,0,0,0,0,0.44932896411722156
4,0.5,im2,0,0,0,0,0,0,0.44932896411722156
4,0.5,lp,0,0,0,0,0,0,0.44932896411722156
4,0.5,lp2,0,0,0,0,0,0,0.44932896411722156
4,0.5,le,0.8935995056283147,1,0.9453039223595312,0.9438104551382523,0.8935995056283147,0.8935995056283147,0.6703200460356393
4,0.5,le2,0.846888661694978,1,0.9202655386870564,0.9170976889508302,0.846888661694978,0.846888661694978,0.44932896411722156
4,0.5,sl,1,1,1,1,1,1,1
4,0.5,sl2,1,1,1,1,1,1,1
3,0.5,wt,1,1,1,1,1,1,1
3,0.5,wt2,1,1,1,1,1,1,1
3,0.5,l,1,1,1,1,1,1,1
3,0.5,l2,1,1,1,1,1,1,1
3,0.5,fg,1,1,1,1,1,1,1
3,0.5,fg2,1,1,1,1,1,1,1
3,0.5,eb,0,0,0,0,0,0,0.44932896411722156
3,0.5,eb2,0.42743488918945566,0.7915090936843195,0.5816516154463972,0.5551011473944614,0.38417993508228315,0.42743488918945566,4.097349789797868e-4
3,0.5,im,0,0,0,0,0,0,0.44932896411722156
3,0.5,im2,0,0,0,0,0,0,0.44932896411722156
3,0.5,lp,0,0,0,0,0,0,0.44932896411722156
3,0.5,lp2,0,0,0,0,0,0,0.44932896411722156
3,0.5,le,0.9038958028027604,1,0.9507343492284058,0.9495223441031999,0.9038958028027604,0.9038958028027604,0.5488116360940264
3,0.5,le2,0.7841917701394684,1,0.8855460293736676,0.8790442633620812,0.7841917701394684,0.7841917701394684,0.44932896411722156
3,0.5,sl,1,1,1,1,1,1,1
3,0.5,sl2,1,1,1,1,1,1,1
2,0.5,wt,0.7915536064957845,1,0.8896929844029257,0.883650484837052,0.7915536064957845,0.7915536064957845,0.8187307530779818
