run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
100,0.8,wt,0.2940493128483886,1,0.5422631398577525,0.4544638445054984,0.2940493128483886,0.2940493128483886,0.5488116360940264
100,0.8,wt2,0,0,0,0,0,0,0.44932896411722156
100,0.8,l,0.81990667032786535,0.9710570731896366,0.8922870455056697,0.8891036174897939,0.8003479275724669,0.81990667032786535,0.8187307530779818
100,0.8,l2,0.9740997770475712,0.9752337388915596,0.9746665930581275,0.9746664281467174,0.9505847217945038,0.9740997770475712,1
100,0.8,fg,0.3875630906741274,0.7326284391255151,0.5328599648906328,0.506948561259041,0.33953857724187586,0.3875630906741274,0.6703200460356393
100,0.8,fg2,0.9588261630174904,1,0.979196692711679,0.9789803517229507,0.9588261630174904,0.9588261630174904,0.8187307530779818
100,0.8,eb,0,0,0,0,0,0,0.44932896411722156
100,0.8,eb2,0.3395809544161891,0.9584501756679314,0.5705010301600517,0.5014847762435214,0.33465444213933254,0.3395809544161891,1.2469252785750989e-8
100,0.8,im,0,0,0,0,0,0,0.44932896411722156
100,0.8,im2,0,0,0,0,0,0,0.44932896411722156
100,0.8,lp,0,0,0,0,0,0,0.44932896411722156
100,0.8,lp2,0,0,0,0,0,0,0.44932896411722156
100,0.8,le,0.6406091885201955,0.7545520074410706,0.6952502780891993,0.6929277428047514,0.5301372888838255,0.6406091885201955,0.8187307530779818
100,0.8,le2,0.737972955946924,0.8093948911878781,0.7728593276775906,0.7720356106458781,0.6287117259580705,0.737972955946924,0.8187307530779818
100,0.8,sl,0.8073273814950114,0.9688807292026069,0.8844229429905796,0.8807570885158291,0.7869221948860967,0.8073273814950114,0.8187307530779818
100,0.8,sl2,0.8073273814950114,0.9688807292026069,0.8844229429905796,0.8807570885158291,0.7869221948860967,0.8073273814950114,0.8187307530779818
99,0.8,wt,0.7001934119349584,0.7930870422766279,0.7451941506031007,0.7437508748298302,0.5920409096635849,0.7001934119349584,1
99,0.8,wt2,0,0,0,0,0,0,0.44932896411722156
99,0.8,l,0.5989520596703515,1,0.7739199310460686,0.7491807600458449,0.5989520596703515,0.5989520596703515,0.6703200460356393
99,0.8,l2,1,1,1,1,1,1,1
99,0.8,fg,0.5670556314721842,0.9560464231343357,0.7362958020980181,0.7118781128914158,0.5526480995438647,0.5670556314721842,0.6703200460356393
99,0.8,fg2,0.8695886350225974,0.8853900241619136,0.8774537609319267,0.8774181937133588,0.7816073526220306,0.8695886350225974,0.8187307530779818
99,0.8,eb,0,0,0,0,0,0,0.44932896411722156
99,0.8,eb2,0.3480384165852328,0.9476018098551745,0.5742837569140327,0.5090947729546509,0.34146689120110363,0.3480384165852328,4.139937718785167e-8
99,0.8,im,0,0,0,0,0,0,0.44932896411722156
99,0.8,im2,0,0,0,0,0,0,0.44932896411722156
99,0.8,lp,0,0,0,0,0,0,0.44932896411722156
99,0.8,lp2,0,0,0,0,0,0,0.44932896411722156
99,0.8,le,0.5963511360003539,0.7236625859396967,0.6569299850106493,0.6538674530925692,0.4857377934994195,0.5963511360003539,0.8187307530779818
99,0.8,le2,0.6048161356731193,0.8625037375918629,0.7222576947142431,0.7110326617647155,0.5516296966362119,0.6048161356731193,0.2465969639416065
99,0.8,sl,0.8466567735356956,0.9707487030020014,0.9065820232045393,0.9044662574291389,0.8255941576994708,0.8466567735356956,1
99,0.8,sl2,0.8466567735356956,0.9707487030020014,0.9065820232045393,0.9044662574291389,0.8255941576994708,0.8466567735356956,1
98,0.8,wt,0.7283829127621136,0.9131616799783855,0.8155558621488791,0.8103725810762031,0.6811986410075445,0.7283829127621136,0.8187307530779818
98,0.8,wt2,0,0,0,0,0,0,0.44932896411722156
98,0.8,l,0.7591106502193985,0.9651720910920245,0.8559628576302147,0.8498286227527173,0.7388713017590658,0.7591106502193985,0.8187307530779818
98,0.8,l2,0.9056402284239974,0.9491535786066505,0.9271416632525913,0.9268864932376583,0.8637357440725347,0.9056402284239974,0.8187307530779818
98,0.8,fg,0.37688817395858326,0.6192776938377856,0.483113277817745,0.46859352794351256,0.305988995406458,0.37688817395858326,0.6703200460356393
98,0.8,fg2,0.9056402284239974,0.9491535786066505,0.9271416632525913,0.9268864932376583,0.8637357440725347,0.9056402284239974,0.8187307530779818
