run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint
50,0,wt,1,1,1,1,1
50,0,wt2,1,1,1,1,1
50,0,l,1,1,1,1,1
50,0,l2,1,1,1,1,1
50,0,fg,1,1,1,1,1
50,0,fg2,1,1,1,1,1
50,0,eb,1,1,1,1,1
50,0,eb2,1,1,1,1,1
50,0,im,1,1,1,1,1
50,0,im2,1,1,1,1,1
50,0,lp,1,1,1,1,1
50,0,lp2,1,1,1,1,1
50,0,le,1,1,1,1,1
50,0,le2,1,1,1,1,1
50,0,sl,NA,NA,NA,NA,NA
50,0,sl2,NA,NA,NA,NA,NA
49,0,wt,1,1,1,1,1
49,0,wt2,1,1,1,1,1
49,0,l,1,1,1,1,1
49,0,l2,1,1,1,1,1
49,0,fg,1,1,1,1,1
49,0,fg2,1,1,1,1,1
49,0,eb,1,1,1,1,1
49,0,eb2,1,1,1,1,1
49,0,im,1,1,1,1,1
49,0,im2,1,1,1,1,1
49,0,lp,1,1,1,1,1
49,0,lp2,1,1,1,1,1
49,0,le,1,1,1,1,1
49,0,le2,1,1,1,1,1
49,0,sl,NA,NA,NA,NA,NA
49,0,sl2,NA,NA,NA,NA,NA
48,0,wt,1,1,1,1,1
48,0,wt2,1,1,1,1,1
48,0,l,1,1,1,1,1
48,0,l2,1,1,1,1,1
48,0,fg,1,1,1,1,1
48,0,fg2,1,1,1,1,1
48,0,eb,1,1,1,1,1
48,0,eb2,1,1,1,1,1
48,0,im,1,1,1,1,1
48,0,im2,1,1,1,1,1
48,0,lp,1,1,1,1,1
48,0,lp2,1,1,1,1,1
48,0,le,1,1,1,1,1
48,0,le2,1,1,1,1,1
48,0,sl,NA,NA,NA,NA,NA
48,0,sl2,NA,NA,NA,NA,NA
47,0,wt,1,1,1,1,1
47,0,wt2,1,1,1,1,1
47,0,l,1,1,1,1,1
47,0,l2,1,1,1,1,1
47,0,fg,1,1,1,1,1
47,0,fg2,1,1,1,1,1
47,0,eb,1,1,1,1,1
47,0,eb2,1,1,1,1,1
47,0,im,1,1,1,1,1
47,0,im2,1,1,1,1,1
47,0,lp,1,1,1,1,1
47,0,lp2,1,1,1,1,1
47,0,le,1,1,1,1,1
47,0,le2,1,1,1,1,1
47,0,sl,NA,NA,NA,NA,NA
47,0,sl2,NA,NA,NA,NA,NA
46,0,wt,1,1,1,1,1
46,0,wt2,1,1,1,1,1
46,0,l,1,1,1,1,1
46,0,l2,1,1,1,1,1
46,0,fg,1,1,1,1,1
46,0,fg2,1,1,1,1,1
46,0,eb,1,1,1,1,1
46,0,eb2,1,1,1,1,1
46,0,im,1,1,1,1,1
46,0,im2,1,1,1,1,1
46,0,lp,1,1,1,1,1
46,0,lp2,1,1,1,1,1
46,0,le,1,1,1,1,1
46,0,le2,1,1,1,1,1
46,0,sl,NA,NA,NA,NA,NA
46,0,sl2,NA,NA,NA,NA,NA
45,0,wt,1,1,1,1,1
45,0,wt2,1,1,1,1,1
45,0,l,1,1,1,1,1
45,0,l2,1,1,1,1,1
45,0,fg,1,1,1,1,1
45,0,fg2,1,1,1,1,1
45,0,eb,1,1,1,1,1
45,0,eb2,1,1,1,1,1
45,0,im,1,1,1,1,1
45,0,im2,1,1,1,1,1
45,0,lp,1,1,1,1,1
45,0,lp2,1,1,1,1,1
45,0,le,1,1,1,1,1
45,0,le2,1,1,1,1,1
45,0,sl,NA,NA,NA,NA,NA
45,0,sl2,NA,NA,NA,NA,NA
44,0,wt,1,1,1,1,1
44,0,wt2,1,1,1,1,1
44,0,l,1,1,1,1,1
44,0,l2,1,1,1,1,1
44,0,fg,1,1,1,1,1
44,0,fg2,1,1,1,1,1
44,0,eb,1,1,1,1,1
44,0,eb2,1,1,1,1,1
44,0,im,1,1,1,1,1
44,0,im2,1,1,1,1,1
44,0,lp,1,1,1,1,1
44,0,lp2,1,1,1,1,1
44,0,le,1,1,1,1,1
44,0,le2,1,1,1,1,1
44,0,sl,NA,NA,NA,NA,NA
44,0,sl2,NA,NA,NA,NA,NA
43,0,wt,1,1,1,1,1
43,0,wt2,1,1,1,1,1
43,0,l,1,1,1,1,1
43,0,l2,1,1,1,1,1
43,0,fg,1,1,1,1,1
43,0,fg2,1,1,1,1,1
43,0,eb,1,1,1,1,1
43,0,eb2,1,1,1,1,1
43,0,im,1,1,1,1,1
43,0,im2,1,1,1,1,1
43,0,lp,1,1,1,1,1
43,0,lp2,1,1,1,1,1
43,0,le,1,1,1,1,1
43,0,le2,1,1,1,1,1
43,0,sl,NA,NA,NA,NA,NA
43,0,sl2,NA,NA,NA,NA,NA
42,0,wt,1,1,1,1,1
42,0,wt2,1,1,1,1,1
42,0,l,1,1,1,1,1
42,0,l2,1,1,1,1,1
42,0,fg,1,1,1,1,1
42,0,fg2,1,1,1,1,1
42,0,eb,1,1,1,1,1
42,0,eb2,1,1,1,1,1
42,0,im,1,1,1,1,1
42,0,im2,1,1,1,1,1
42,0,lp,1,1,1,1,1
42,0,lp2,1,1,1,1,1
42,0,le,1,1,1,1,1
42,0,le2,1,1,1,1,1
42,0,sl,NA,NA,NA,NA,NA
42,0,sl2,NA,NA,NA,NA,NA
41,0,wt,1,1,1,1,1
41,0,wt2,1,1,1,1,1
41,0,l,1,1,1,1,1
41,0,l2,1,1,1,1,1
41,0,fg,1,1,1,1,1
41,0,fg2,1,1,1,1,1
41,0,eb,1,1,1,1,1
41,0,eb2,1,1,1,1,1
41,0,im,1,1,1,1,1
41,0,im2,1,1,1,1,1
41,0,lp,1,1,1,1,1
41,0,lp2,1,1,1,1,1
41,0,le,1,1,1,1,1
41,0,le2,1,1,1,1,1
41,0,sl,NA,NA,NA,NA,NA
41,0,sl2,NA,NA,NA,NA,NA
40,0,wt,1,1,1,1,1
40,0,wt2,1,1,1,1,1
40,0,l,1,1,1,1,1
40,0,l2,1,1,1,1,1
40,0,fg,1,1,1,1,1
40,0,fg2,1,1,1,1,1
40,0,eb,1,1,1,1,1
40,0,eb2,1,1,1,1,1
40,0,im,1,1,1,1,1
40,0,im2,1,1,1,1,1
40,0,lp,1,1,1,1,1
40,0,lp2,1,1,1,1,1
40,0,le,1,1,1,1,1
40,0,le2,1,1,1,1,1
40,0,sl,NA,NA,NA,NA,NA
40,0,sl2,NA,NA,NA,NA,NA
39,0,wt,1,1,1,1,1
39,0,wt2,1,1,1,1,1
39,0,l,1,1,1,1,1
39,0,l2,1,1,1,1,1
39,0,fg,1,1,1,1,1
39,0,fg2,1,1,1,1,1
39,0,eb,1,1,1,1,1
39,0,eb2,1,1,1,1,1
39,0,im,1,1,1,1,1
39,0,im2,1,1,1,1,1
39,0,lp,1,1,1,1,1
39,0,lp2,1,1,1,1,1
39,0,le,1,1,1,1,1
39,0,le2,1,1,1,1,1
39,0,sl,NA,NA,NA,NA,NA
39,0,sl2,NA,NA,NA,NA,NA
38,0,wt,1,1,1,1,1
38,0,wt2,1,1,1,1,1
38,0,l,1,1,1,1,1
38,0,l2,1,1,1,1,1
38,0,fg,1,1,1,1,1
38,0,fg2,1,1,1,1,1
38,0,eb,1,1,1,1,1
38,0,eb2,1,1,1,1,1
38,0,im,1,1,1,1,1
38,0,im2,1,1,1,1,1
38,0,lp,1,1,1,1,1
38,0,lp2,1,1,1,1,1
38,0,le,1,1,1,1,1
38,0,le2,1,1,1,1,1
38,0,sl,NA,NA,NA,NA,NA
38,0,sl2,NA,NA,NA,NA,NA
37,0,wt,1,1,1,1,1
37,0,wt2,1,1,1,1,1
37,0,l,1,1,1,1,1
37,0,l2,1,1,1,1,1
37,0,fg,1,1,1,1,1
37,0,fg2,1,1,1,1,1
37,0,eb,1,1,1,1,1
37,0,eb2,1,1,1,1,1
37,0,im,1,1,1,1,1
37,0,im2,1,1,1,1,1
37,0,lp,1,1,1,1,1
37,0,lp2,1,1,1,1,1
37,0,le,1,1,1,1,1
37,0,le2,1,1,1,1,1
37,0,sl,NA,NA,NA,NA,NA
37,0,sl2,NA,NA,NA,NA,NA
36,0,wt,1,1,1,1,1
36,0,wt2,1,1,1,1,1
36,0,l,1,1,1,1,1
36,0,l2,1,1,1,1,1
36,0,fg,1,1,1,1,1
36,0,fg2,1,1,1,1,1
36,0,eb,1,1,1,1,1
36,0,eb2,1,1,1,1,1
36,0,im,1,1,1,1,1
36,0,im2,1,1,1,1,1
36,0,lp,1,1,1,1,1
36,0,lp2,1,1,1,1,1
36,0,le,1,1,1,1,1
36,0,le2,1,1,1,1,1
36,0,sl,NA,NA,NA,NA,NA
36,0,sl2,NA,NA,NA,NA,NA
35,0,wt,1,1,1,1,1
35,0,wt2,1,1,1,1,1
35,0,l,1,1,1,1,1
35,0,l2,1,1,1,1,1
35,0,fg,1,1,1,1,1
35,0,fg2,1,1,1,1,1
35,0,eb,1,1,1,1,1
35,0,eb2,1,1,1,1,1
35,0,im,1,1,1,1,1
35,0,im2,1,1,1,1,1
35,0,lp,1,1,1,1,1
35,0,lp2,1,1,1,1,1
35,0,le,1,1,1,1,1
35,0,le2,1,1,1,1,1
35,0,sl,NA,NA,NA,NA,NA
35,0,sl2,NA,NA,NA,NA,NA
34,0,wt,1,1,1,1,1
34,0,wt2,1,1,1,1,1
34,0,l,1,1,1,1,1
34,0,l2,1,1,1,1,1
34,0,fg,1,1,1,1,1
34,0,fg2,1,1,1,1,1
34,0,eb,1,1,1,1,1
34,0,eb2,1,1,1,1,1
34,0,im,1,1,1,1,1
34,0,im2,1,1,1,1,1
34,0,lp,1,1,1,1,1
34,0,lp2,1,1,1,1,1
34,0,le,1,1,1,1,1
34,0,le2,1,1,1,1,1
34,0,sl,NA,NA,NA,NA,NA
34,0,sl2,NA,NA,NA,NA,NA
33,0,wt,1,1,1,1,1
33,0,wt2,1,1,1,1,1
33,0,l,1,1,1,1,1
33,0,l2,1,1,1,1,1
33,0,fg,1,1,1,1,1
33,0,fg2,1,1,1,1,1
33,0,eb,1,1,1,1,1
33,0,eb2,1,1,1,1,1
33,0,im,1,1,1,1,1
33,0,im2,1,1,1,1,1
33,0,lp,1,1,1,1,1
33,0,lp2,1,1,1,1,1
33,0,le,1,1,1,1,1
33,0,le2,1,1,1,1,1
33,0,sl,NA,NA,NA,NA,NA
33,0,sl2,NA,NA,NA,NA,NA
32,0,wt,1,1,1,1,1
32,0,wt2,1,1,1,1,1
32,0,l,1,1,1,1,1
32,0,l2,1,1,1,1,1
32,0,fg,1,1,1,1,1
32,0,fg2,1,1,1,1,1
32,0,eb,1,1,1,1,1
32,0,eb2,1,1,1,1,1
32,0,im,1,1,1,1,1
32,0,im2,1,1,1,1,1
32,0,lp,1,1,1,1,1
32,0,lp2,0.6878062084427933,1,0.8293408276714666,0.8150298357740706,0.6878062084427933
32,0,le,1,1,1,1,1
32,0,le2,1,1,1,1,1
32,0,sl,NA,NA,NA,NA,NA
32,0,sl2,NA,NA,NA,NA,NA
31,0,wt,1,1,1,1,1
31,0,wt2,1,1,1,1,1
31,0,l,1,1,1,1,1
31,0,l2,1,1,1,1,1
31,0,fg,1,1,1,1,1
31,0,fg2,1,1,1,1,1
31,0,eb,1,1,1,1,1
31,0,eb2,1,1,1,1,1
31,0,im,1,1,1,1,1
31,0,im2,1,1,1,1,1
31,0,lp,1,1,1,1,1
31,0,lp2,1,1,1,1,1
31,0,le,1,1,1,1,1
31,0,le2,1,1,1,1,1
31,0,sl,NA,NA,NA,NA,NA
31,0,sl2,NA,NA,NA,NA,NA
30,0,wt,1,1,1,1,1
30,0,wt2,1,1,1,1,1
30,0,l,1,1,1,1,1
30,0,l2,1,1,1,1,1
30,0,fg,1,1,1,1,1
30,0,fg2,1,1,1,1,1
30,0,eb,1,1,1,1,1
30,0,eb2,1,1,1,1,1
30,0,im,1,1,1,1,1
30,0,im2,1,1,1,1,1
30,0,lp,1,1,1,1,1
30,0,lp2,1,1,1,1,1
30,0,le,1,1,1,1,1
30,0,le2,1,1,1,1,1
30,0,sl,NA,NA,NA,NA,NA
30,0,sl2,NA,NA,NA,NA,NA
29,0,wt,1,1,1,1,1
29,0,wt2,1,1,1,1,1
29,0,l,1,1,1,1,1
29,0,l2,1,1,1,1,1
29,0,fg,1,1,1,1,1
29,0,fg2,1,1,1,1,1
29,0,eb,1,1,1,1,1
29,0,eb2,1,1,1,1,1
29,0,im,1,1,1,1,1
29,0,im2,1,1,1,1,1
29,0,lp,1,1,1,1,1
29,0,lp2,1,1,1,1,1
29,0,le,1,1,1,1,1
29,0,le2,1,1,1,1,1
29,0,sl,NA,NA,NA,NA,NA
29,0,sl2,NA,NA,NA,NA,NA
28,0,wt,1,1,1,1,1
28,0,wt2,1,1,1,1,1
28,0,l,1,1,1,1,1
28,0,l2,1,1,1,1,1
28,0,fg,1,1,1,1,1
28,0,fg2,1,1,1,1,1
28,0,eb,1,1,1,1,1
28,0,eb2,1,1,1,1,1
28,0,im,1,1,1,1,1
28,0,im2,1,1,1,1,1
28,0,lp,1,1,1,1,1
28,0,lp2,1,1,1,1,1
28,0,le,1,1,1,1,1
28,0,le2,1,1,1,1,1
28,0,sl,NA,NA,NA,NA,NA
28,0,sl2,NA,NA,NA,NA,NA
27,0,wt,1,1,1,1,1
27,0,wt2,1,1,1,1,1
27,0,l,1,1,1,1,1
27,0,l2,1,1,1,1,1
27,0,fg,1,1,1,1,1
27,0,fg2,1,1,1,1,1
27,0,eb,1,1,1,1,1
27,0,eb2,1,1,1,1,1
27,0,im,1,1,1,1,1
27,0,im2,1,1,1,1,1
27,0,lp,1,1,1,1,1
27,0,lp2,1,1,1,1,1
27,0,le,1,1,1,1,1
27,0,le2,1,1,1,1,1
27,0,sl,NA,NA,NA,NA,NA
27,0,sl2,NA,NA,NA,NA,NA
26,0,wt,1,1,1,1,1
26,0,wt2,1,1,1,1,1
26,0,l,1,1,1,1,1
26,0,l2,1,1,1,1,1
26,0,fg,1,1,1,1,1
26,0,fg2,1,1,1,1,1
26,0,eb,1,1,1,1,1
26,0,eb2,1,1,1,1,1
26,0,im,1,1,1,1,1
26,0,im2,1,1,1,1,1
26,0,lp,1,1,1,1,1
26,0,lp2,1,1,1,1,1
26,0,le,1,1,1,1,1
26,0,le2,1,1,1,1,1
26,0,sl,NA,NA,NA,NA,NA
26,0,sl2,NA,NA,NA,NA,NA
25,0,wt,1,1,1,1,1
25,0,wt2,1,1,1,1,1
25,0,l,1,1,1,1,1
25,0,l2,1,1,1,1,1
25,0,fg,1,1,1,1,1
25,0,fg2,1,1,1,1,1
25,0,eb,1,1,1,1,1
25,0,eb2,1,1,1,1,1
25,0,im,1,1,1,1,1
25,0,im2,1,1,1,1,1
25,0,lp,1,1,1,1,1
25,0,lp2,1,1,1,1,1
25,0,le,1,1,1,1,1
25,0,le2,1,1,1,1,1
25,0,sl,NA,NA,NA,NA,NA
25,0,sl2,NA,NA,NA,NA,NA
24,0,wt,1,1,1,1,1
24,0,wt2,1,1,1,1,1
24,0,l,1,1,1,1,1
24,0,l2,1,1,1,1,1
24,0,fg,1,1,1,1,1
24,0,fg2,1,1,1,1,1
24,0,eb,1,1,1,1,1
24,0,eb2,1,1,1,1,1
24,0,im,1,1,1,1,1
24,0,im2,1,1,1,1,1
24,0,lp,1,1,1,1,1
24,0,lp2,1,1,1,1,1
24,0,le,1,1,1,1,1
24,0,le2,1,1,1,1,1
24,0,sl,NA,NA,NA,NA,NA
24,0,sl2,NA,NA,NA,NA,NA
23,0,wt,1,1,1,1,1
23,0,wt2,1,1,1,1,1
23,0,l,1,1,1,1,1
23,0,l2,1,1,1,1,1
23,0,fg,1,1,1,1,1
23,0,fg2,1,1,1,1,1
23,0,eb,1,1,1,1,1
23,0,eb2,1,1,1,1,1
23,0,im,1,1,1,1,1
23,0,im2,1,1,1,1,1
23,0,lp,1,1,1,1,1
23,0,lp2,1,1,1,1,1
23,0,le,1,1,1,1,1
23,0,le2,1,1,1,1,1
23,0,sl,NA,NA,NA,NA,NA
23,0,sl2,NA,NA,NA,NA,NA
22,0,wt,1,1,1,1,1
22,0,wt2,1,1,1,1,1
22,0,l,1,1,1,1,1
22,0,l2,1,1,1,1,1
22,0,fg,1,1,1,1,1
22,0,fg2,1,1,1,1,1
22,0,eb,1,1,1,1,1
22,0,eb2,1,1,1,1,1
22,0,im,1,1,1,1,1
22,0,im2,1,1,1,1,1
22,0,lp,1,1,1,1,1
22,0,lp2,1,1,1,1,1
22,0,le,1,1,1,1,1
22,0,le2,1,1,1,1,1
22,0,sl,NA,NA,NA,NA,NA
22,0,sl2,NA,NA,NA,NA,NA
21,0,wt,1,1,1,1,1
21,0,wt2,1,1,1,1,1
21,0,l,1,1,1,1,1
21,0,l2,1,1,1,1,1
21,0,fg,1,1,1,1,1
21,0,fg2,1,1,1,1,1
21,0,eb,1,1,1,1,1
21,0,eb2,1,1,1,1,1
21,0,im,1,1,1,1,1
21,0,im2,1,1,1,1,1
21,0,lp,1,1,1,1,1
21,0,lp2,1,1,1,1,1
21,0,le,1,1,1,1,1
21,0,le2,1,1,1,1,1
21,0,sl,NA,NA,NA,NA,NA
21,0,sl2,NA,NA,NA,NA,NA
20,0,wt,1,1,1,1,1
20,0,wt2,1,1,1,1,1
