curr_rho,mxp1,mxp2
0.4,0.6477987421383647,0.5754189944134078
0.4,0.4801980198019802,0.40756302521008403
0.4,0.46153846153846156,0.37209302325581395
0.4,0.7319778188539742,0.6723259762308998
0.4,0.7720588235294118,0.7274826789838337
0.4,0.4409937888198758,0.3641025641025641
0.4,0.6909547738693468,0.625
0.4,0.28888888888888886,0.23353293413173654
0.4,0.7107142857142857,0.621875
0.4,0.5596330275229358,0.49728260869565216
0.4,0.6255144032921811,0.5409252669039146
0.4,0.6879699248120301,0.6039603960396039
0.4,0.6618075801749271,0.5880829015544041
0.4,0.6690647482014388,0.5867507886435331
0.4,0.7607758620689655,0.692156862745098
0.4,0.7074569789674953,0.6491228070175439
0.4,0.6766743648960739,0.6142557651991615
0.4,0.7277777777777777,0.6501240694789082
0.4,0.7019064124783362,0.645933014354067
0.4,0.6443768996960486,0.5792349726775956
0.4,0.6275071633237822,0.5572519083969466
0.4,0.5762081784386617,0.5065359477124183
0.4,0.532608695652174,0.4651898734177215
0.4,0.6033057851239669,0.538083538083538
0.4,0.5539568345323741,0.4695121951219512
0.4,0.30603448275862066,0.2600732600732601
0.4,0.57,0.5123595505617977
0.4,0.7597765363128491,0.681704260651629
0.4,0.5413223140495868,0.4781021897810219
0.4,0.61875,0.5238095238095238
0.4,0.7189695550351288,0.6490486257928119
0.4,0.7089552238805971,0.6375838926174496
0.4,0.6142857142857143,0.5498721227621484
0.4,0.7125603864734299,0.6441048034934498
0.4,0.7213114754098361,0.6539278131634819
0.4,0.7142857142857143,0.6468172484599589
0.4,0.7034990791896869,0.6441821247892074
0.4,0.536036036036036,0.46124031007751937
0.4,0.7142857142857143,0.6410256410256411
0.4,0.5436893203883495,0.4666666666666667
0.4,0.4697674418604651,0.40562248995983935
0.4,0.5948275862068966,0.5130111524163569
0.4,0.6996197718631179,0.6422338568935427
0.4,0.48507462686567165,0.4012345679012346
0.4,0.684931506849315,0.6082725060827251
0.4,0.6951026856240127,0.6451612903225806
0.4,0.747086247086247,0.7059471365638766
0.4,0.5933333333333334,0.52046783625731
0.4,0.7615894039735099,0.7142857142857143
0.4,0.6098654708520179,0.525096525096525
0.4,0.7302631578947368,0.6132596685082873
0.4,0.40106951871657753,0.3333333333333333
0.4,0.6887254901960784,0.623059866962306
0.4,0.43333333333333335,0.35135135135135137
0.4,0.7740784780023782,0.7306397306397306
0.4,0.698170731707317,0.6239782016348774
0.4,0.6846590909090909,0.6147959183673469
0.4,0.3470319634703196,0.29118773946360155
0.4,0.6551059730250481,0.599647266313933
0.4,0.6231454005934718,0.5526315789473685
0.4,0.6540404040404041,0.5859728506787331
0.4,0.7160493827160493,0.655367231638418
0.4,0.5714285714285714,0.49230769230769234
0.4,0.3442622950819672,0.2825112107623318
0.4,0.65,0.52
0.4,0.6813471502590673,0.6159250585480094
0.4,0.5161290322580645,0.4343891402714932
0.4,0.7242206235011991,0.6550976138828634
0.4,0.5492957746478874,0.4624505928853755
0.4,0.4580152671755725,0.37267080745341613
0.4,0.7214137214137214,0.6571969696969697
0.4,0.7249626307922272,0.6773743016759777
0.4,0.3333333333333333,0.27184466019417475
0.4,0.6692913385826772,0.5862068965517241
0.4,0.6397058823529411,0.5612903225806452
0.4,0.6834061135371179,0.621031746031746
0.4,0.7080062794348508,0.6574344023323615
0.4,0.3684210526315789,0.30434782608695654
0.4,0.6760925449871465,0.6116279069767442
0.4,0.4505928853754941,0.3877551020408163
0.4,0.6220095693779905,0.5349794238683128
0.4,0.7158119658119658,0.654296875
0.4,0.7450682852807283,0.6954674220963173
0.4,0.7397260273972602,0.6454183266932271
0.4,0.5871121718377088,0.5290322580645161
0.4,0.7075038284839203,0.6571834992887624
0.4,0.634375,0.5638888888888889
0.4,0.6557377049180327,0.5944798301486199
0.4,0.7107843137254902,0.6092436974789915
0.4,0.6620111731843575,0.5925
0.4,0.45222929936305734,0.37566137566137564
0.4,0.2230769230769231,0.18125
0.4,0.635036496350365,0.5631067961165048
0.4,0.6019417475728155,0.5210084033613446
0.4,0.3076923076923077,0.24539877300613497
0.4,0.7131147540983607,0.6600910470409712
0.4,0.6267409470752089,0.5610972568578554
0.4,0.7165492957746479,0.6617886178861788
0.4,0.7151898734177216,0.6384180790960452
0.4,0.6206140350877193,0.5603960396039604
