run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,scaling_factors
100,0.6000000000000001,wt,1,1,1,1,1,1,1
100,0.6000000000000001,wt2,1,1,1,1,1,1,1
100,0.6000000000000001,l,1,1,1,1,1,1,1
100,0.6000000000000001,l2,1,1,1,1,1,1,1
100,0.6000000000000001,fg,1,1,1,1,1,1,1
100,0.6000000000000001,fg2,1,1,1,1,1,1,1
100,0.6000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
100,0.6000000000000001,eb2,0.37169266115547145,0.8804352862873202,0.5720588558315598,0.5227122918287312,0.35383242474534343,0.37169266115547145,2.2603294069810542e-6
100,0.6000000000000001,im,0,0,0,0,0,0,0.44932896411722156
100,0.6000000000000001,im2,0,0,0,0,0,0,0.44932896411722156
100,0.6000000000000001,lp,0,0,0,0,0,0,0.44932896411722156
100,0.6000000000000001,lp2,0,0,0,0,0,0,0.44932896411722156
100,0.6000000000000001,le,0.8183657328494194,0.9560901096379671,0.8845515153138096,0.8818831830125055,0.7887218666369176,0.8183657328494194,0.6703200460356393
100,0.6000000000000001,le2,0.890659072273839,1,0.9437473561678671,0.9421678242631761,0.890659072273839,0.890659072273839,0.5488116360940264
100,0.6000000000000001,sl,1,1,1,1,1,1,1
100,0.6000000000000001,sl2,1,1,1,1,1,1,1
99,0.6000000000000001,wt,1,1,1,1,1,1,1
99,0.6000000000000001,wt2,1,1,1,1,1,1,1
99,0.6000000000000001,l,1,1,1,1,1,1,1
99,0.6000000000000001,l2,1,1,1,1,1,1,1
99,0.6000000000000001,fg,1,1,1,1,1,1,1
99,0.6000000000000001,fg2,1,1,1,1,1,1,1
99,0.6000000000000001,eb,0,0,0,0,0,0,0.44932896411722156
99,0.6000000000000001,eb2,0.3876410893525211,0.8262081117182415,0.565925977896711,0.5276968707082058,0.3584159132786997,0.3876410893525211,2.4916009731503204e-5
99,0.6000000000000001,im,0,0,0,0,0,0,0.44932896411722156
