curr_rho,mxp1,mxp2
0.2,0.2881944444444444,0.24127906976744187
0.2,0.28165374677002586,0.24008810572687225
0.2,0.30577427821522307,0.2763938315539739
0.2,0.549034749034749,0.5148443157132513
0.2,0.6448692152917505,0.5962790697674418
0.2,0.5,0.43795620437956206
0.2,0.50271444082519,0.46346346346346345
0.2,0.4503968253968254,0.4149908592321755
0.2,0.4786806114239743,0.44502617801047123
0.2,0.5378151260504201,0.4933920704845815
0.2,0.4606413994169096,0.3910891089108911
0.2,0.50199203187251,0.4632352941176471
0.2,0.6432926829268293,0.6037195994277539
0.2,0.5817060637204522,0.5349716446124764
0.2,0.5280095351609059,0.48257080610021785
0.2,0.34935304990757854,0.3103448275862069
0.2,0.34102564102564104,0.29555555555555557
0.2,0.6255060728744939,0.5764925373134329
0.2,0.6133209990749307,0.5676369863013698
0.2,0.6543589743589744,0.6070409134157945
0.2,0.6072908036454018,0.5677769171185127
0.2,0.5932203389830508,0.525
0.2,0.5800865800865801,0.5075757575757576
0.2,0.661847894406034,0.6234458259325044
0.2,0.4744897959183674,0.4124168514412417
0.2,0.48988439306358383,0.4587280108254398
0.2,0.6303030303030303,0.5852090032154341
0.2,0.38,0.3292894280762565
0.2,0.5700615174299385,0.5366795366795367
0.2,0.2290249433106576,0.20159680638722555
0.2,0.5407925407925408,0.4946695095948827
0.2,0.5988593155893536,0.5550660792951542
0.2,0.2604166666666667,0.22796352583586627
0.2,0.4813953488372093,0.4198782961460446
0.2,0.6044776119402985,0.5328947368421053
0.2,0.5601552393272963,0.5112160566706021
0.2,0.16796267496111975,0.1489655172413793
0.2,0.5532846715328467,0.4993412384716733
0.2,0.5143918291550603,0.47676419965576594
0.2,0.7177482408131353,0.6769911504424779
0.2,0.2926470588235294,0.2614980289093298
0.2,0.5844785772029103,0.5456603773584906
0.2,0.729749364329822,0.7041710480196285
0.2,0.5299727520435967,0.47788697788697787
0.2,0.6496956281128943,0.6159496327387198
0.2,0.603739982190561,0.5617232808616405
0.2,0.6652360515021459,0.610236220472441
0.2,0.7214170692431562,0.6617429837518464
0.2,0.1855072463768116,0.15609756097560976
0.2,0.10728476821192053,0.09665871121718377
0.2,0.36054421768707484,0.3241590214067278
0.2,0.6950453593859037,0.6539724228496389
0.2,0.5653266331658291,0.5265210608424337
0.2,0.45554202192448234,0.4146341463414634
0.2,0.5443974630021141,0.5
0.2,0.6004813477737665,0.5526024363233666
0.2,0.6301489921121823,0.5845528455284553
0.2,0.6153005464480874,0.5624375624375625
0.2,0.5435458786936236,0.5083636363636364
0.2,0.40384615384615385,0.3387096774193548
0.2,0.6241534988713319,0.5772442588726514
0.2,0.2752808988764045,0.24098360655737705
0.2,0.45874587458745875,0.3926553672316384
0.2,0.6837136113296617,0.6422764227642277
0.2,0.5848849945235487,0.5377643504531722
0.2,0.3150074294205052,0.2838018741633199
0.2,0.6466208476517755,0.6132536664856056
0.2,0.1761194029850746,0.14936708860759493
0.2,0.6359477124183006,0.5984009840098401
0.2,0.4053117782909931,0.3738019169329074
0.2,0.44696969696969696,0.36419753086419754
0.2,0.5523012552301255,0.5072046109510087
0.2,0.2896174863387978,0.2568659127625202
0.2,0.6086448598130841,0.5602150537634408
0.2,0.45048543689320386,0.4077328646748682
0.2,0.4323922734026746,0.3900804289544236
0.2,0.44485294117647056,0.3903225806451613
0.2,0.47581792318634425,0.44659546061415223
0.2,0.1323943661971831,0.11853720050441362
0.2,0.6177474402730375,0.5638629283489096
0.2,0.33682634730538924,0.3032345013477089
0.2,0.2325,0.20620842572062084
0.2,0.5252225519287834,0.48097826086956524
0.2,0.5988112927191679,0.5460704607046071
0.2,0.5980528511821975,0.548469387755102
0.2,0.1341222879684418,0.11805555555555555
0.2,0.665283540802213,0.6254876462938882
0.2,0.2971985383678441,0.2702104097452935
0.2,0.56601607347876,0.5211416490486258
0.2,0.5148842337375965,0.4726720647773279
0.2,0.5841170323928945,0.5344168260038241
0.2,0.6184486373165619,0.5473098330241187
0.2,0.5639312977099237,0.5211640211640212
0.2,0.5542452830188679,0.4757085020242915
0.2,0.42503259452411996,0.38443396226415094
0.2,0.409387222946545,0.37292161520190026
0.2,0.6287051482059283,0.5891812865497076
0.2,0.2684563758389262,0.2376237623762376
0.2,0.6185446009389671,0.5660580021482277
0.2,0.5543478260869565,0.504950495049505
