run,rho,method,NMI_scores_max,NMI_scores_min,NMI_scores_sqrt,NMI_scores_sum,NMI_scores_joint,AMI_scores,SNMI_scores
4,0.4,le,0.76249209131389994,1,0.8732079313164189,0.8652431350718612,0.76249209131389994,0.76249209131389994,0.2805051644502019
4,0.4,le2,0.7822625943615903,1,0.8844561008674146,0.877830906440359,0.7822625943615903,0.7822625943615903,0.35149324119214365
4,0.4,sl,0.97474977049131,1,0.9872941661385982,0.9872134536304273,0.97474977049131,0.97474977049131,0.7980576136569402
4,0.4,sl2,1,1,1,1,1,1,1
3,0.4,wt,1,1,1,1,1,1,1
3,0.4,wt2,1,1,1,1,1,1,1
3,0.4,l,1,1,1,1,1,1,1
3,0.4,l2,1,1,1,1,1,1,1
3,0.4,fg,1,1,1,1,1,1,1
3,0.4,fg2,1,1,1,1,1,1,1
3,0.4,eb,0,NaN,NaN,0,0,0,0
3,0.4,eb2,0.3435056300201649,1,0.5860935335082319,0.5113571872639032,0.3435056300201649,0.3435056300201649,1.9245921201509747e-9
3,0.4,im,0,NaN,NaN,0,0,0,0
3,0.4,im2,0,NaN,NaN,0,0,0,0
3,0.4,lp,0,NaN,NaN,0,0,0,0
3,0.4,lp2,0.56939331717737,1,0.7545815510449285,0.7256222018345936,0.56939331717737,0.56939331717737,0.38167575458272
3,0.4,le,0.9568750126561324,1,0.9781998837947858,0.9779623189703196,0.9568750126561324,0.9568750126561324,0.7834229997134586
3,0.4,le2,0.8972207216946246,1,0.9472173571544308,0.9458263990425049,0.8972207216946246,0.8972207216946246,0.6014250354704703
3,0.4,sl,1,1,1,1,1,1,1
3,0.4,sl2,1,1,1,1,1,1,1
2,0.4,wt,1,1,1,1,1,1,1
2,0.4,wt2,1,1,1,1,1,1,1
2,0.4,l,1,1,1,1,1,1,1
2,0.4,l2,1,1,1,1,1,1,1
2,0.4,fg,1,1,1,1,1,1,1
2,0.4,fg2,1,1,1,1,1,1,1
2,0.4,eb,0,NaN,NaN,0,0,0,0
2,0.4,eb2,0.3313191899884248,0.9188670436146037,0.5517592632638342,0.48702869446907915,0.32190213567743414,0.3313191899884248,1.1230045146259267e-8
2,0.4,im,0,NaN,NaN,0,0,0,0
2,0.4,im2,0,NaN,NaN,0,0,0,0
2,0.4,lp,1,1,1,1,1,1,1
2,0.4,lp2,0.535176095631566,1,0.7315573085080662,0.6972178594422374,0.535176095631566,0.535176095631566,0.358739265060925
2,0.4,le,1,1,1,1,1,1,1
2,0.4,le2,1,1,1,1,1,1,1
2,0.4,sl,1,1,1,1,1,1,1
2,0.4,sl2,0.974860522373187,1,0.9873502531387668,0.9872702515737147,0.974860522373187,0.974860522373187,0.7981482896285941
1,0.4,wt,1,1,1,1,1,1,1
1,0.4,wt2,1,1,1,1,1,1,1
1,0.4,l,1,1,1,1,1,1,1
1,0.4,l2,1,1,1,1,1,1,1
1,0.4,fg,1,1,1,1,1,1,1
1,0.4,fg2,1,1,1,1,1,1,1
1,0.4,eb,0.3891116077063999,0.9315182681946224,0.602050305992025,0.5489268076686411,0.3782902272398202,0.3891116077063999,8.795204094964515e-7
1,0.4,eb2,0.3891116077063999,0.9315182681946224,0.602050305992025,0.5489268076686411,0.3782902272398202,0.3891116077063999,8.795204094964515e-7
1,0.4,im,0,NaN,NaN,0,0,0,0
1,0.4,im2,0,NaN,NaN,0,0,0,0
1,0.4,lp,1,1,1,1,1,1,1
1,0.4,lp2,0,NaN,NaN,0,0,0,0
1,0.4,le,0.8653062472478361,1,0.9302183868575358,0.9277900060910118,0.8653062472478361,0.8653062472478361,0.5800321234900958
1,0.4,le2,0.8814565185637585,1,0.9388591580017519,0.9369937703759779,0.8814565185637585,0.8814565185637585,0.590857974102073
1,0.4,sl,1,1,1,1,1,1,1
1,0.4,sl2,1,1,1,1,1,1,1
