run,alpha,method,NMI_scores
100,0.9,wt,0.04928989725425284
100,0.9,wt2,0
100,0.9,l,0.06656916414403462
100,0.9,l2,0.16861900626576487
100,0.9,fg,0.036690517122362744
100,0.9,fg2,0.13139943376069085
100,0.9,eb,0
100,0.9,eb2,0.40416272619696564
100,0.9,im,0
100,0.9,im2,0
100,0.9,lp,0
100,0.9,lp2,0.40711510194331657
100,0.9,le,0.026144940840124874
100,0.9,le2,0.11107524572720397
100,0.9,sl,0.0465459402345581
100,0.9,sl2,0.034273580102218516
99,0.9,wt,0.01925972356800345
99,0.9,wt2,0
99,0.9,l,0.0314896490910244
99,0.9,l2,0.14575196266994903
99,0.9,fg,0.03910782870463276
99,0.9,fg2,0.123588370659372
99,0.9,eb,0
99,0.9,eb2,0.4046174700916982
99,0.9,im,0
99,0.9,im2,0
99,0.9,lp,0
99,0.9,lp2,0.4088371561353432
99,0.9,le,0.018699932696329042
99,0.9,le2,0.11069479651463984
99,0.9,sl,0.06884601285085537
99,0.9,sl2,0.06819922072684216
98,0.9,wt,0.06729836627281242
98,0.9,wt2,0
98,0.9,l,0.07418666573120088
98,0.9,l2,0.2283380204499369
98,0.9,fg,0.0667459175323629
98,0.9,fg2,0.2544860490888617
98,0.9,eb,0
98,0.9,eb2,0.39604667827200796
98,0.9,im,0
98,0.9,im2,0
98,0.9,lp,0
98,0.9,lp2,0.40622316046720425
98,0.9,le,0.0706389926788862
98,0.9,le2,0.14465122604343744
98,0.9,sl,0.09136052337792468
98,0.9,sl2,0.04276184821498161
97,0.9,wt,0.14340045026592235
97,0.9,wt2,0
97,0.9,l,0.09435295492305176
97,0.9,l2,0.2128380626356313
97,0.9,fg,0.006766913465375489
97,0.9,fg2,0.17440042032183722
97,0.9,eb,0
97,0.9,eb2,0.396743632320613
97,0.9,im,0
97,0.9,im2,0
97,0.9,lp,0
97,0.9,lp2,0.3976249518728704
97,0.9,le,0.0975120961072297
97,0.9,le2,0.21983652215183175
97,0.9,sl,0.11898457948446874
97,0.9,sl2,0.09291294459252356
96,0.9,wt,0.08007751978900181
96,0.9,wt2,0
96,0.9,l,0.12939859704733436
96,0.9,l2,0.24756278490395192
96,0.9,fg,0.15052796686277614
96,0.9,fg2,0.23505395928391362
96,0.9,eb,0
96,0.9,eb2,0.37335733844156943
96,0.9,im,0
96,0.9,im2,0
96,0.9,lp,0
96,0.9,lp2,0.39180918405682946
96,0.9,le,0.08756646906635572
96,0.9,le2,0.23594716206437255
96,0.9,sl,0.15909494257742784
96,0.9,sl2,0.15909494257742784
95,0.9,wt,0.03557727129423232
95,0.9,wt2,0
95,0.9,l,0.029230846972628226
95,0.9,l2,0.20598847275459542
95,0.9,fg,0.05643660118118389
95,0.9,fg2,0.13468420982928053
95,0.9,eb,0
95,0.9,eb2,0.40448618925713337
95,0.9,im,0
95,0.9,im2,0
95,0.9,lp,0
95,0.9,lp2,0.4074331147212288
95,0.9,le,0.026728121551274
95,0.9,le2,0.16822705932046927
95,0.9,sl,0.042800587708127336
95,0.9,sl2,0.042800587708127336
94,0.9,wt,0.051459992681968506
94,0.9,wt2,0
94,0.9,l,0.1938092737976226
94,0.9,l2,0.19640314776486664
94,0.9,fg,0.015510866860140304
94,0.9,fg2,0.18531497687173815
94,0.9,eb,0
94,0.9,eb2,0.3974381951340223
94,0.9,im,0
94,0.9,im2,0
94,0.9,lp,0
94,0.9,lp2,0.4074331147212288
94,0.9,le,0.0359596658110642
94,0.9,le2,0.21916251873548004
94,0.9,sl,0.12967865419353397
94,0.9,sl2,0.13041719429761742
93,0.9,wt,0.06818265455184211
93,0.9,wt2,0
93,0.9,l,0.08111428343759036
93,0.9,l2,0.165845403056658
93,0.9,fg,0.15275543186889745
93,0.9,fg2,0.2604925552595297
93,0.9,eb,0
93,0.9,eb2,0.38342902630548564
93,0.9,im,0
93,0.9,im2,0
93,0.9,lp,0
93,0.9,lp2,0.3938181131937319
93,0.9,le,0.0911971300456346
93,0.9,le2,0.19702679488959585
93,0.9,sl,0.14154030654751068
93,0.9,sl2,0.15912235846409395
92,0.9,wt,0.07281934896700863
92,0.9,wt2,0
92,0.9,l,0.13515357697499125
92,0.9,l2,0.22630363966890885
92,0.9,fg,0.0600051180003057
92,0.9,fg2,0.19543057357053426
92,0.9,eb,0
92,0.9,eb2,0.3854567933453906
92,0.9,im,0
92,0.9,im2,0
92,0.9,lp,0
92,0.9,lp2,0.4028787314243377
92,0.9,le,0.06534434096848439
92,0.9,le2,0.2155710208330538
92,0.9,sl,0.15697712600212407
92,0.9,sl2,0.13218840205836072
91,0.9,wt,0.016984400745004544
91,0.9,wt2,0
91,0.9,l,0.019205379040090422
91,0.9,l2,0.13643797808224353
91,0.9,fg,0.02069070299327532
91,0.9,fg2,0.1454456572298306
91,0.9,eb,0
91,0.9,eb2,0.3924269256638626
91,0.9,im,0
91,0.9,im2,0
91,0.9,lp,0
91,0.9,lp2,0.3967330103967579
91,0.9,le,0.03128550164722461
91,0.9,le2,0.17309588496214068
91,0.9,sl,0.017656948468031154
91,0.9,sl2,0.019205379040090422
90,0.9,wt,0.028606741109446426
90,0.9,wt2,0
90,0.9,l,0.057343795893567515
90,0.9,l2,0.2733514094802329
90,0.9,fg,0.08554603771330706
90,0.9,fg2,0.21203000750404202
90,0.9,eb,0
90,0.9,eb2,0.40352842771508407
90,0.9,im,0
90,0.9,im2,0
90,0.9,lp,0
90,0.9,lp2,0.40775583218627226
90,0.9,le,0.10010064599602966
90,0.9,le2,0.24994965477437533
90,0.9,sl,0.13539280432389786
90,0.9,sl2,0.14282882413261683
89,0.9,wt,0.04122438229115755
89,0.9,wt2,0
89,0.9,l,0.037310844548131765
89,0.9,l2,0.2087016096975595
89,0.9,fg,0.03186011290101052
89,0.9,fg2,0.16655360591121396
89,0.9,eb,0
89,0.9,eb2,0.38652491818885976
89,0.9,im,0
89,0.9,im2,0
89,0.9,lp,0
89,0.9,lp2,0.4046764265463308
89,0.9,le,0.022399990795757493
89,0.9,le2,0.1605562327708392
89,0.9,sl,0.0363795701075333
89,0.9,sl2,0.0800758592210402
88,0.9,wt,0.010269947730423949
88,0.9,wt2,0
88,0.9,l,0.05583621920000396
88,0.9,l2,0.1869318045183873
88,0.9,fg,0.11542132025185982
88,0.9,fg2,0.21032049264851604
88,0.9,eb,0
88,0.9,eb2,0.3975206048536276
88,0.9,im,0
88,0.9,im2,0
88,0.9,lp,0
88,0.9,lp2,0.3975206048536276
88,0.9,le,0.06855826737500478
88,0.9,le2,0.11882033522485759
88,0.9,sl,0.06159219914800823
88,0.9,sl2,0.06159219914800823
87,0.9,wt,0.025382070869197273
87,0.9,wt2,0
87,0.9,l,0.040078236936711094
87,0.9,l2,0.2127714659550461
87,0.9,fg,0.01379278688888523
87,0.9,fg2,0.1756181774644483
87,0.9,eb,0
87,0.9,eb2,0.3831503803648916
87,0.9,im,0
87,0.9,im2,0
87,0.9,lp,0
87,0.9,lp2,0.4028787314243377
87,0.9,le,0.033098576965007134
87,0.9,le2,0.17205966753105714
87,0.9,sl,0.05197748919074733
87,0.9,sl2,0.0749418780652352
86,0.9,wt,0.1168999626958343
86,0.9,wt2,0
86,0.9,l,0.16228742797506937
86,0.9,l2,0.28906298175235823
86,0.9,fg,0.11258129505565288
86,0.9,fg2,0.23886757017994154
86,0.9,eb,0
86,0.9,eb2,0.38713829000539846
86,0.9,im,0
86,0.9,im2,0
86,0.9,lp,0
86,0.9,lp2,0.404706883836857
86,0.9,le,0.07464139448159028
86,0.9,le2,0.2159652646869226
86,0.9,sl,0.11061299662404964
86,0.9,sl2,0.08396071220282307
85,0.9,wt,0.03215322509772874
85,0.9,wt2,0
85,0.9,l,0.07539415745291099
85,0.9,l2,0.25079098820940077
85,0.9,fg,0.036379420999085414
85,0.9,fg2,0.2055520595405121
85,0.9,eb,0
85,0.9,eb2,0.3956773906048655
85,0.9,im,0
85,0.9,im2,0
85,0.9,lp,0
85,0.9,lp2,0.398772742411562
85,0.9,le,0.03683215335861167
85,0.9,le2,0.20420838652267778
85,0.9,sl,0.13079461969175962
85,0.9,sl2,0.15236061713011145
84,0.9,wt,0.0989170474255051
84,0.9,wt2,0
84,0.9,l,0.08980360164395927
84,0.9,l2,0.21896029403606457
84,0.9,fg,0.054985187592909046
84,0.9,fg2,0.20961269105589722
84,0.9,eb,0
84,0.9,eb2,0.3918534333222351
84,0.9,im,0
84,0.9,im2,0
84,0.9,lp,0
84,0.9,lp2,0.39616358259768675
84,0.9,le,0.11009257502582329
84,0.9,le2,0.2547437756715709
