run,rho,method,NMI_scores
100,0.7000000000000001,wt,0.24364936805990234
100,0.7000000000000001,wt2,0
100,0.7000000000000001,l,0.07577892112226352
100,0.7000000000000001,l2,0.35165656065272627
100,0.7000000000000001,fg,0.10978391224605577
100,0.7000000000000001,fg2,0.22829001614782946
100,0.7000000000000001,eb,0.10215188528920154
100,0.7000000000000001,eb2,0.35178776228134107
100,0.7000000000000001,im,0
100,0.7000000000000001,im2,0
100,0.7000000000000001,lp,0
100,0.7000000000000001,lp2,0
100,0.7000000000000001,le,0.12812071357832033
100,0.7000000000000001,le2,0.11448247147849687
100,0.7000000000000001,sl,0.20439325083768903
100,0.7000000000000001,sl2,0.20439325083768903
99,0.7000000000000001,wt,0.5108405455661289
99,0.7000000000000001,wt2,0
99,0.7000000000000001,l,0.2817998261356444
99,0.7000000000000001,l2,0.4538254052162637
99,0.7000000000000001,fg,0.2817998261356444
99,0.7000000000000001,fg2,0.46334128273774794
99,0.7000000000000001,eb,0
99,0.7000000000000001,eb2,0.19239488144868255
99,0.7000000000000001,im,0
99,0.7000000000000001,im2,0
99,0.7000000000000001,lp,0
99,0.7000000000000001,lp2,0
99,0.7000000000000001,le,0.2817998261356444
99,0.7000000000000001,le2,0.43869616532008504
99,0.7000000000000001,sl,0.2817998261356444
99,0.7000000000000001,sl2,0.2817998261356444
98,0.7000000000000001,wt,0.41720735085258637
98,0.7000000000000001,wt2,0.3374125177952392
98,0.7000000000000001,l,0.22386035974842014
98,0.7000000000000001,l2,0.391427831191294
98,0.7000000000000001,fg,0.22386035974842014
98,0.7000000000000001,fg2,0.4245242455201559
98,0.7000000000000001,eb,-2.7801842496757764e-16
98,0.7000000000000001,eb2,0.06519296629813198
98,0.7000000000000001,im,-2.7801842496757764e-16
98,0.7000000000000001,im2,-2.7801842496757764e-16
98,0.7000000000000001,lp,-2.7801842496757764e-16
98,0.7000000000000001,lp2,-2.7801842496757764e-16
98,0.7000000000000001,le,0.20887444660224774
98,0.7000000000000001,le2,0.33666786373796176
98,0.7000000000000001,sl,0.22386035974842014
98,0.7000000000000001,sl2,0.22386035974842014
97,0.7000000000000001,wt,0.45419461815229056
97,0.7000000000000001,wt2,0
97,0.7000000000000001,l,0.21552003484808224
97,0.7000000000000001,l2,0.5542747804947027
97,0.7000000000000001,fg,0.21552003484808224
97,0.7000000000000001,fg2,0.5542747804947027
97,0.7000000000000001,eb,0
97,0.7000000000000001,eb2,0
97,0.7000000000000001,im,0
97,0.7000000000000001,im2,0
97,0.7000000000000001,lp,0
97,0.7000000000000001,lp2,0
97,0.7000000000000001,le,0.4549957864135655
97,0.7000000000000001,le2,NA
97,0.7000000000000001,sl,0.21552003484808224
97,0.7000000000000001,sl2,0.21552003484808224
96,0.7000000000000001,wt,0.39180115814645017
96,0.7000000000000001,wt2,-2.9124047244512623e-16
96,0.7000000000000001,l,0.22362085552186958
96,0.7000000000000001,l2,0.28409274187829847
96,0.7000000000000001,fg,0.1780054999852717
96,0.7000000000000001,fg2,0.3345331584781496
96,0.7000000000000001,eb,-2.9124047244512623e-16
96,0.7000000000000001,eb2,0.057630275117599813
96,0.7000000000000001,im,-2.9124047244512623e-16
96,0.7000000000000001,im2,-2.9124047244512623e-16
96,0.7000000000000001,lp,-2.9124047244512623e-16
96,0.7000000000000001,lp2,-2.9124047244512623e-16
96,0.7000000000000001,le,-2.9124047244512623e-16
96,0.7000000000000001,le2,-2.9124047244512623e-16
96,0.7000000000000001,sl,0.18581328324676136
96,0.7000000000000001,sl2,0.1375980014142631
95,0.7000000000000001,wt,0.47903812684648756
95,0.7000000000000001,wt2,0.29516098942539665
95,0.7000000000000001,l,0.2682633996854942
95,0.7000000000000001,l2,0.5806156133929298
95,0.7000000000000001,fg,0.2682633996854942
95,0.7000000000000001,fg2,0.6109251149149262
95,0.7000000000000001,eb,0.34095526206413246
95,0.7000000000000001,eb2,0.34095526206413246
95,0.7000000000000001,im,-2.8453532541190396e-16
95,0.7000000000000001,im2,-2.8453532541190396e-16
95,0.7000000000000001,lp,-2.8453532541190396e-16
95,0.7000000000000001,lp2,-2.8453532541190396e-16
95,0.7000000000000001,le,0.4799784653747571
95,0.7000000000000001,le2,NA
95,0.7000000000000001,sl,0.5600154869352242
95,0.7000000000000001,sl2,0.2682633996854942
94,0.7000000000000001,wt,0.4523698302559202
94,0.7000000000000001,wt2,0
94,0.7000000000000001,l,0.21115698546797726
94,0.7000000000000001,l2,0.4729797507224443
94,0.7000000000000001,fg,0.2750669916595073
94,0.7000000000000001,fg2,0.4729797507224443
94,0.7000000000000001,eb,0
94,0.7000000000000001,eb2,0
94,0.7000000000000001,im,0
94,0.7000000000000001,im2,0
94,0.7000000000000001,lp,0
94,0.7000000000000001,lp2,0
94,0.7000000000000001,le,0.4729797507224443
94,0.7000000000000001,le2,0.5402338270521531
94,0.7000000000000001,sl,0.4831939887448541
94,0.7000000000000001,sl2,0.47865981340490205
93,0.7000000000000001,wt,0.4298510613878845
93,0.7000000000000001,wt2,0
93,0.7000000000000001,l,0.4406133049032246
93,0.7000000000000001,l2,0.6002463866461111
93,0.7000000000000001,fg,0.40092495978823034
93,0.7000000000000001,fg2,0.5474283035364083
93,0.7000000000000001,eb,0
93,0.7000000000000001,eb2,0
93,0.7000000000000001,im,0
93,0.7000000000000001,im2,0
93,0.7000000000000001,lp,0
93,0.7000000000000001,lp2,0
93,0.7000000000000001,le,0
93,0.7000000000000001,le2,0.6593245083132154
93,0.7000000000000001,sl,0.4615084187648309
93,0.7000000000000001,sl2,0.4406133049032246
92,0.7000000000000001,wt,0.4153073095758536
92,0.7000000000000001,wt2,-2.860880620291042e-16
92,0.7000000000000001,l,0.016367535187913326
92,0.7000000000000001,l2,0.27583144717807867
92,0.7000000000000001,fg,0.046112772295546965
92,0.7000000000000001,fg2,0.2261586737511469
92,0.7000000000000001,eb,-2.860880620291042e-16
92,0.7000000000000001,eb2,0.04193649414339403
92,0.7000000000000001,im,-2.860880620291042e-16
92,0.7000000000000001,im2,-2.860880620291042e-16
92,0.7000000000000001,lp,-2.860880620291042e-16
92,0.7000000000000001,lp2,0.022621686768473606
92,0.7000000000000001,le,0.22688010770515507
92,0.7000000000000001,le2,0.28703214585499454
92,0.7000000000000001,sl,0.21811968449855168
92,0.7000000000000001,sl2,0.20010254818334655
91,0.7000000000000001,wt,0.39566477294280245
91,0.7000000000000001,wt2,0.21318745617203533
91,0.7000000000000001,l,0.28390329002436804
