run,alpha,method,accuracies,c_count
24,1,wt,0.3,2
24,1,wt2,0.28,1
24,1,l,0.32,3
24,1,l2,0.38,7
24,1,fg,0.3,2
24,1,fg2,0.32,5
24,1,eb,0.28,1
24,1,eb2,0.94,45
24,1,im,0.28,1
24,1,im2,0.28,1
24,1,lp,0.28,1
24,1,lp2,1,50
24,1,sl,0.32,3
24,1,sl2,0.3,2
23,1,wt,0.32,2
23,1,wt2,0.28,1
23,1,l,0.32,3
23,1,l2,0.4,7
23,1,fg,0.32,3
23,1,fg2,0.4,7
23,1,eb,0.28,1
23,1,eb2,0.86,41
23,1,im,0.28,1
23,1,im2,0.28,1
23,1,lp,0.28,1
23,1,lp2,1,50
23,1,sl,0.32,3
23,1,sl2,0.32,3
22,1,wt,0.26,2
22,1,wt2,0.22,1
22,1,l,0.28,3
22,1,l2,0.4,7
22,1,fg,0.28,2
22,1,fg2,0.42,7
22,1,eb,0.22,1
22,1,eb2,0.96,48
22,1,im,0.22,1
22,1,im2,0.22,1
22,1,lp,0.22,1
22,1,lp2,1,50
22,1,sl,0.26,2
22,1,sl2,0.26,2
21,1,wt,0.3,2
21,1,wt2,0.26,1
21,1,l,0.26,2
21,1,l2,0.46,8
21,1,fg,0.32,3
21,1,fg2,0.42,8
21,1,eb,0.26,1
21,1,eb2,1,50
21,1,im,0.26,1
21,1,im2,0.26,1
21,1,lp,0.26,1
21,1,lp2,1,50
21,1,sl,0.34,3
21,1,sl2,0.32,2
20,1,wt,0.28,2
20,1,wt2,0.28,1
20,1,l,0.32,3
20,1,l2,0.4,7
20,1,fg,0.28,2
20,1,fg2,0.4,7
20,1,eb,0.28,1
20,1,eb2,0.8,36
20,1,im,0.28,1
20,1,im2,0.28,1
20,1,lp,0.28,1
20,1,lp2,1,50
20,1,sl,0.28,2
20,1,sl2,0.32,3
19,1,wt,0.36,2
19,1,wt2,0.32,1
19,1,l,0.44,3
19,1,l2,0.5,8
19,1,fg,0.34,2
19,1,fg2,0.46,7
19,1,eb,0.32,1
19,1,eb2,1,50
19,1,im,0.32,1
19,1,im2,0.32,1
19,1,lp,0.32,1
19,1,lp2,1,50
19,1,sl,0.44,3
19,1,sl2,0.44,3
18,1,wt,0.26,2
18,1,wt2,0.26,1
18,1,l,0.3,3
18,1,l2,0.42,7
18,1,fg,0.3,2
18,1,fg2,0.38,7
18,1,eb,0.26,1
18,1,eb2,0.94,46
18,1,im,0.26,1
18,1,im2,0.26,1
18,1,lp,0.26,1
18,1,lp2,1,50
18,1,sl,0.32,3
18,1,sl2,0.3,3
17,1,wt,0.36,2
17,1,wt2,0.3,1
17,1,l,0.38,3
17,1,l2,0.46,7
17,1,fg,0.38,2
17,1,fg2,0.5,7
17,1,eb,0.3,1
17,1,eb2,0.98,45
17,1,im,0.3,1
17,1,im2,0.3,1
17,1,lp,0.3,1
17,1,lp2,1,50
17,1,sl,0.4,3
17,1,sl2,0.4,3
16,1,wt,0.3,2
16,1,wt2,0.3,1
16,1,l,0.32,4
16,1,l2,0.42,8
16,1,fg,0.3,2
16,1,fg2,0.38,7
16,1,eb,0.3,1
16,1,eb2,0.92,46
16,1,im,0.3,1
16,1,im2,0.3,1
16,1,lp,0.3,1
16,1,lp2,1,50
16,1,sl,0.32,3
16,1,sl2,0.32,3
15,1,wt,0.32,2
15,1,wt2,0.32,1
15,1,l,0.34,3
15,1,l2,0.4,7
15,1,fg,0.36,2
15,1,fg2,0.42,9
15,1,eb,0.32,1
15,1,eb2,0.96,47
15,1,im,0.32,1
15,1,im2,0.32,1
15,1,lp,0.32,1
15,1,lp2,1,50
15,1,sl,0.42,3
15,1,sl2,0.4,3
14,1,wt,0.32,2
14,1,wt2,0.3,1
14,1,l,0.34,2
14,1,l2,0.46,7
14,1,fg,0.3,2
14,1,fg2,0.5,8
14,1,eb,0.3,1
14,1,eb2,0.98,48
14,1,im,0.3,1
14,1,im2,0.3,1
14,1,lp,0.3,1
14,1,lp2,1,50
14,1,sl,0.34,2
14,1,sl2,0.34,3
13,1,wt,0.38,2
13,1,wt2,0.24,1
13,1,l,0.34,3
13,1,l2,0.48,8
13,1,fg,0.34,2
13,1,fg2,0.42,8
13,1,eb,0.24,1
13,1,eb2,0.92,44
13,1,im,0.24,1
13,1,im2,0.24,1
13,1,lp,0.24,1
13,1,lp2,1,50
13,1,sl,0.34,2
13,1,sl2,0.34,3
12,1,wt,0.26,2
12,1,wt2,0.24,1
12,1,l,0.28,3
12,1,l2,0.42,6
12,1,fg,0.28,2
12,1,fg2,0.46,9
12,1,eb,0.24,1
12,1,eb2,1,50
12,1,im,0.24,1
12,1,im2,0.24,1
12,1,lp,0.24,1
12,1,lp2,1,50
12,1,sl,0.32,3
12,1,sl2,0.32,3
11,1,wt,0.36,3
11,1,wt2,0.3,1
11,1,l,0.34,3
11,1,l2,0.4,7
11,1,fg,0.34,2
11,1,fg2,0.36,6
11,1,eb,0.3,1
11,1,eb2,0.96,48
11,1,im,0.3,1
11,1,im2,0.3,1
11,1,lp,0.3,1
11,1,lp2,1,50
11,1,sl,0.38,3
11,1,sl2,0.38,3
10,1,wt,0.28,2
10,1,wt2,0.28,1
10,1,l,0.28,3
10,1,l2,0.38,7
10,1,fg,0.28,2
10,1,fg2,0.36,8
10,1,eb,0.28,1
10,1,eb2,0.98,47
10,1,im,0.28,1
10,1,im2,0.28,1
10,1,lp,0.28,1
10,1,lp2,1,50
10,1,sl,0.32,3
10,1,sl2,0.28,2
9,1,wt,0.3,2
9,1,wt2,0.26,1
9,1,l,0.26,2
9,1,l2,0.42,8
9,1,fg,0.3,2
9,1,fg2,0.42,8
9,1,eb,0.26,1
9,1,eb2,0.98,49
9,1,im,0.26,1
9,1,im2,0.26,1
9,1,lp,0.26,1
9,1,lp2,1,50
9,1,sl,0.32,3
9,1,sl2,0.3,3
8,1,wt,0.26,2
8,1,wt2,0.26,1
8,1,l,0.36,3
8,1,l2,0.4,7
8,1,fg,0.32,2
8,1,fg2,0.38,6
8,1,eb,0.26,1
8,1,eb2,1,50
8,1,im,0.26,1
8,1,im2,0.26,1
8,1,lp,0.26,1
8,1,lp2,1,50
8,1,sl,0.38,3
8,1,sl2,0.38,3
7,1,wt,0.32,2
7,1,wt2,0.32,1
7,1,l,0.32,3
7,1,l2,0.46,7
7,1,fg,0.32,2
7,1,fg2,0.36,7
7,1,eb,0.32,1
7,1,eb2,0.9,44
7,1,im,0.32,1
7,1,im2,0.32,1
7,1,lp,0.32,1
7,1,lp2,1,50
7,1,sl,0.32,2
7,1,sl2,0.32,2
6,1,wt,0.3,2
6,1,wt2,0.3,1
6,1,l,0.3,2
6,1,l2,0.44,7
6,1,fg,0.36,2
6,1,fg2,0.4,7
6,1,eb,0.3,1
6,1,eb2,0.94,46
6,1,im,0.3,1
6,1,im2,0.3,1
6,1,lp,0.3,1
6,1,lp2,1,50
6,1,sl,0.3,2
6,1,sl2,0.3,2
5,1,wt,0.26,2
5,1,wt2,0.24,1
5,1,l,0.26,3
5,1,l2,0.38,7
5,1,fg,0.28,2
5,1,fg2,0.38,6
5,1,eb,0.24,1
5,1,eb2,0.84,40
5,1,im,0.24,1
5,1,im2,0.24,1
5,1,lp,0.24,1
5,1,lp2,1,50
5,1,sl,0.28,3
5,1,sl2,0.28,3
4,1,wt,0.34,3
4,1,wt2,0.26,1
4,1,l,0.36,3
4,1,l2,0.42,5
4,1,fg,0.26,2
4,1,fg2,0.46,6
4,1,eb,0.26,1
4,1,eb2,1,50
4,1,im,0.26,1
4,1,im2,0.26,1
4,1,lp,0.26,1
4,1,lp2,1,50
4,1,sl,0.36,3
4,1,sl2,0.36,3
3,1,wt,0.26,2
3,1,wt2,0.22,1
3,1,l,0.38,3
3,1,l2,0.38,7
3,1,fg,0.34,2
3,1,fg2,0.48,8
3,1,eb,0.22,1
3,1,eb2,0.92,44
3,1,im,0.22,1
3,1,im2,0.22,1
3,1,lp,0.22,1
3,1,lp2,1,50
3,1,sl,0.38,3
3,1,sl2,0.3,2
2,1,wt,0.28,2
2,1,wt2,0.28,1
2,1,l,0.34,4
2,1,l2,0.4,7
2,1,fg,0.32,3
2,1,fg2,0.38,6
2,1,eb,0.28,1
2,1,eb2,0.92,45
2,1,im,0.28,1
2,1,im2,0.28,1
2,1,lp,0.28,1
2,1,lp2,1,50
2,1,sl,0.3,3
2,1,sl2,0.3,3
1,1,wt,0.34,2
1,1,wt2,0.32,1
1,1,l,0.34,3
1,1,l2,0.4,7
1,1,fg,0.32,2
1,1,fg2,0.42,6
1,1,eb,0.32,1
1,1,eb2,0.96,45
1,1,im,0.32,1
1,1,im2,0.32,1
1,1,lp,0.32,1
1,1,lp2,1,50
1,1,sl,0.36,3
1,1,sl2,0.36,3
