run,alpha,method,accuracies,c_count
34,0.9,fg,0.3,2
34,0.9,fg2,0.44,7
34,0.9,eb,0.24,1
34,0.9,eb2,0.92,44
34,0.9,im,0.24,1
34,0.9,im2,0.24,1
34,0.9,lp,0.24,1
34,0.9,lp2,1,50
34,0.9,sl,0.28,2
34,0.9,sl2,0.28,2
33,0.9,wt,0.36,2
33,0.9,wt2,0.32,1
33,0.9,l,0.38,3
33,0.9,l2,0.52,8
33,0.9,fg,0.34,3
33,0.9,fg2,0.46,7
33,0.9,eb,0.32,1
33,0.9,eb2,0.9,43
33,0.9,im,0.32,1
33,0.9,im2,0.32,1
33,0.9,lp,0.32,1
33,0.9,lp2,1,50
33,0.9,sl,0.34,3
33,0.9,sl2,0.38,3
32,0.9,wt,0.28,2
32,0.9,wt2,0.28,1
32,0.9,l,0.36,3
32,0.9,l2,0.42,7
32,0.9,fg,0.3,2
32,0.9,fg2,0.42,7
32,0.9,eb,0.28,1
32,0.9,eb2,0.94,45
32,0.9,im,0.28,1
32,0.9,im2,0.28,1
32,0.9,lp,0.28,1
32,0.9,lp2,1,50
32,0.9,sl,0.3,3
32,0.9,sl2,0.3,2
31,0.9,wt,0.38,2
31,0.9,wt2,0.26,1
31,0.9,l,0.36,3
31,0.9,l2,0.5,7
31,0.9,fg,0.36,2
31,0.9,fg2,0.46,8
31,0.9,eb,0.26,1
31,0.9,eb2,0.96,47
31,0.9,im,0.26,1
31,0.9,im2,0.26,1
31,0.9,lp,0.26,1
31,0.9,lp2,1,50
31,0.9,sl,0.38,3
31,0.9,sl2,0.38,3
30,0.9,wt,0.38,2
30,0.9,wt2,0.3,1
30,0.9,l,0.38,3
30,0.9,l2,0.5,8
30,0.9,fg,0.38,3
30,0.9,fg2,0.5,7
30,0.9,eb,0.3,1
30,0.9,eb2,0.96,44
30,0.9,im,0.3,1
30,0.9,im2,0.3,1
30,0.9,lp,0.3,1
30,0.9,lp2,1,50
30,0.9,sl,0.38,3
30,0.9,sl2,0.38,3
29,0.9,wt,0.34,2
29,0.9,wt2,0.3,1
29,0.9,l,0.36,4
29,0.9,l2,0.4,8
29,0.9,fg,0.36,2
29,0.9,fg2,0.44,6
29,0.9,eb,0.3,1
29,0.9,eb2,0.9,42
29,0.9,im,0.3,1
29,0.9,im2,0.3,1
29,0.9,lp,0.3,1
29,0.9,lp2,1,50
29,0.9,sl,0.36,3
29,0.9,sl2,0.34,3
28,0.9,wt,0.3,2
28,0.9,wt2,0.3,1
28,0.9,l,0.42,3
28,0.9,l2,0.44,7
28,0.9,fg,0.36,2
28,0.9,fg2,0.48,7
28,0.9,eb,0.3,1
28,0.9,eb2,1,49
28,0.9,im,0.3,1
28,0.9,im2,0.3,1
28,0.9,lp,0.3,1
28,0.9,lp2,1,50
28,0.9,sl,0.4,4
28,0.9,sl2,0.4,3
27,0.9,wt,0.36,3
27,0.9,wt2,0.24,1
27,0.9,l,0.34,3
27,0.9,l2,0.42,7
27,0.9,fg,0.32,2
27,0.9,fg2,0.38,6
27,0.9,eb,0.24,1
27,0.9,eb2,0.96,48
27,0.9,im,0.24,1
27,0.9,im2,0.24,1
27,0.9,lp,0.24,1
27,0.9,lp2,1,50
27,0.9,sl,0.34,3
27,0.9,sl2,0.36,3
26,0.9,wt,0.4,2
26,0.9,wt2,0.34,1
26,0.9,l,0.48,4
26,0.9,l2,0.46,7
26,0.9,fg,0.38,3
26,0.9,fg2,0.54,6
26,0.9,eb,0.34,1
26,0.9,eb2,0.98,49
26,0.9,im,0.34,1
26,0.9,im2,0.34,1
26,0.9,lp,0.34,1
26,0.9,lp2,1,50
26,0.9,sl,0.42,3
26,0.9,sl2,0.42,3
25,0.9,wt,0.38,3
25,0.9,wt2,0.3,1
25,0.9,l,0.32,3
25,0.9,l2,0.4,6
25,0.9,fg,0.34,2
25,0.9,fg2,0.42,6
25,0.9,eb,0.3,1
25,0.9,eb2,1,50
25,0.9,im,0.3,1
25,0.9,im2,0.3,1
25,0.9,lp,0.3,1
25,0.9,lp2,1,50
25,0.9,sl,0.34,3
25,0.9,sl2,0.36,3
24,0.9,wt,0.34,2
24,0.9,wt2,0.26,1
24,0.9,l,0.38,3
24,0.9,l2,0.46,7
24,0.9,fg,0.3,2
24,0.9,fg2,0.4,8
24,0.9,eb,0.26,1
24,0.9,eb2,1,50
24,0.9,im,0.26,1
24,0.9,im2,0.26,1
24,0.9,lp,0.26,1
24,0.9,lp2,1,50
24,0.9,sl,0.32,2
24,0.9,sl2,0.3,2
23,0.9,wt,0.34,2
23,0.9,wt2,0.34,1
23,0.9,l,0.36,2
23,0.9,l2,0.4,6
23,0.9,fg,0.36,2
23,0.9,fg2,0.4,7
23,0.9,eb,0.34,1
23,0.9,eb2,0.98,48
23,0.9,im,0.34,1
23,0.9,im2,0.34,1
23,0.9,lp,0.34,1
23,0.9,lp2,1,50
23,0.9,sl,0.36,2
23,0.9,sl2,0.36,2
22,0.9,wt,0.32,2
22,0.9,wt2,0.26,1
22,0.9,l,0.32,3
22,0.9,l2,0.38,6
22,0.9,fg,0.34,2
22,0.9,fg2,0.4,7
22,0.9,eb,0.26,1
22,0.9,eb2,0.96,47
22,0.9,im,0.26,1
22,0.9,im2,0.26,1
22,0.9,lp,0.26,1
22,0.9,lp2,1,50
22,0.9,sl,0.34,4
22,0.9,sl2,0.32,3
21,0.9,wt,0.34,3
21,0.9,wt2,0.28,1
21,0.9,l,0.3,2
21,0.9,l2,0.46,7
21,0.9,fg,0.3,3
21,0.9,fg2,0.44,7
21,0.9,eb,0.28,1
21,0.9,eb2,0.96,47
21,0.9,im,0.28,1
21,0.9,im2,0.28,1
21,0.9,lp,0.28,1
21,0.9,lp2,1,50
21,0.9,sl,0.3,3
21,0.9,sl2,0.3,3
20,0.9,wt,0.34,2
20,0.9,wt2,0.32,1
20,0.9,l,0.44,3
20,0.9,l2,0.48,6
20,0.9,fg,0.38,2
20,0.9,fg2,0.48,6
20,0.9,eb,0.32,1
20,0.9,eb2,0.96,47
20,0.9,im,0.32,1
20,0.9,im2,0.32,1
20,0.9,lp,0.32,1
20,0.9,lp2,1,50
20,0.9,sl,0.36,3
20,0.9,sl2,0.38,3
19,0.9,wt,0.32,2
19,0.9,wt2,0.26,1
19,0.9,l,0.34,2
19,0.9,l2,0.4,7
19,0.9,fg,0.32,2
19,0.9,fg2,0.36,6
19,0.9,eb,0.26,1
19,0.9,eb2,0.9,43
19,0.9,im,0.26,1
19,0.9,im2,0.26,1
19,0.9,lp,0.26,1
19,0.9,lp2,1,50
19,0.9,sl,0.32,2
19,0.9,sl2,0.32,2
18,0.9,wt,0.34,3
18,0.9,wt2,0.22,1
18,0.9,l,0.4,3
18,0.9,l2,0.48,6
18,0.9,fg,0.3,2
18,0.9,fg2,0.42,7
18,0.9,eb,0.22,1
18,0.9,eb2,1,50
18,0.9,im,0.22,1
18,0.9,im2,0.22,1
18,0.9,lp,0.22,1
18,0.9,lp2,1,50
18,0.9,sl,0.36,3
18,0.9,sl2,0.36,3
17,0.9,wt,0.26,2
17,0.9,wt2,0.24,1
17,0.9,l,0.32,2
17,0.9,l2,0.46,9
17,0.9,fg,0.34,2
17,0.9,fg2,0.44,8
17,0.9,eb,0.24,1
17,0.9,eb2,0.88,42
17,0.9,im,0.24,1
17,0.9,im2,0.24,1
17,0.9,lp,0.24,1
17,0.9,lp2,1,50
17,0.9,sl,0.38,5
17,0.9,sl2,0.32,3
16,0.9,wt,0.26,2
16,0.9,wt2,0.24,1
16,0.9,l,0.34,3
16,0.9,l2,0.44,6
16,0.9,fg,0.36,3
16,0.9,fg2,0.42,6
16,0.9,eb,0.24,1
16,0.9,eb2,0.94,44
16,0.9,im,0.24,1
16,0.9,im2,0.24,1
16,0.9,lp,0.24,1
16,0.9,lp2,1,50
16,0.9,sl,0.34,3
16,0.9,sl2,0.34,3
15,0.9,wt,0.38,2
15,0.9,wt2,0.32,1
15,0.9,l,0.32,3
15,0.9,l2,0.48,6
15,0.9,fg,0.32,2
15,0.9,fg2,0.46,7
15,0.9,eb,0.32,1
15,0.9,eb2,0.94,45
15,0.9,im,0.32,1
15,0.9,im2,0.32,1
15,0.9,lp,0.32,1
15,0.9,lp2,1,50
15,0.9,sl,0.4,3
15,0.9,sl2,0.42,3
14,0.9,wt,0.34,2
14,0.9,wt2,0.3,1
14,0.9,l,0.34,3
14,0.9,l2,0.36,5
14,0.9,fg,0.38,3
14,0.9,fg2,0.38,7
14,0.9,eb,0.3,1
14,0.9,eb2,0.92,45
14,0.9,im,0.3,1
14,0.9,im2,0.3,1
14,0.9,lp,0.3,1
14,0.9,lp2,1,50
14,0.9,sl,0.34,3
14,0.9,sl2,0.34,3
13,0.9,wt,0.34,2
13,0.9,wt2,0.24,1
13,0.9,l,0.34,2
13,0.9,l2,0.44,7
13,0.9,fg,0.3,2
13,0.9,fg2,0.48,8
13,0.9,eb,0.24,1
13,0.9,eb2,0.94,45
13,0.9,im,0.24,1
13,0.9,im2,0.24,1
13,0.9,lp,0.24,1
13,0.9,lp2,1,50
13,0.9,sl,0.42,3
13,0.9,sl2,0.38,3
12,0.9,wt,0.34,2
12,0.9,wt2,0.32,1
12,0.9,l,0.32,2
12,0.9,l2,0.56,8
12,0.9,fg,0.42,3
12,0.9,fg2,0.48,7
12,0.9,eb,0.32,1
12,0.9,eb2,0.96,46
12,0.9,im,0.32,1
12,0.9,im2,0.32,1
12,0.9,lp,0.32,1
12,0.9,lp2,1,50
12,0.9,sl,0.48,5
12,0.9,sl2,0.36,3
11,0.9,wt,0.32,2
11,0.9,wt2,0.26,1
11,0.9,l,0.3,3
11,0.9,l2,0.44,7
11,0.9,fg,0.28,2
11,0.9,fg2,0.42,7
11,0.9,eb,0.26,1
11,0.9,eb2,0.92,44
11,0.9,im,0.26,1
11,0.9,im2,0.26,1
11,0.9,lp,0.26,1
11,0.9,lp2,1,50
11,0.9,sl,0.36,3
11,0.9,sl2,0.34,3
10,0.9,wt,0.26,2
10,0.9,wt2,0.26,1
10,0.9,l,0.26,2
10,0.9,l2,0.34,7
10,0.9,fg,0.26,2
10,0.9,fg2,0.36,8
10,0.9,eb,0.26,1
10,0.9,eb2,0.94,46
10,0.9,im,0.26,1
10,0.9,im2,0.26,1
10,0.9,lp,0.26,1
10,0.9,lp2,1,50
10,0.9,sl,0.26,2
10,0.9,sl2,0.26,3
9,0.9,wt,0.34,2
9,0.9,wt2,0.28,1
9,0.9,l,0.32,3
9,0.9,l2,0.38,7
9,0.9,fg,0.3,2
9,0.9,fg2,0.34,7
9,0.9,eb,0.28,1
9,0.9,eb2,0.98,48
9,0.9,im,0.28,1
9,0.9,im2,0.28,1
9,0.9,lp,0.28,1
9,0.9,lp2,1,50
9,0.9,sl,0.3,3
9,0.9,sl2,0.32,3
8,0.9,wt,0.28,3
8,0.9,wt2,0.28,1
8,0.9,l,0.38,4
8,0.9,l2,0.42,8
8,0.9,fg,0.3,3
8,0.9,fg2,0.46,7
8,0.9,eb,0.28,1
8,0.9,eb2,0.88,40
8,0.9,im,0.28,1
8,0.9,im2,0.28,1
8,0.9,lp,0.28,1
8,0.9,lp2,1,50
8,0.9,sl,0.32,3
8,0.9,sl2,0.36,4
7,0.9,wt,0.34,2
7,0.9,wt2,0.32,1
7,0.9,l,0.34,3
7,0.9,l2,0.44,8
7,0.9,fg,0.4,3
7,0.9,fg2,0.46,6
7,0.9,eb,0.32,1
7,0.9,eb2,0.98,49
7,0.9,im,0.32,1
7,0.9,im2,0.32,1
7,0.9,lp,0.32,1
7,0.9,lp2,1,50
7,0.9,sl,0.42,4
7,0.9,sl2,0.38,3
6,0.9,wt,0.32,2
6,0.9,wt2,0.3,1
6,0.9,l,0.34,2
6,0.9,l2,0.56,9
6,0.9,fg,0.3,2
6,0.9,fg2,0.44,8
6,0.9,eb,0.3,1
6,0.9,eb2,1,50
6,0.9,im,0.3,1
6,0.9,im2,0.3,1
6,0.9,lp,0.3,1
6,0.9,lp2,1,50
6,0.9,sl,0.4,3
6,0.9,sl2,0.36,2
5,0.9,wt,0.3,3
5,0.9,wt2,0.24,1
5,0.9,l,0.28,3
5,0.9,l2,0.36,6
5,0.9,fg,0.28,2
5,0.9,fg2,0.34,6
5,0.9,eb,0.24,1
5,0.9,eb2,0.98,48
5,0.9,im,0.24,1
5,0.9,im2,0.24,1
5,0.9,lp,0.24,1
5,0.9,lp2,1,50
5,0.9,sl,0.32,2
5,0.9,sl2,0.34,2
4,0.9,wt,0.36,3
4,0.9,wt2,0.36,1
4,0.9,l,0.42,4
4,0.9,l2,0.44,6
4,0.9,fg,0.36,2
4,0.9,fg2,0.5,7
4,0.9,eb,0.36,1
4,0.9,eb2,1,50
4,0.9,im,0.36,1
4,0.9,im2,0.36,1
4,0.9,lp,0.36,1
4,0.9,lp2,1,50
4,0.9,sl,0.44,3
4,0.9,sl2,0.4,3
3,0.9,wt,0.32,2
3,0.9,wt2,0.26,1
3,0.9,l,0.34,3
3,0.9,l2,0.52,8
3,0.9,fg,0.3,2
3,0.9,fg2,0.54,6
3,0.9,eb,0.26,1
3,0.9,eb2,0.98,49
3,0.9,im,0.26,1
3,0.9,im2,0.26,1
3,0.9,lp,0.26,1
3,0.9,lp2,1,50
3,0.9,sl,0.38,3
3,0.9,sl2,0.34,3
2,0.9,wt,0.3,3
2,0.9,wt2,0.24,1
2,0.9,l,0.3,3
2,0.9,l2,0.4,6
2,0.9,fg,0.32,2
2,0.9,fg2,0.44,7
2,0.9,eb,0.24,1
2,0.9,eb2,1,50
2,0.9,im,0.24,1
2,0.9,im2,0.24,1
2,0.9,lp,0.24,1
2,0.9,lp2,1,50
2,0.9,sl,0.36,3
2,0.9,sl2,0.36,3
1,0.9,wt,0.4,2
1,0.9,wt2,0.32,1
1,0.9,l,0.32,3
1,0.9,l2,0.5,8
1,0.9,fg,0.44,2
1,0.9,fg2,0.5,9
1,0.9,eb,0.32,1
1,0.9,eb2,0.92,43
1,0.9,im,0.32,1
1,0.9,im2,0.32,1
1,0.9,lp,0.32,1
1,0.9,lp2,1,50
1,0.9,sl,0.4,3
1,0.9,sl2,0.38,4
